"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_ch_area","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.resolution","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min","hs_storm.accum.30.min","hs_storm.accum.60.min","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
43,1,-0.953564254864266,3,0,0,-1,-1,-1,-0.591164254725091,-0.655679235969755,-0.870526152320921,0.861202406108145,0.132316449944647,-0.749598033899353,-0.45006213267297,0.132316449944647,0.132316449944647,0.491746009484583,-0.316629298561225,-0.439208197104403,0.600832108156742,-0.578644506262133,0,0,0,0.901960784313725,-0.953564254864266,0,0.211917228923962,-1.50608298421672,-1.49143441044216,-0.262863671697096,-1.42638598735133,-0.953797389687477,-0.074439168017146,0.872398939332597,0.248395287656895,0.239018587274749,0.0799701818409082,329.0000000001,0.502902435673709,0.0663292840253036,274.0000000001,0.116228340756406,0.619130776330114,0.0166130686059727,0.206588681627256,-2.61402215291641,-0.305447677727135,-0.4062042641949,-0.11379875482875,0.0679564871624486,-0.135807334147194,1.0287889739158,0.345116692032299,0.610004715230147,0.0951291349071808,94.0000000001,0.357685546975151,0.0951291349071808,94.0000000001,0.357685546975151,0.687088351518014,2.67349383168219,1e-10,-0.295556550486649,-0.548671265106797,-1.30658353410697,-0.0232983324403595,0,1,-1.11994573692664,-1.12750634887319,-1.12376758934547,1.07970314289777,1.38778801875561,0.181973732504792,-2.76706863414145,0.135192967291975,0.299186676638112,0.892232147124259,1.77810150785071,0,-2.50306661968954,-0.205072646044862,-0.0450230112772418,329.0000000001,0.0134943261339367,0.00311874237203601,0.0148935465550297,0.0636109872139059,2819.29870464047,0.0312500660060792,1,2,"SNETWORK (2 43 2819.29870464047 0.0148935465550297 1 1)",453469.5,4501058.2605288
43,2,-0.859283269683359,7,0,0,-1,-1,-1,-0.545365212018149,-0.59239621188339,-0.862206917741656,0.854251187034951,0.0949656328055577,-0.75587780226751,-0.461408023739776,0.0949656328055577,0.0949656328055577,0.486591087287888,-0.376108453450275,-0.562330458778177,0.526060993517352,-0.597412340793663,0,0,0,0.901960784313725,-0.859283269683359,0,-0.00934199640185449,0.363805388601616,0.364515575488822,0,0.367807238465899,-0.857172795390834,-0.0824280524992843,0.866278582032119,0,0.227820446944437,0.0799701818409082,316.0000000001,0.460400671155054,5.53541435969532,133.0000000001,4.70823295696486,5.16863362801991,0.121199678068845,1.35968036426093,-0.108795315632855,-0.485671121041824,-0.110643188538545,0.555837375931774,-0.131292142251967,0.555268312627911,0.824595008302719,0.531767588714908,1.00104889690781,1.10029602060781,16.0000000001,0.704189453225297,1.10029602060781,16.0000000001,0.704189453225297,0.295320871417185,25.3459385295534,1e-10,-0.0886291490672037,0.0391836553814076,0.133738470432491,0.811315543821081,1.77635683940025e-15,1,-1.11994573692664,-1.12750634887319,-1.12376758934547,1.20284966284107,-0.968902295445854,0.444818163315761,-0.311630111998411,0.135192967291975,-0.63574373255526,-0.365968933520631,-0.351493016183503,-0.635576073506555,-1.11554971301089,-0.473011343687878,-0.0450230112772418,316.0000000001,0.0107959698994895,0.110403708069355,0.0459811232989247,0.0365488277748227,2864.64518476835,0.0312500660060792,2,2,"SNETWORK (2 43 2864.64518476835 0.0459811232989247 2 2)",453430.470397858,4501049.5
43,3,-0.822386399882758,9,0,0,-1,-1,-1,-0.517853112884882,-0.551926990907196,-0.861147035104611,0.848898280374236,0.057672468575301,-0.741144611955827,-0.4692632847815,0.057672468575301,0.057672468575301,0.482805187818394,-0.377845825590889,-0.57634201446134,0.519746157217709,-0.59559816741704,0,0,0,0.901960784313725,-0.822386399882758,0,-0.0545074372314663,0.248429734564423,0.24874040558025,0.0382881404607264,0.250141964448144,-0.827817355386805,-0.110530062065143,0.860843938183662,-0.579209814575011,0.874486925078075,0.0799701818409082,91.0000000001,0.508921594095249,0.200018397672896,184.0000000001,0.23536611174495,0.744287705740199,0.0175984014644237,-0.719248480866527,0.979570012303268,-0.0688737327222487,-0.443824359574277,-0.510584366419572,-0.149544468236626,-0.499628829145078,0.802128110492837,-0.55821391231866,-1.2692395339269,0.12099609385,5.0000000001,0.0241992188500102,0.12099609385,5.0000000001,0.0241992188500102,0.333782062385988,2.39224047747638,1e-10,0.146297541402585,0.041776181210388,-1.14235253193597,0.685301282015875,1.77635683940025e-15,1,-1.11994573692663,-1.12750634887319,-1.12376758934547,1.43237196588005,0.160142178238677,-0.673896254153255,-0.651653800280035,-0.347228725314284,-0.673990895783864,-0.523684537188384,-1.0471133603985,-0.522747116050758,0,-0.463834987369631,-0.0450230112772418,184.0000000001,0.0120332586529117,0.00556514271151207,0.0622547929221079,0.526573747396469,2888.38307988494,0.0312500660060792,3,2,"SNETWORK (2 43 2888.38307988494 0.0622547929221079 3 3)",453413.046211241,4501038.5
43,4,-0.814265640221036,10,0,0,-1,-1,-1,-0.517853112884882,-0.551926990907196,-0.861646800534332,0.843919753197525,0.0237932491982635,-0.73607952080536,-0.458731027026806,0.0237932491982635,0.0237932491982635,0.480511030200613,-0.369837773403115,-0.572967406172163,0.524590680331999,-0.590077232777715,0,0,0,0.901960784313725,-0.814265640221036,0,-0.227505236594965,0.00295658132826575,0.00295584102623665,0.212898423831695,0.00295133694136431,-0.813894422484999,-0.069550782840288,0.858130263671412,-0.0492740022388315,1.03478553961456,0.0799701818409082,445.0000000001,2.94487271422651,0.121542980238042,394.0000000001,0.306254351822045,3.25112706594856,0.0782423967962116,0.356532922621316,-0.784383221515835,-0.0558566201005257,-0.0266306836849494,0.0379138398721653,-0.0815899440739579,0.0435350736655121,0.869699139236057,0.00734595445688955,-0.0841645288964503,0.0275046609664773,44.0000000001,0.0484082032250205,0.0275046609664773,44.0000000001,0.0484082032250205,0.400955883117266,1.08845158532518,1e-10,0,0.00830476163339171,0.336892005308882,0.623757891771568,0,0,-1.11994573692664,-1.12750634887319,-1.12376758934547,1.32554786922348,0.500849792088001,-1.06141826684371,-0.832181844929877,-4.6383721048596,-0.768082854416459,-0.598271779032273,-1.17721040482302,-0.605928396476591,0.252089196679882,-0.390594735549786,0.116086305245672,445.0000000001,0.0708720066769821,0.00737039001922958,0.069493393425947,0.699818848364286,2898.94180102957,0.0312500660060792,4,2,"SNETWORK (2 43 2898.94180102957 0.069493393425947 4 4)",453403.955620256,4501034.95562026
43,5,-0.761299666376434,13,0,0,-1,-1,-1,-0.520160039615258,-0.500686575229027,-0.90358189558334,0.78406223338961,-0.152860758417317,-0.505346127101247,-0.470577797857707,-0.152860758417317,-0.152860758417317,0.446513897717412,-0.00499518536833747,-0.24465927625279,0.583859167936022,-0.246298236268051,0,0,0,0.901960784313725,-0.761299666376434,0,-0.259021142694723,0.305921085597236,0.306410693473096,0.269585388608306,0.308654892629925,-0.758244033355861,0.441333074181373,0.836978921606174,-0.727129874424353,0.0808866708608104,0.0799701818409082,700.0000000001,0.362102202684434,0.0973166805760694,1100.0000000001,0.684598806568614,1.04670100915305,0.0246466413505445,-0.442080564271066,-0.354821787864871,1.06670449831492,1.06065389133919,-0.157078362352449,0.360476227506713,-0.147634169104383,1.28476399167213,-0.0728245420408897,-0.0972984519709687,0.00685648651032064,499.0000000001,0.136855468850058,0.00685648651032064,499.0000000001,0.136855468850058,0.229556481221762,0.283064616773282,1e-10,0.560918271691873,0.6045064916112,-0.919476705439256,1.53597211712135,0,0,-1.11994573692664,-1.12750634887319,-1.12376758934547,0.669033317197306,1.13412163339835,-0.35266722156528,-0.131079872510421,0.135192967291975,-1.09278912801378,-0.952518861330457,-0.87166774643629,-1.06512159121973,2.17118771671396,1.004312709274,1.20190243421321,1100.0000000001,0.00852641108200004,0.0161202301685445,0.0933248202908993,0.165887753847579,2933.70396128585,0.0312500660060792,5,2,"SNETWORK (2 43 2933.70396128585 0.0933248202908993 5 5)",453374.102983072,4501029.10298307
43,6,-0.656600487935241,18,0,0,-1,-1,-1,-0.581529578461662,-0.611592006580507,-1.17248576920015,0.73235466696425,-0.312033475460782,-0.467561985251204,-0.490145198254631,-0.312033475460782,-0.312033475460782,0.418507153307676,0.264246873866122,-0.00241892495395151,0.640511364359714,0,0,0,0,0.901960784313725,-0.656600487935241,0,0.402832963649301,0.172749499170198,0.172885798193831,-0.327045049079805,0.173476739624341,-0.656614171019565,-0.364304400242692,0.744896358788621,0.367587335651559,0.149993434522732,0.0799701818409082,845.0000000001,0.810559918324524,0.158620099811314,1518.0000000001,1.53987743909651,2.35043735732104,0.0558788170012887,1.02040886670042,-0.420322517123358,-0.10644410828951,-0.395800208580161,-0.384267069233249,-0.433587269651125,-0.376927303219747,0.417766017867476,-0.312490388956664,-0.691933726322924,0.097174642397836,439.0000000001,1.70638671885072,0.097174642397836,439.0000000001,1.70638671885072,1.22251836335362,1.83389222393831,1e-10,0.0785696419353613,0.273737959148565,-0.835594521537618,0.471495722010793,0,-1,-0.872802009925686,-0.864784262334372,-0.86874907767073,0.272464352166404,-1.75581088195358,-0.240602750887207,0.359724107485023,0.135192967291975,-0.94557220495831,-0.820486199931568,-0.501399035632291,-0.973012656020612,-0.771378158090388,-0.0137218142400243,1.35381598092084,1518.0000000001,0.0192700856795191,0.0366087312217696,0.134365460340365,0.805946508123493,2993.56866491876,0.0312500660060792,6,2,"SNETWORK (2 43 2993.56866491876 0.134365460340365 6 6)",453326.035701146,4501018.03570115
43,7,-0.611401469323012,21,0,0,-1,-1,-1,-0.597349199118569,-0.650707164764809,-1.30735486003728,0.70534534707498,-0.354876494350485,-0.35950791458924,-0.461824367222836,-0.354876494350485,-0.354876494350485,0.403118924880692,0.415130096489983,0.137806000034565,0.669042355408506,0.139865940421866,0,0,0,0.901960784313725,-0.611401469323012,0,-0.110306339074101,0.577790440460111,0.579666365278837,0.113920777198764,0.588582280310968,-0.610825400603726,-0.19349274680941,0.715552929418931,-0.234935762749428,0.206641803312828,0.0799701818409082,1413.0000000001,1.86731037765544,0.0580572832384141,834.0000000001,0.309655590691741,2.17696596824718,0.0502678109091352,0.104922000099701,0.586491216275076,0.0816312788336933,0.0875593632082516,-0.0100678824408607,-0.272010776423322,0,0.571123339928513,-0.0761459750075873,-0.17865144933309,0.0247080096913024,549.0000000001,0.542587890725229,0.0247080096913024,549.0000000001,0.542587890725229,0.858153465401808,1.02290119859141,1e-10,0.684094974999991,0.814289948683832,-0.795814119243943,1.87692426661069,-1.77635683940025e-15,1,-0.999999999999998,-0.999999999999997,-0.999999999999997,0.303711235535284,-0.200544421122529,-0.696599147389526,-0.0425419918456605,-0.116329880065915,-0.881010635766067,-0.731011000080792,-0.699771104225369,-0.850312520256278,0.454669335239925,-0.123881553633754,0.749270817432762,1413.0000000001,0.0431176261615063,0.00715018464762895,0.157247785833688,0.502459826648706,3026.9464005593,0.0312500660060792,7,2,"SNETWORK (2 43 3026.9464005593 0.157247785833688 7 7)",453298.040679652,4501005.04067965
43,8,-0.484637798601712,27,0,0,-1,-1,-1,-0.651177738310887,-0.822117438571108,-1.49543075011504,0.547623590227256,-0.596205807927738,-0.447989781441241,-0.342234607747946,-0.596205807927738,-0.596205807927738,0.463567464533168,0.742315950838378,0.442599283518488,0.706071487509021,0.457377342198319,0,0,0,0.901960784313725,-0.484637798601712,0,0.878787818423288,1.06474397974612,1.07130396765458,-0.535143261893889,1.10354389991094,-0.480717688306055,0.293485392497025,0.5585974971459,0.106135773339,0.0922277989923461,0.0799701818409082,648.0000000001,0.382202053297148,0.18627263400875,1355.0000000001,1.61415232796921,1.99635438116636,0.0445109099072937,-0.497875511574317,-0.34859370393545,-0.476300906514994,0.0781123993190032,0.817190262766604,0.154143397585913,0.778346389789174,0.881351293572166,0.621362013233366,1.04462814794022,0.0158793688386157,549.0000000001,0.348710937600147,0.0158793688386157,549.0000000001,0.348710937600147,0.678785360092049,0.815967703749113,1e-10,0.327807457291574,0.693457630695254,-0.926205664441736,1.08053887750424,0,1,-1.05559697135371,-1.05910144876641,-1.05736846757269,-0.667089801772566,-0.0017757578946836,-0.462753005561009,-0.0520431787397556,-0.0121598280800665,0.0275798872746664,0.0561965944882277,0,0.0798839193909882,0.110133739262639,0.738294985477323,0.704241246094644,1355.0000000001,0.00852161383738574,0.0359892959699079,0.208615767544032,0.929529908113182,3101.87527587909,0.0312500660060792,8,2,"SNETWORK (2 43 3101.87527587909 0.208615767544032 8 8)",453238.590595173,4501022.5
43,9,-0.430788196449969,30,0,0,-1,-1,-1,-0.648364070814252,-0.878737019146107,-0.969503112348618,0.237284596804095,-1.13385087534016,-0.973417964786845,0.795526341795661,-1.13385087534016,-1.13385087534016,0.197273689871373,1.07486313014146,0.899170836166453,1.23728035774456,0.497562721784927,0,0,0,0.901960784313725,-0.430788196449969,0,0.453335657168879,0.465554474951158,0.466750370231474,-0.347644887851125,0.472370708808594,-0.436407709424977,-0.881092949315655,0.526091761590563,0.495655023144149,0.421818795448194,0.0799701818409082,389.0000000001,1.04937737026522,0.397902795743036,672.0000000001,1.7100248814206,2.75940225158582,0.0642333560579942,1.12850360220502,0.231094215091591,-0.555456066434467,-0.593993799842694,0.0120325367479445,-1.22347394592501,0.0206486474065437,-0.757659364368233,0.0709720183731186,0.29735492275032,0.0190325597535853,258.0000000001,0.196416015725083,0.0190325597535853,258.0000000001,0.196416015725083,0.174453168156522,0.00232896005157287,1e-10,0.674919742040966,0.0404189674139416,-0.77682671253492,0,1.77635683940025e-15,-1,-0.84348875586077,-0.833623288254107,-0.838501810160887,-0.431998041840365,-1.27613280512146,-0.585510531121135,0.305185302212092,0,-0.544012101444617,-0.470975500831307,0.341507011525437,-0.68365276228366,-1.59923677478875,-1.69849754659765,0.695639952139954,672.0000000001,0.0244274027520967,0.0398059532058975,0.230193097286042,0.164183261948403,3133.34945485481,0.0312500660060792,9,2,"SNETWORK (2 43 3133.34945485481 0.230193097286042 9 9)",453208.693231386,4501022.30676861
43,10,-0.420197587910241,31,0,0,-0.969898012391661,-1.00036116796162,-0.993921440693166,-0.620670450781841,-0.819906879920708,-0.827130007087671,0.21869521550219,-1.10101643290143,-0.81996294826867,0.820849485681788,-1.10101643290143,-1.10101643290143,0.175806969741378,1.12118307487505,0.941971243394861,1.16080279235734,0.58930558868694,-0.885714285714286,0.686384976525822,0.464516129032257,-0.0980392156862747,-0.420197587910241,0,0.436266068255772,1.04187405052138,1.04815155308786,-0.318005559126195,1.07896186870207,-0.421879735045419,-0.631345130000604,0.236888465789099,0.236144849581805,0.596323323511155,0.0799701818409082,411.0000000001,1.56739978809209,0.817373727100656,439.0000000001,2.29478160677601,3.86218139476809,0.0862532678381911,2.72452863578778,1.51993573208079,-0.514554549403571,-0.756849512400315,-0.250270455107788,-0.86507973742654,-0.221361576220561,-0.519507369653249,-0.0884440729708068,0,0.0289384558845745,94.0000000001,0.108808593850046,0.0289384558845745,94.0000000001,0.108808593850046,0.255504458779291,0.234512117134761,1e-10,0.349740695739531,-0.0486212188072277,0.193580720589777,-0.0201333384886463,0,0,-1.11994573692664,-1.12750634887319,-1.12376758934547,0.0370918738809284,-1.46598557209769,0.507859219796495,0.241738114277528,-0.0138798446563493,-0.130664048923407,-0.244621360510341,0.773116220021274,-0.286315382274215,-2.36650719278619,-2.50831206382587,-0.0450230112772418,439.0000000001,0.03500440288825,0.0512488648499411,0.237799832519444,0.535651003941894,3144.44516266572,0.0312500660060792,10,2,"SNETWORK (2 43 3144.44516266572 0.237799832519444 10 10)",453198.091776198,4501023.5
