"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min","hs_storm.accum.30.min","hs_storm.accum.60.min","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
15,1,0.611255118048684,88,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.0751521814175102,-0.202015057215859,0.536190693839328,-0.981309765420869,-1.30273668042587,0.392089508969803,0.0870844756377907,-1.30273668042587,-1.30273668042587,-0.79654547172789,0.689817276547237,0.771419726441273,0.0699470482379652,0.874718760332543,4.73118279569892,-10.2730236348817,-10.9708737864069,5.17573696145128,0.611255118048684,9,0.855368408116972,2.71461231616881,2.77197709662151,-0.484286745747105,0.604871532631466,-0.215987650624455,-0.602698598904919,-0.0746225174977497,2.06205020659961,7612.0000000001,25.0954269876991,0.488478110706791,8169.0000000001,6.37985161404133,31.4752786016404,0.279811516247933,1.88142226911399,-0.339485293465555,-0.559390292565508,-1.01985544122833,-0.560411445760665,-0.591532642528022,-0.432602220333878,-0.890129091049917,-0.304467587480174,0.0811150777655038,-0.0845489087962801,-0.400959733644608,-2.58617697663542,-0.151155904229923,0.999999999999999,0.873063244823954,0,3.40707866373777e-15,-3.5457709629753e-15,0.396131879407072,0.963660337853772,-2.51777401831845,-1.53655193761326,-0.0720680056318402,-0.92090428896056,-0.965479279232504,-1.89346643724711,-0.282066286990655,1.67338908987521,1.3577368524511,0,8169.0000000001,0.223095387420533,0.0567161287274006,0.00329081125035158,0.423408068716526,3152.58361454116,0.0625,1,2,"SNETWORK (2 15 3152.58361454116 0.00329081125035158 1 1)",453246.5,4499864.61732125
15,2,0.627025352380037,89,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.106313239296913,-0.24548953889464,0.447046724740713,-0.989753230569607,-1.3392012325741,0.353007137793542,0.208987384307268,-1.3392012325741,-1.3392012325741,-0.829599593263483,0.701686800272792,0.783484969899301,0.145883498849615,0.877537836406427,4.73118279569892,-10.2730236348817,-10.9708737864069,5.17573696145128,0.627025352380037,9,0.861508261953339,0.0237782032221145,0.0236975199954065,-0.477372869060884,0.624976213786317,-0.544620377643842,-0.992106532875292,1.02098836878591,10.777361379855,3102.0000000001,53.4503820334982,0.456854768134073,10118.0000000001,7.39042495732838,60.8408069907266,0.72099748069308,0.463805022955998,1.88142226911399,-1.33164430624831,-0.215987650624455,1.19876739498896,-0.430196352032932,1.21324797344849,-1.17610146939295,0.569954670265073,0.631836452137971,1.36926932841339,0.250192379423352,-1.69747751198337,0.00240547048863402,0.999999999999999,0.873063244823956,0,3.40707866373777e-15,-3.5457709629753e-15,0.0473508406557286,0.350401436100157,-2.74499382401274,-1.28260045440984,-0.249405930227631,-0.913093514850481,-0.838773830692309,-1.09900636237583,-0.483741915634248,-0.290166703000361,-0.44741047840263,0,10118.0000000001,0.633416824808965,0.0875806557841156,0.036906604574685,0.346871660832228,3176.04647870442,0.0625,2,2,"SNETWORK (2 15 3176.04647870442 0.036906604574685 2 2)",453241.184596449,4499844.18459645
16,3,0.400418417645054,74,0,0,0.17072214580468,0.160394613030368,0.158844019730788,-0.645992887990412,-0.544861496988586,-0.651007787219948,-0.430719554867099,-0.549671263907658,-1.05096956534817,0.701615322565663,-0.549671263907658,-0.549671263907658,-0.165997775310569,0.639027465066863,0.68996838793268,1.26323688301866,0.645216688648284,0,0,0,0,0.400418417645054,9,-0.393738172665778,0.878416668217887,0.882701149266423,0.611374157083111,0.39705027004016,0.451758803607276,-0.439164401191206,0.238261181078294,0.204786844742099,1399.0000000001,0.458053645188381,0.0995111096882066,25650.0000000001,4.08089586624556,4.53894951133394,0.0490910603951798,-0.230799478159198,0.00541368262043039,0.108270147216771,1.20200559933337,1.21932505545518,0.209240540991057,1.12398122868485,-0.130734358514347,-0.243875052816081,-0.203270898320912,0.789636497148889,0.486887630498405,0.19448854437129,0.637710576504137,0.600325672992481,0.473388387661865,3.40001429804342e-15,0,0,-0.151437155745848,0.358267755407864,-0.258145150364179,-0.099165770143444,-0.781234270713347,-0.685750423682902,-0.644993326434247,0.187235584996357,-0.6131714356175,0.160342252373612,-0.0363101070500988,0,25650.0000000001,0.0049540844316084,0.0441369758635714,0.118712690323901,0.686099722453596,2834.6328166751,0.0625,3,2,"SNETWORK (2 16 2834.6328166751 0.118712690323901 3 3)",453448.333484755,4500055.33348475
16,4,0.417696876276646,75,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.702021786284425,-0.586004928897474,-0.690925063345691,-0.45361749943676,-0.583340852520708,-1.09718441198959,0.75835999699457,-0.583340852520708,-0.583340852520708,-0.205592024796677,0.673372797741792,0.727246505668523,1.2700800641704,0.683857995867142,0,0,0,0,0.417696876276646,9,-0.513573504348831,-0.268755935529111,-0.26715112123877,0.743472627487481,0.414052077969328,0.12125957994432,-0.450559439449977,0.0887246810349226,0.101355346314577,2887.0000000001,0.467832102894694,0.114919519551847,19137.0000000001,3.51612440634885,3.98395650914354,0.0487134652764625,0.837320487715988,-0.230799478159198,0.343857166672893,0.451758803607276,0.0833810415439699,0.18897918369652,0.087425014306476,-0.154804368286471,-0.212442873579476,-0.179185456265685,-0.220083181309212,-0.251303392044466,-0.078083753638795,-0.0405512232156601,0.999999999999999,0.873063244823954,0,0,0,0.183013946667379,1.03484118923889,-1.34970611753079,0.0973828704716752,0.152927603991241,-0.807812958773151,-0.691462020865304,0.0740363805014041,-0.695464019393176,1.40882617168802,0.63516659503943,0,19137.0000000001,0.00572037440574165,0.0429930907707208,0.180241633901233,0.331460291744416,2856.67086389462,0.0625,4,2,"SNETWORK (2 16 2856.67086389462 0.180241633901233 4 4)",453437.407086371,4500038.40708637
16,5,0.437238508331016,76,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.73521119338006,-0.62398034120329,-0.718114449846064,-0.45950698464901,-0.602529823773543,-1.12745358617725,0.79848967490816,-0.602529823773543,-0.602529823773543,-0.218815945587423,0.682079792655537,0.735734420091804,1.27297048395442,0.693488879522193,0,0,0,0,0.437238508331016,9,0.197301165308562,-0.30866202576558,-0.306698203557427,-0.182295661465783,0.440981387624693,0.356218348169258,-0.467106042916644,0.138717257011626,0.105441290964809,3652.0000000001,0.615655916802374,0.116667382749041,19118.0000000001,3.56605869208006,4.18171460878244,0.0513504050971014,-0.798097388050351,0.837320487715988,0.26200792611502,0.12125957994432,-0.201460590605043,0.36739668708404,-0.210935173605022,-0.0400560005980388,0.0510978419856419,0.0531562751284507,0.172009712260037,0.259294709883169,-0.0799309791391909,0.577221603316523,0.999999999999998,0.873063244823953,0,-3.40707866373777e-15,-3.5457709629753e-15,0.404432130803326,0.206173202226214,-0.0233439191996831,-0.900294549441129,0.000521030506546535,-0.314078378417026,-0.0985652781391621,0.275340873067955,-0.295148222774834,0.218719909640444,-0.0217804329763793,0,19118.0000000001,0.00756010001158102,0.0437903049855204,0.244260342771659,0.849866919480374,2879.60067947395,0.0625,5,2,"SNETWORK (2 16 2879.60067947395 0.244260342771659 5 5)",453426.557219315,4500020.55721931
16,6,0.463154522333565,77,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.760811918142046,-0.659492530567049,-0.744900468128297,-0.469300357201952,-0.639206400156276,-1.13958009568566,0.801872201730409,-0.639206400156276,-0.639206400156276,-0.241623068836415,0.690757347188433,0.742952159917257,1.27149217769086,0.703709315333786,0,0,0,0,0.463154522333565,9,-0.392789762291195,0.558903669063729,0.559966463244208,0.581340366599139,0.459306733434899,0.274587378916275,-0.473562298008715,0.316552109544693,0.135740196439776,2253.0000000001,0.488952014106793,0.107302269241602,17584.0000000001,3.01663771087674,3.50558972488353,0.0392321817909061,0.147587259134358,-0.798097388050351,-0.471060858033503,0.356218348169258,0.91590573862277,0.147484169406204,0.873828273721278,-0.204160605674963,0.9424326679299,0.845724159087134,-0.123720109230394,0.244188820622806,0.186587109860276,0.618795542835377,0.999999999999999,0.873063244823954,0,0,3.5457709629753e-15,0.434937101533119,-0.116055898860945,0.294900711435261,-0.862573835983173,-0.522774137190887,-0.00707636610479013,0.302545436441914,0.662243242297146,-0.115036907940984,-0.362443280724234,0.344110965220672,0,17584.0000000001,0.0054720191915309,0.0337601624993752,0.300242915035446,0.994861164335213,2899.65216255311,0.0625,6,2,"SNETWORK (2 16 2899.65216255311 0.300242915035446 6 6)",453413.5,4500006.5
16,7,0.523011441898423,81,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.808501673661788,-0.718670004818813,-0.826773928831467,-0.49540105992037,-0.772191287652281,-1.17930949252943,0.905508951574362,-0.772191287652281,-0.772191287652281,-0.304016892909981,0.708466981405447,0.755998393037966,1.25448941375062,0.726576677236637,0,0,0,0,0.523011441898423,9,-0.489836795944482,-0.278698477315652,-0.277007134872744,0.701345782316845,0.51419989209673,-0.466765455408664,-0.501634595373484,-0.876055221176813,0.079133545356773,1458.0000000001,0.18446531667675,0.105989379640623,16053.0000000001,2.72028953072046,2.90475484729721,0.0355554430538306,-0.392472567027898,-0.424744209681691,0.584616285425537,0.0270163725509766,-0.686352279764964,-0.304371956003214,-0.717448174641365,-0.569724012463631,-0.535376420378183,-0.467941424996069,-0.0569750588449914,0.201691644457205,-0.0892615424475094,0.580965475497857,0.999999999999999,0.873063244823954,-3.40001429804342e-15,-3.40707866373777e-15,0,0.465793475105349,-0.866215761238389,0.772111449965337,-0.67451537633979,-0.0620060558024795,-0.183540133933527,0.118228569878329,0.696157188960931,-0.285940960436012,-1.20128139338261,-0.443536762631157,0,16053.0000000001,0.00225793445076216,0.0332975085030685,0.566515093215681,0.262716388631247,2995.02384447718,0.0625,7,2,"SNETWORK (2 16 2995.02384447718 0.566515093215681 7 7)",453351.103667539,4499956.10366754
16,8,0.542209915260729,83,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.820233296981701,-0.743320829177597,-0.875364886313256,-0.518433621294883,-0.854466548881512,-1.16502121373652,0.960324821232789,-0.854466548881512,-0.854466548881512,-0.352573244694548,0.730278777103522,0.774786837762084,1.2582868948466,0.751195289323012,0,0,0,0,0.542209915260729,9,-0.748843765179273,-0.289225356201584,-0.287440290470227,1.3540234642939,0.536431938173453,0.725218566177694,-0.526468499391985,-1.5924759424548,0.189045838370142,1688.0000000001,0.510194929389894,0.104780661286365,11069.0000000001,1.85432603816737,2.36452096745726,0.0289753787771657,0.0215469964148379,-0.270623859740757,0.488236723537573,0.596335423004861,0.0852767815967715,0.608327923455867,0.0896592539792123,0.0788422275396365,0.127868201866544,0.128336701933105,0.598597085935504,0.45322378495596,0.172600477298525,0.718818240875779,0.999999999999999,0.873063244823954,-3.40001429804342e-15,0,0,0.355415168046024,-0.831273032227951,-0.0124815087244367,0.0172959841513723,-0.290495570328768,-0.477049399111275,-0.353707133036059,-0.0792711030510683,-0.351531095179264,-1.31630977237284,-1.59428446950122,0,11069.0000000001,0.00625204490864251,0.0227233337685232,0.688738825045719,0.830930663501669,3038.80116644649,0.0625,8,2,"SNETWORK (2 16 3038.80116644649 0.688738825045719 8 8)",453320.047921248,4499931.04792125
16,9,0.585337430101296,86,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.84380514637777,-0.805620499362847,-0.956653577599961,-0.576161794442009,-1.02494616578397,-1.13963382065499,1.2146194249567,-1.02494616578397,-1.02494616578397,-0.491890475091744,0.816221316612105,0.865370285544164,1.44911835309037,0.823006520745774,0,0,0,0,0.585337430101296,9,-0.751715772847218,-0.434137384343814,-0.430840785074374,1.34649452863501,0.581355233487556,0.249353352535297,-0.575591286762064,-0.20548409532391,2.05529567301441,7396.0000000001,24.3034419784802,0.158049396102659,5429.0000000001,1.371858305011,25.6753002833912,0.319549695562892,0.147867605885265,0.0177843792111816,-1.03589607703458,0.223754073959264,1.39958231750925,0.31489613798865,1.48904690785368,-0.171157359647508,1.00809504519472,0.873227145841925,0.203377500235256,-0.0139325620741692,-0.112896097576633,-0.0165069542099647,1,0.873063244823956,3.40001429804342e-15,-3.40707866373777e-15,3.5457709629753e-15,0.159445459119906,-1.38458337682857,1.11013939542566,0.171545364371523,0.00142163802933554,0.0115043001574127,-0.0266416330870996,0.412729226270561,-0.0323891001404263,-2.26435158181736,-3.19478074909573,1.52216619009884e-13,7396.0000000001,0.302475819063564,0.0170738763993282,0.881256345413368,0.855562744686901,3107.75587227717,0.0625,9,2,"SNETWORK (2 16 3107.75587227717 0.881256345413368 9 9)",453272.381464253,4499894.38146425
16,10,0.599187649701935,87,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.804817867511821,-0.779503803028491,-0.910127851322091,-0.58711810661464,-1.0507539181579,-1.07792619717917,1.16531862069298,-1.0507539181579,-1.0507539181579,-0.521756484562032,0.81767265913111,0.869876446942271,1.44015386295301,0.825963751243784,0,0,0,0,0.599187649701935,9,0.849163060613981,-1.09200624219102,-1.07656471142996,-0.491233872982096,0.59292349002816,-1.01985544122833,-0.593545238115236,0.414030039219544,2.37274031972442,5132.0000000001,19.4685421840352,0.130393242301424,8416.0000000001,1.75451621200502,21.2230583959403,0.283420639665461,-0.339485293465555,0.147867605885265,-0.229878841517572,0.249353352535297,0.510267753761414,-0.771786685841343,0.584976747152481,-1.03414965933828,1.01413748568056,0.853750945878585,2.80991007683553,1.51048611764938,-0.661833425030601,1.0600324034094,1.03845908248402,1.32900511874449,0.492084187087969,0.478600518566934,0.479238387436832,-0.256700925567279,-0.560255533963696,0.539669825078846,0.0685677285596902,-3.21725438818619,0.256498026916595,0.388041959807318,0.795915737243598,0.0917772304860472,-1.30534713463059,-1.75987945189971,0,8416.0000000001,0.259990175509275,0.0234304640561869,0.943901825838775,0.982817051527828,3130.19383359158,0.0625,10,2,"SNETWORK (2 16 3130.19383359158 0.943901825838775 10 10)",453256.172283901,4499882.1722839
