"rid","pid","WS_ID","ws_mi60.max","ws_accum_precip.mean","ws_sbs.mean","ws_dnbr.mean","ws_flow.accum.max","ws_slope.mean","ws_northness.mean","ws_eastness.mean","ws_bare.earth.mean","ws_ndvi.max","ws_ndvi.mean","ws_ndvi.min","ws_ndvi.range","ws_drainage_density","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_flow.accum.max","ch_watershed","ch_valley_width","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_ch_area","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_area","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.median","hs_drainage_density","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom"
34,1,145,0,0,-0.0601707439375868,-0.611039751490349,-0.828380340704823,-1.01788973760761,-0.920764855795182,-0.536358270848012,0.847112147134078,-0.767791243120756,-0.757525962013286,-0.786216720287948,-0.685738616669617,-1.04685742046986,0,0,-0.336780575539566,-0.319354838709678,-0.813154874715725,12,-0.358797499502493,-2.52375311227552e-13,9.64779320033193e-09,0.584110274383277,1.26347182519912,0.383401583493635,0.182041027027807,2160.0000000001,393.208618164162,0.139652920007701,3445.0000000001,481.104309082131,874.312927246194,0.155988033506975,-0.0866431347472305,-0.0198867193383041,-0.723943909578715,-0.0632116376014453,2.04562749320146,1.57295107089088,8.75117765878132e-13,4.5664345233603e-14,7.15829912674039e-13,1.51008023742189e-13,1.66608626215006e-13,-0.0865390127142112,1.14366326797528,1.54215713839493,0.0418953591454463,3.14179710757828,0.0560451450794442,0.329485814590584,-0.363607957007765,-0.181259512273354,-0.20259900960505,-0.638533282222562,-0.670834656534172,-0.768864527577035,-0.65959489497906,1.20966988319702,-0.0728972203088422,13.2251360038388,16.1814101363058,0.00317902796985392,0.344109368316943,5687.91677301411,0.00781248349848019,1,2,"SNETWORK (2 34 5687.91677301411 0.00317902796985392 1 1)"
34,2,146,0,0,-0.186128167913591,-0.63356929654321,-0.841070731754125,-1.14070075042071,-1.45959778197918,-0.815448312702793,0.793144096339006,-0.778624900476143,-0.763427089031931,-0.780662634077528,-0.702195925281223,-1.01230623735462,0,0,-0.336780575539566,-0.319354838709678,-0.979798171199965,12,-1.13094119959891,-5.43912308680068e-14,9.64791348354531e-09,0.614132284346986,-0.0882476104240406,0.902384279556824,0.0983462925971107,1379.0000000001,135.619537353616,0.0704929597234555,3293.0000000001,232.133316040139,367.752853393655,0.0787142238571821,-0.353902856538774,0.38827789379369,-0.0159579831971234,1.52585541333129,1.268383201605,-0.233040258396995,-1.16329854074434e-13,-1.47189928325788e-13,-1.02261416096291e-13,2.73328832211707e-14,3.02472937428479e-14,-0.353923752843962,0.26234298947833,0.495916855603328,0.0329672647059183,0.643764154670554,0.204144069772176,0.360288356131352,0.258874912874737,0.135538760478731,0.190827572261338,-0.598088439417426,-0.58753259554947,-0.495072120879759,-0.706830621400265,-2.24918379017018,0.402673639507214,4.57330913387032,7.82790912900866,0.0272922923519144,0.311716724571651,5698.00700222944,0.00781248349848019,2,2,"SNETWORK (2 34 5698.00700222944 0.0272922923519144 2 2)"
34,3,147,0,0,-0.137569974894083,-0.588234373233547,-0.842794086602739,-1.16362728774551,-1.5483809617663,-0.975982459814861,0.775545557902114,-0.775847049445639,-0.761108638183403,-0.78396199213871,-0.697219398400269,-1.03387292687092,0,0,-0.336780575539566,-0.319354838709678,-0.980072411964752,12,-0.981198460064273,4.56886339291257e-14,9.64785312324187e-09,0.638074288867145,1.60939770704158,-0.428643212015499,0.0567460928598584,1726.0000000001,97.9437561036156,0.0528231006579047,1916.0000000001,101.209060669045,199.152816772561,0.0546822671984242,0.823349613204568,0.511609883413697,0.417927041960365,1.59679624081444,-0.07504104623391,-1.22497396944928,3.78072025741912e-13,-5.07627915460926e-14,3.06784248288874e-13,-3.45354673132359e-14,-3.79333724932312e-14,0.818859771157555,-0.00247161760863802,0.361388835598441,0.0317160686033545,0.410144621086077,0.411971910315342,0.38048620775761,0.40789308078755,0.358033307792647,0.258229575169048,-0.551071836888628,-0.552651954885806,-0.537651003059575,-0.623661385201692,1.00277526163057,0.836038432368915,3.26530881692666,3.3741695367073,0.0506170916572395,0.360278596170247,5707.76729713035,0.00781248349848019,3,2,"SNETWORK (2 34 5707.76729713035 0.0506170916572395 3 3)"
34,4,148,0,0,-0.137569974894083,-0.588234373233547,-0.84373956487529,-1.18042104376828,-1.64365103131394,-1.08261315312579,0.764862200822155,-0.778308818609674,-0.764613272923651,-0.789582109910248,-0.698178038689967,-1.05777278037105,0,0,-0.336780575539566,-0.319354838709678,-0.980371458426857,12,-0.730802646139461,-4.35129846944055e-15,9.64782294309015e-09,0.665622683755521,1.68518580139746,-0.324953005488646,0.0502368052434431,1978.0000000001,99.3684005738305,0.0364068378459491,2700.0000000001,98.2984619141625,197.666862487893,0.0422545666856761,0.500563922064199,0.27929309622899,0.549030772409666,0.436762848181834,1.6121862167684,0.826154446042749,1.32193015993676e-13,-2.66005894564678e-15,1.02261416096291e-13,-3.57051177213491e-15,-3.84303937519165e-15,0.49858699177137,0.849282446968439,1.12397215690199,0.0310253659553364,1.44058237948707,-0.718472707390049,-0.079966032160692,-0.353132886678453,0.144968757925567,-0.889032893069972,-0.592886159006048,-0.604386342349149,-0.622297235252902,-0.650749130951692,0.848930543029885,-0.00264622005320876,3.32315313940539,3.28737144225299,0.0746695655180876,0.476284482464329,5717.83208846704,0.00781248349848019,4,2,"SNETWORK (2 34 5717.83208846704 0.0746695655180876 4 4)"
34,5,149,0,0,-0.00426929830384947,-0.536336613559757,-0.850254281199823,-1.18179298505754,-1.46318415070939,-1.25673406509169,0.799837236184039,-0.78700184425443,-0.772102879725446,-0.797899982713534,-0.706220463624357,-1.05560069463841,0,0,-0.336780575539566,-0.319354838709678,-0.981060505574564,12,-0.718709320089713,2.17564923472027e-14,9.64783781446926e-09,0.691560539141841,0.445889287162539,-0.010975606850027,0.0491192527068569,1815.0000000001,89.1514434815453,0.0449966140094845,2355.0000000001,105.967025756936,195.118469238381,0.0467909999173336,-0.773692478173135,0.0606987573727582,0.30207458902405,0.371175913020106,1.68750921721654,0.940377605704972,7.93158095962053e-15,2.15021431439781e-14,0,1.18811857245179e-14,1.32065648736378e-14,-0.775274752839818,0.0127762735694279,0.352127023698639,0.0260579363177241,0.302110054476354,-0.038895683510185,0.172828782376896,0.06384449289205,-0.491456732439886,0.1418586262386,-0.553953727814582,-0.534341277586292,-0.575301448919349,-0.613353895461494,0.989512785889135,0.783168291447404,3.01869625378706,3.58807722214496,0.0991234542882173,0.101874822996387,5728.06485243411,0.00781248349848019,5,2,"SNETWORK (2 34 5728.06485243411 0.0991234542882173 5 5)"
34,6,150,0,0,-0.00426929830384947,-0.536336613559757,-0.851233023931219,-1.19194416412713,-1.50602274392781,-1.34264411667461,0.790207755516281,-0.789343729710152,-0.775031883509885,-0.800638604455658,-0.708187222849831,-1.07934508626328,0,0,-0.336780575539566,-0.319354838709678,-0.981534570012186,12,-0.721356386644578,8.70259693888109e-15,9.64784568755232e-09,0.708940215190488,0.375820907543897,-0.178831138997103,0.06116906324916,1730.0000000001,105.822479248147,0.0469937127439856,1661.0000000001,78.0565567017602,183.879035949807,0.0542256078704828,-1.84772385597321,-0.0321187727702302,0.0697055713227301,1.46917541521025,0.455817977445401,-0.777225930847068,-5.28772063974702e-14,9.31020630976372e-15,-4.38263211841248e-14,4.18611725008921e-15,4.68620043903278e-15,-1.86097930416812,0.200187479219258,0.396421353073393,0.0254408456861123,0.175156223047003,-0.363124931484401,0.0673889185807344,0.134127272624267,-1.44718502210006,-0.427095413140274,-0.690867578452664,-0.647747631749863,-0.387455007941848,-0.87997848999001,-2.05820413949346,0.511003025037809,3.62129322526538,2.67113076521954,0.122331228971278,0.27244486566633,5737.77617821811,0.00781248349848019,6,2,"SNETWORK (2 34 5737.77617821811 0.122331228971278 6 6)"
34,7,151,0,0,0.0479162903667702,-0.49093922591975,-0.852729924579237,-1.20104409731549,-1.55774934949727,-1.45593100944912,0.788205461795436,-0.785856182319729,-0.775082067362206,-0.812770860792278,-0.698708578873668,-1.10426743636181,0,0,-0.336780575539566,-0.319354838709678,-0.983338495444882,12,-0.880039308329502,2.17564923472027e-15,9.64784175101079e-09,0.727678054532987,1.54884486042151,-0.624832383041219,0.0460548864556534,2391.0000000001,110.117233276467,0.0309809462052035,1701.0000000001,52.6985893250512,162.815822601418,0.0397888130524238,0.556920403551981,0.122898450091136,-0.028960837046491,1.65998604807003,0.386179591175495,-0.971416002301761,-2.37947428788616e-14,3.32507368205847e-15,-1.46087737280416e-14,3.07802738977147e-16,4.26018221730252e-16,0.554574431222317,-0.258921829240271,-0.0623656501752867,0.0243259809916802,-0.264722248498979,-0.845470901216394,-0.00468529224442909,0.0523950114726576,-1.75276344541252,-1.43715715053839,-0.614238907584873,-0.615515740035762,-0.468771642551123,-0.739866553028688,-1.3367254591592,1.4651486203481,3.68061630512902,1.76142535873484,0.145635373921085,0.353663147427142,5747.52783027506,0.00781248349848019,7,2,"SNETWORK (2 34 5747.52783027506 0.145635373921085 7 7)"
34,8,152,0,0,0.100672213339807,-0.456174415886658,-0.853258317713964,-1.20075687446263,-1.56682793615555,-1.49544639548044,0.795843528872617,-0.789617924900493,-0.776932964567814,-0.811579999115473,-0.704125450156673,-1.12981174481152,0,0,-0.336780575539566,-0.319354838709678,-0.994185475644078,12,-0.690017720331278,0,9.64784000143678e-09,0.765906742815731,1.75269326141058,0.828423196697329,0.0377708520381551,2081.0000000001,78.6011428834008,0.0293799718005383,3138.0000000001,92.1943511963891,170.79549407969,0.0327257127038685,-0.193617213034352,0.309730962677221,0.135824765323446,0.454329415630878,1.55200496888425,0.778633709694242,-7.93158095962053e-15,4.43343157607796e-16,-1.46087737280416e-14,-1.60057424268117e-15,-1.70407288692101e-15,-0.193482276969795,1.43259697529007,1.50260369998244,-0.084835874655466,2.65882166367112,-0.423376329222805,-0.114125296721522,-0.534905923862832,-0.0260169493605343,-0.58489867273473,-0.366434046007704,-0.389971574612388,-0.563605055739573,-0.351101059555605,-0.105967710353697,-0.107254643872562,2.64641771956046,3.10408673079326,0.170598886465221,0.194778516015504,5757.97384702332,0.00781248349848019,8,2,"SNETWORK (2 34 5757.97384702332 0.170598886465221 8 8)"
34,9,153,0,0,0.920198550522126,-0.060458118190626,-0.877674430506068,-1.28518084232931,-1.08221004497694,-1.57716488884576,0.823789002559084,-0.949264172638859,-0.930465703170196,-0.889573272295769,-0.882058265039899,-1.03184187550062,0,0,-0.336780575539566,-0.319354838709678,-0.994502437332023,12,-0.321725629427153,-4.35129846944055e-15,9.64783868925627e-09,0.794316949956901,0.464656148483028,0.371724019458522,0.0291858194818787,1759.0000000001,51.3378562928246,0.0229195976547519,3762.0000000001,86.2235260010766,137.561382293801,0.0249160265976818,-0.0208553344009064,1.02749252669494,0.334430491580846,0.396719600707381,1.75460239964891,0.941598119261179,0,-1.10835789401949e-15,0,-6.15605477954295e-16,-6.39027332595379e-16,-0.0208236454063804,-0.294443164826023,-0.158111825838412,0.00397052042028107,-0.266558530084413,-0.250681965415546,-0.147652776328707,0.333298269031769,-0.506246817435631,0.0281908470573436,-0.466272965736161,-0.602798404030831,-0.862172239069803,-0.378867885458468,-1.59136499339482,1.82908758061728,1.72558696825214,2.8981769705316,0.194264826137828,0.0551846200833097,5767.87689258818,0.00781248349848019,9,2,"SNETWORK (2 34 5767.87689258818 0.194264826137828 9 9)"
34,10,154,0,0,0.985177662646944,-0.0140925257039072,-0.878161882768371,-1.28870737457504,-1.07812584077618,-1.63762701151673,0.819330484756326,-0.951950069910285,-0.931784334976136,-0.888543792801337,-0.885998483278366,-1.06523536569163,0,0,-0.336780575539566,-0.319354838709678,-0.998872374342778,12,-0.260087434539635,-2.17564923472027e-15,9.64783912664977e-09,0.819210674664059,0.403109952249503,0.317747010201723,0.0411156397256534,2786.0000000001,114.54817199717,0.121191376047068,2417.0000000001,292.919555664162,407.467727661233,0.0783139973441155,0.684105466629074,0.650881554035011,1.09742165799094,0.994943585123633,0.474469670902892,-0.38194682478119,2.64386031987351e-15,-4.43343157607796e-16,0,-1.23121095590859e-16,-1.06504555432563e-16,0.680818189435604,1.66884907475847,1.55868481810027,-0.105180512297393,2.10041399803017,-1.35479675668334,-0.579908791186505,-0.216444180352121,-0.112588901303637,-0.924894174407113,-0.387840128740626,-0.360256482884032,-0.351376432361877,-0.462756783173067,0.148671823881925,-0.109368715544446,3.82401405700791,9.77866760248723,0.218142135279517,0.407507550678772,5777.86838600308,0.00781248349848019,10,2,"SNETWORK (2 34 5777.86838600308 0.218142135279517 10 10)"
