"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_ch_area","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.resolution","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min.mean","hs_storm.accum.30.min.mean","hs_storm.accum.60.min.mean","hs_slope.median","hs_aspect.northness.median","hs_aspect.eastness.median","hs_slope.northness.median","hs_slope.eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max.mean","hs_ndvi.mean.mean","hs_ndvi.min.mean","hs_ndvi.range.mean","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_lidar.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ch_lidar.erosion.norm","ch_lidar.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
41,1,-0.715804260464455,13,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.909277205691955,0.515617685570948,0.576429431616452,0.685863798241151,-0.861431319341049,-0.982214303788475,-0.185520147084961,-0.861431319341049,-0.861431319341049,0.560024146396608,1.28037580683547,1.20912591270127,0.490456079123223,1.40657731062524,0,0,0,0,-0.715804260464455,0,0.762282429636667,0.94991507392307,0.96356055895208,-0.512348133327638,1.05560473746581,-0.71650352337246,-0.397189389499434,1.24743146952398,0.165255549620123,0.0560864264778747,0.0799701241440398,1224.0000000001,0.439030534571876,0.0965877108917342,1652.0000000001,1.02043995612109,1.45947049059296,0.050066735969845,-0.401818341431884,-0.366506225707121,-0.251349939592719,-0.194515192632797,0.0031001375800306,-0.753101398714203,0.00476160731570951,0.11729705091143,0.100067409767196,0.635287491091896,0.0158716193100254,591.0000000001,0.375205078225,0.0158716193100254,591.0000000001,0.375205078225,0.00207009066646225,0.281120636491213,1e-10,-1.08909097021492,-1.06002571464504,0.126564576204396,-0.428300337701769,0,0,-36.7450466108256,-27.1830216055252,-23.4657246459964,0.151519931414054,-1.40809169025239,-0.139305442872624,0.162661493544353,0.162661493544353,1.59743129073466,0,-0.306811059827107,-0.245404854725966,-0.852328781782121,-0.154385722525579,0,-0.538069897058071,2.9912393380177,1652.0000000001,1.29901960794314,0.0150608223676902,0.0350059135021547,0.0128713075501539,0.0128713075501539,0.000659498002492875,0.0979052586480975,1761.2350003773,0.0625,1,2,"SNETWORK (2 41 1761.2350003773 0.000659498002492875 1 1)",454238.378923484,4500901.5
41,2,-0.708375120025605,15,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.931253460555925,0.516527302199448,0.573535828782577,0.679695714320324,-0.847515019316631,-0.974870626814752,-0.191732299835461,-0.847515019316631,-0.847515019316631,0.556143131567335,1.25466963112908,1.18571015468228,0.511288605660303,1.37124890653333,0,0,0,0,-0.708375120025605,0,0.909339205723477,1.1866557664066,1.2076408727506,-0.583731947644242,1.35547471637116,-0.708952864734018,-0.144564794018398,0.679012405481469,0.16935929943028,0.0513025782787608,0.0799701241440398,1196.0000000001,0.392397209209831,0.0798791174362147,2181.0000000001,1.11415204620309,1.50654925531293,0.0489309685448664,-0.554400755929841,-0.448247561010876,-0.16382250322162,-0.216276284960109,-0.123839643807309,-0.604407619147908,-0.0859997864445002,-0.019382180298552,-0.492477714591299,-0.759253279374414,0.0033211434450589,764.0000000001,0.101494140725,0.0033211434450589,764.0000000001,0.101494140725,0.313258705168347,0.580636373886469,1e-10,-0.276367695076519,-0.636596463749007,0.126211922440388,-0.293459739133129,0,2.88545541599364e-15,-36.7450466108256,-27.1830216055252,-23.4657246459964,-0.0554162810243242,-1.20247013774953,0.231898694950989,-0.0574149077829035,-0.0574149077829035,0.860473981678384,0,-0.519677958931622,-0.381002270788508,-0.575004677984303,-0.441447220438735,-0.390290943609895,-0.767308713221913,0,2181.0000000001,2.14705882362941,0.0127446051898868,0.0361863632549795,0.00329641170049818,0.00329641170049818,0.0071437782933913,0.642040409147739,1772.25758775229,0.0625,2,2,"SNETWORK (2 41 1772.25758775229 0.0071437782933913 2 2)",454228.598976796,4500900.5
41,3,-0.70487926313169,16,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.931253460555925,0.516527302199448,0.573535828782577,0.678702425079342,-0.846295286843954,-0.96395604186076,-0.192631533583043,-0.846295286843954,-0.846295286843954,0.554627940136728,1.2540131895775,1.18468205678267,0.512097295461483,1.37029580224552,0,0,0,0,-0.70487926313169,0,0.985033128268128,0.0360589827367455,0.0360845623942043,-0.825496892878368,0.0361118999940143,-0.705086046871831,-0.125287728711716,0.678043605679104,0.104075304159764,0.0625967968492518,0.0799701241440398,1536.0000000001,0.61489203128777,0.0756184465107719,1024.0000000001,0.495202976646759,1.11009500783453,0.0470797865323954,0.34379066485433,-0.567514136885975,-0.779205136539971,-0.147230069401192,0.661004655708705,-0.238515098902202,0.616699051501943,0.408401813871059,0,-0.0101721434397486,0.0169094839073097,578.0000000001,0.390947265725,0.0169094839073097,578.0000000001,0.390947265725,0.0202058841074253,0.165098163336723,1e-10,-0.346698591719022,-0.652130733851509,0.126140895104771,-0.281725377203581,0,0,-36.7450466108256,-27.1830216055252,-23.4657246459964,0.236301162626051,-1.32418390969283,0.300817424031829,0.257426941653023,0.257426941653023,-0.643860510349081,0,-0.675459191853314,-0.505316597548846,-0.38522832134731,-0.64850366426494,-0.390290943609895,-0.730345751123071,0,1536.0000000001,1.23529411774706,0.0260779350466414,0.0210018513857539,0.0165803049682352,0.0165803049682352,0.0102909937916404,0.270866928622127,1777.60751962769,0.0625,3,2,"SNETWORK (2 41 1777.60751962769 0.0102909937916404 3 3)",454223.663258483,4500899.5
41,4,-0.698179167111206,17,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.931253460555925,0.516527302199448,0.573535828782577,0.677898103059815,-0.846293942473154,-0.953184737877984,-0.194545295360195,-0.846293942473154,-0.846293942473154,0.553391862949819,1.25388169654375,1.18404766268867,0.514384724945932,1.36969838138346,0,0,0,0,-0.698179167111206,0,1.08649562931362,-0.733687170850754,-0.724971837855396,-0.983146943536015,-0.674938898620037,-0.699924852357282,-0.737477809852122,0.677428417804603,0.332238688274761,0.0420416518608074,0.0799701241440398,434.0000000001,0.116687689278555,0.0481215401729854,978.0000000001,0.300977418033031,0.417665107211586,0.0212086472549947,-0.0696191421154839,0.323536084065817,-0.679100269987919,-0.12759760160552,0.562249276850992,-0.644414937675818,0.631927448818095,-0.0700053492587247,0.197771681549577,0.292605608270558,0.0398284041178571,350.0000000001,0.55759765635,0.0398284041178571,350.0000000001,0.55759765635,0.212195533654593,0.201956887643266,1e-10,-0.33221069604572,-0.554925535287204,0.126074551482496,-0.278549741301856,0,2.88545541599364e-15,-36.7450466108254,-27.1830216055252,-23.4657246459964,0.55723775622409,-1.54826887253072,0.185581571098627,0.642140508702314,0.642140508702314,-0.390016601564535,0,-0.733268917404266,-0.58807989321912,-0.101770746417627,-0.774204611901288,-0.7805818872195,-0.767938740761384,3.21535602796351e-11,978.0000000001,0.117647058923529,0.00592529274047899,0.0152833544145157,0.0283142923469036,0.0283142923469036,0.0131923070202407,0.586169167699853,1782.53944377806,0.0625,4,2,"SNETWORK (2 41 1782.53944377806 0.0131923070202407 4 4)",454218.956471295,4500898.95647129
41,5,-0.683904121768199,20,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.975411676257607,0.507845780442375,0.571171931891077,0.676236160573685,-0.846279776177999,-0.929491262362964,-0.195446938803832,-0.846279776177999,-0.846279776177999,0.550801973669477,1.25386957607331,1.18312394467535,0.514248695785886,1.36971435439295,0,0,0,0,-0.683904121768199,0,1.3955220866635,-0.247460682544253,-0.246518170761182,-1.06723566872287,-0.240122709502116,-0.685490914508138,-0.721419681068573,0.675791146138606,0.66764229128915,0.0740786271112121,0.0799701241440398,833.0000000001,0.394633060229902,0.115307899029295,1443.0000000001,1.06409629051135,1.45872935064125,0.0660973590392043,-0.21697579287862,-0.344830030735004,-0.899441850139934,-0.661262617275163,0.219294860132498,-0.761894496292565,0.224031938559909,-0.220553656862682,0.356580501647256,0.533960543376148,0.00613772352850288,521.0000000001,0.12791015635,0.00613772352850288,521.0000000001,0.12791015635,0.577544017650768,0.502451688070857,1e-10,-0.425751449991283,-0.721142247840691,-1.10446546454516,-0.295055302537411,0,0,-36.7450466108256,-27.1830216055252,-23.4657246459964,0.302356517795887,-1.52050630224305,-0.286988158153396,0.333191639745331,0.333191639745331,-0.189783002725176,0,-0.566541371751134,-0.488168288708753,-0.788149467150771,-0.441751874845612,-0.780581887219789,-0.863446530345693,0,1443.0000000001,0.955882353041177,0.01788145485316,0.0482159040860443,0.00579581366926563,0.00579581366926563,0.0224990786126638,0.780135452747345,1798.35996640422,0.0625,5,2,"SNETWORK (2 41 1798.35996640422 0.0224990786126638 5 5)",454203.739238832,4500897.5
41,6,-0.678078879049753,21,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.975411676257607,0.507845780442375,0.571171931891077,0.675528744821571,-0.846459100324661,-0.919097540416802,-0.194116276626887,-0.846459100324661,-0.846459100324661,0.549728956414035,1.25358101120239,1.18262707836884,0.515407710167506,1.36914367209682,0,0,0,0,-0.678078879049753,0,1.2500234917908,-0.00161135876706491,-0.00161154716797545,-0.974158983742712,-0.00160693813156247,-0.679627259701758,-0.857090745722443,0.674822346336241,0.834493529267316,0.0719066848746899,0.0799701241440398,847.0000000001,0.389500676254733,0.0441781948822534,748.0000000001,0.211331922117779,0.600832598272512,0.0257063961178762,-0.144163042694725,-0.232771919443122,-0.956532372021031,-0.734720167744264,0.200582279835721,-0.995206017832866,0.193333447878672,-0.537850017980555,0.272129087891934,0.406257393924909,0.0505159471798097,473.0000000001,0.95576171885,0.0505159471798097,473.0000000001,0.95576171885,0.670900602001333,0.595401667180567,1e-10,0.195221763121166,-0.530121964230971,-0.879493511468599,-0.218909749976764,0,0,-36.7450466108256,-27.1830216055252,-23.4657246459964,0.461807470705155,-1.30353481844661,0.719429647723809,0.523298084003067,0.523298084003067,-0.575099729863612,0,-0.70039172892759,-0.613896535005261,-1.22100863710117,-0.482973587075848,-1.23209493963124,-0.627999410205367,0,847.0000000001,0.720588235394118,0.0166646394701595,0.00904175654771673,0.040891904526557,0.040891904526557,0.026030756847055,0.830406369671289,1804.36344407213,0.0625,6,2,"SNETWORK (2 41 1804.36344407213 0.026030756847055 6 6)",454198.252494755,4500896.25249476
41,7,-0.665112557345567,23,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.871346271476025,0.534293953480587,0.571622913217382,0.672229086416164,-0.849880171984685,-0.886269802984044,-0.208568642689922,-0.849880171984685,-0.849880171984685,0.54467214312255,1.25144914871166,1.17980700868559,0.532009662680082,1.36341116085785,0,0,0,0,-0.665112557345567,0,0.568344448451055,0.43990575852632,0.442946437279187,-0.450674382249998,0.461079624983312,-0.667884576691887,-0.91919017032569,0.671804534951875,0.798423633951129,0.06194437484642,0.0799701241440398,355.0000000001,0.140632522378771,0.0587205228605452,2087.0000000001,0.783732581433988,0.924365103712758,0.0356877790991965,-0.0918446759072149,-0.123980917267243,-1.13461599448193,-0.930733970746705,0.182162859305106,-1.18031232460564,0.157624175162679,-0.814629550634408,0.195775210033051,0.287268076106084,0.0170049253717391,575.0000000001,0.39111328135,0.0170049253717391,575.0000000001,0.39111328135,0.0203971424749788,0.211402376465519,1e-10,0.567497251420584,-0.0698151277972675,-0.954598037470184,-0.223347894785761,0,0,-36.7450466108256,-27.1830216055252,-23.4657246459964,-0.290585465553142,-1.19257127658798,-0.516628188177329,-0.289300495779173,-0.289300495779173,1.27876073378899,-0.815120976137792,-0.387385808557802,-0.380513766196285,-0.876382736222465,-0.233450550449073,-0.627526615215909,-0.269494310253727,0,2087.0000000001,1.22058823539412,0.00542952384893023,0.0302582551502662,0.0151000554762915,0.0151000554762915,0.0321436537372868,0.0449761226773262,1814.75471913491,0.0625,7,2,"SNETWORK (2 41 1814.75471913491 0.0321436537372868 7 7)",454189.00134035,4500893.5
41,8,-0.659433123510793,24,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.807924979946724,0.551059156060607,0.568765186925656,0.665959250914553,-0.847586818133302,-0.798469069683215,-0.18149047385086,-0.847586818133302,-0.847586818133302,0.537920468685502,1.24772828275846,1.17589772443439,0.551405047695825,1.35522207001038,0,0,0,0,-0.659433123510793,0,0.558087664355235,0.641594784700054,0.647952633088554,-0.399507793865372,0.688122499074008,-0.663258395949326,-1.09104482682887,0.671189347077373,0.727910572861259,0.0497251533506198,0.0799701241440398,40.0000000001,0.0127201333539641,0.0683034591981786,2537.0000000001,1.10820142646485,1.12092155971882,0.0412980694330422,-0.065110322311695,-0.108635675380613,-0.973378563069044,-0.936136861598007,-0.00863154982729063,-1.44969598257103,-0.0032732682527199,-1.26736424045713,0.0802767876834657,0.113709580193026,0.00141263455137475,491.0000000001,0.027744140725,0.00141263455137475,491.0000000001,0.027744140725,0.462147719062705,0.651777544105668,1e-10,-0.213474212761319,-0.406146473236073,-0.966068232827291,-0.256343526350033,0,0,-36.7450466108256,-27.1830216055252,-23.4657246459964,0.321138668723229,0.984109282913571,-0.435161748702535,0.355049279827769,0.355049279827769,1.54178488631556,-8.24229408675601,0.193504275571041,0.141439704958752,-1.80745021050579,0.589884264671165,-0.926523184064108,-0.313108288654537,0,2537.0000000001,0.808823529511765,0.000468647373707742,0.0408294219593344,0.00102217629171711,0.00102217629171711,0.0350467630815003,0.996269414887769,1819.68969649093,0.0625,8,2,"SNETWORK (2 41 1819.68969649093 0.0350467630815003 8 8)",454184.779158771,4500891.77915877
41,9,-0.6470500373413,27,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.744304250393777,0.564255920631327,0.568132129804336,0.662519078421397,-0.846252044027743,-0.809202495480455,-0.177679278260373,-0.846252044027743,-0.846252044027743,0.537980167028061,1.23783373379677,1.16831672668623,0.572941400951814,1.33907255974414,0,0,0,0,-0.6470500373413,0,0.652423690217407,1.5410887231928,1.57575131718242,-0.290584113177588,1.83516049765074,-0.648577036838578,-0.569492020040601,0.662639688821503,0.380205989533918,0.076451471427774,0.0799701241440398,930.0000000001,0.454699352659092,0.0906223872688033,1630.0000000001,0.94466677703003,1.39936612958912,0.0418837184088448,-0.269139276571877,-0.252442122857676,-0.725380754929399,-0.773016640962521,-0.108850989224719,-1.06353641281365,-0.070569967614917,-0.6443101713686,-0.0438498847634384,-0.0767350684082662,0.0232334499355263,475.0000000001,0.441435546975,0.0232334499355263,475.0000000001,0.441435546975,0.0783709288281318,0.270451314800934,1e-10,-0.114574024955315,0.0569445887763961,-0.920612810507388,0.023158905722341,9.86865329065968e-16,0,-36.7450466108256,-27.1830216055252,-23.4657246459964,-0.372085853480386,0.631754333458938,-0.0697760689824168,-0.365404186247336,-0.365404186247336,0.518672736708589,0,0.451595052256856,0.0328498023331782,-0.904265503602255,0.653645860487768,-0.584887506930366,-0.379007810415687,0,1630.0000000001,0.730392156962745,0.0136093758427266,0.0282743424661182,0.0132123835979747,0.0132123835979747,0.0448252158268362,0.138730289414525,1836.31202694893,0.0625,9,2,"SNETWORK (2 41 1836.31202694893 0.0448252158268362 9 9)",454169.100886786,4500891.5
41,10,-0.642825136029019,28,0,0,-5.7977294921875,-5.71103515624998,-5.50667724609377,-0.744304250393777,0.564255920631327,0.567498149388443,0.661210843811323,-0.845095812245003,-0.811696004169012,-0.177728519351549,-0.845095812245003,-0.845095812245003,0.535980715678451,1.23386718936059,1.16591696259905,0.578061926144151,1.33326625673321,0,0,0,0,-0.642825136029019,0,0.692516741380777,1.69485716245238,1.736413825708,-0.294269542788492,2.05538691430465,-0.644408246310942,-0.683932664504379,0.660217689315591,0.280049630040914,0.100590271552962,0.0799701241440398,494.0000000001,0.317788713258751,0.146845479152166,2857.0000000001,2.68303513636016,3.00082384951891,0.0866932560482589,-0.392560034562001,-0.284520669870856,-0.127034743487083,-0.579991485501873,-0.581094083904518,-1.20695918195477,-0.365660996969339,-0.863707055218697,-0.361307659618101,-0.558900605268845,0.0579424658693741,671.0000000001,1.55517578135,0.0579424658693741,671.0000000001,1.55517578135,2.22182595498553,0.721679542413469,1e-10,-1.6680246436655,-1.79586575725533,-0.94528721674213,-0.527914614121511,0,0,-36.7450466108256,-27.1830216055252,-23.4657246459964,-0.0444520761652462,0.823420771873235,-0.318456649351302,-0.0461415521587615,-0.0461415521587615,-13.1901903418372,0,0,0.0365571012356763,-0.767851441989262,0.148305588282633,0.107138690402716,-0.313108288654537,0,2857.0000000001,1.69117647068824,0.00918085820088183,0.0775123977473771,0.0449287458424284,0.0449287458424284,0.0477666120453231,0.113447532057762,1841.31208792227,0.0625,10,2,"SNETWORK (2 41 1841.31208792227 0.0477666120453231 10 10)",454164.100825812,4500891.5
