"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_ch_area","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min.mean","hs_storm.accum.30.min.mean","hs_storm.accum.60.min.mean","hs_slope.median","hs_aspect.northness.median","hs_aspect.eastness.median","hs_slope.northness.median","hs_slope.eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max.mean","hs_ndvi.mean.mean","hs_ndvi.min.mean","hs_ndvi.range.mean","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_lidar.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ch_lidar.erosion.norm","ch_lidar.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
56,1,-1.13724983977861,1,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.378509633045085,-0.593165721528617,0.367981851989259,0.364199671532608,0.626021119788049,0.0109197676874173,-0.173513529355753,0.626021119788049,0.626021119788049,0.146676668028425,-0.360096151726702,-0.359705602097426,-0.419842783658972,-0.327642385604241,-0.40794950256694,0,0.216044213992924,0.250624018293138,-1.13724983977861,2,-0.588876609100983,-0.625749613938223,-0.620435931588818,-0.242384496920814,-0.541378698932171,-1.11227053827823,-0.303793597395298,0.356248244438548,-0.195645983055904,2.296485595941,1111.0000000001,4.08223279526353,0.0618066862677696,68.0000000001,0.00672456755504766,4.08895736271858,0.0186430687431409,-1.1976448798505,-0.318071316150405,0.0602055951307156,0.164829326619109,0.23652894608182,-0.0158126334286932,0.278321266119175,0.0204271310088978,0,0,1.28308686765952,21.0000000001,26.94482421885,1.28308686765952,21.0000000001,26.94482421885,0.78024671718907,0.703971163306473,1e-10,-2.21791348660723,-1.89290921117889,0.911858089101652,-1.06929915485015,-4.95347124122615e-15,0,-1.0569267047818,-1.05691995492463,0.401273254541051,-3.99980703363562,0.191892856961492,-0.0111502360540649,-2.41864480805636,-2.41864480805636,1.10605967093423,-1.68201670652182,0.146756709432842,-0.0445191308481056,-0.504837541026599,0.759060224035653,0.0176989987731035,1.46691280435695,-0.00560691468402902,1111.0000000001,1.59012345689012,0.0186124088534826,3.06597896583593e-05,0.122851417351495,0.122851417351495,0.251345955377265,4.33627999338451,5756.28813694811,0.00048828125,1,1,"SNETWORK (1 56 5756.28813694811 0.251345955377265 1 1)",411936.616685519,4450631.31399676
56,2,-1.08227555694716,2,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.378509633045085,-0.593165721528617,0.177468104718132,0.362991365189872,0.627693059153986,0.00768555442395754,-0.170701766773131,0.627693059153986,0.627693059153986,0.147807599559898,-0.358179470758953,-0.357529860045652,-0.417164814237196,-0.326142967823643,-0.40794950256694,0,0.216044213992924,0.250624018293138,-1.08227555694716,2,0.998727126028957,0.291177020653328,0.292973634286949,-0.620968094684622,0.317865155698465,-1.05323977667397,0.430145174623972,0.35509803943338,0.356706918921385,0.65555713439112,19107.0000000001,20.0411682639238,0.0737765374892662,3264.0000000001,0.385290588961379,20.4264588527852,0.0579221179873827,0.868597550779747,-1.30629954259873,-0.00271881598453932,-0.222296148469417,-0.829902717330727,-0.192137335414327,-0.86686092111769,-0.148461153857123,0.472498201811486,0.477128121807933,0.646449497867857,189.0000000001,122.178955078225,0.646449497867857,189.0000000001,122.178955078225,0.0941777368304942,0.16775842288391,1e-10,-1.69320161772704,-1.39268663133553,0.911846279244721,-0.981861000655337,0,-4.8033570292263e-15,-1.05692670478182,-1.05691995492443,0.401273254541088,-1.95198850745615,-0.00426933928784495,-0.357341064337828,-1.51877137439401,-1.51877137439401,1.3693442779364,-0.847588681082528,0.514511077370723,0.398897523738309,0.0113563383854437,1.00079900657392,-0.0176989987731038,0.0903882442510995,-0.00560691490337787,19107.0000000001,0.0691358025691358,0.0568295718386585,0.00109254604872416,0.346455736181707,0.346455736181707,0.272258243793747,2.95100055460052,5773.01605777872,0.00048828125,2,1,"SNETWORK (1 56 5773.01605777872 0.272258243793747 2 2)",411948.616684636,4450621.3139975
56,3,-1.00249541722734,3,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.37550527742544,-0.583169950578259,0.156528881374591,0.360744875058071,0.629964161445807,0.00030514093368459,-0.167157007198561,0.629964161445807,0.629964161445807,0.147167466416941,-0.355338582247457,-0.354301379919692,-0.413438807981686,-0.323779537948505,-0.40794950256694,0,0.216044213992924,0.250624018293138,-1.00249541722734,2,1.76031088680197,0.38381361159161,0.386671854581166,-1.13246919096642,0.429473420781136,-0.983844687889759,0.352690337744488,0.353121818478554,1.93553156143208,0.647474712093131,51175.0000000001,53.0152294180529,0.0696083789743254,6004.0000000001,0.668685930917756,53.6839153488707,0.145102777690489,-0.530559034247418,0.624969191224489,-0.0614951555357012,0.625909482074787,0.487351463298653,-0.288013913949404,0.543668285986526,-0.245322088164264,-0.939273158285594,-0.947205893609492,0.662505252527789,251.0000000001,166.288818359475,0.662505252527789,251.0000000001,166.288818359475,0.499187398384682,0.079259009290052,1e-10,-1.73614174673981,-1.88141279407286,0.911835276314985,-1.0169411162662,-4.95347124122615e-15,-4.8033570292263e-15,-1.05692670478182,-1.05691995492443,0.401273254541088,-0.834705281760962,-0.361266430309155,-0.609168397818674,-0.754074760123149,-0.754074760123149,2.07667742660267,-0.764482783973286,0.39418379154033,0.309976064828387,-0.0282585628855003,0.838157614463405,0.104334806421664,0.0903882442462871,-0.00560691490337787,51175.0000000001,0.681481481581481,0.143295379876165,0.00180739771432412,0.449463666527038,0.449463666527038,0.297999302690399,1.35837478935719,5793.60655398572,0.00048828125,3,1,"SNETWORK (1 56 5793.60655398572 0.297999302690399 3 3)",411963.236618534,4450608.31399845
56,4,-0.935385807546116,4,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.371412979899154,-0.581404909769252,0.076688955236626,0.359475499080684,0.629566225739124,-0.00030514093368459,-0.163622372681053,0.629566225739124,0.629566225739124,0.146979298348466,-0.353791387160645,-0.352616925196673,-0.411556787776042,-0.322417915246881,-0.40794950256694,0,0.216044213992924,0.250624018293138,-0.935385807546116,2,1.63527924242455,-0.548412919633986,-0.544526411250641,-1.80614469305918,-0.483560482705613,-0.927283795840815,0.280341439890365,0.351212211713217,1.59397083822874,0.36480951757288,39921.0000000001,23.3016971953361,0.115288934363525,17463.0000000001,3.22126505456758,26.5229622498037,0.116175933562023,-0.22166150408289,-0.682789920837508,0.00271881598453932,0.53639570891179,0.23652894608182,0.315787983227041,0.278321266119175,0.312003142952204,-1.19929882695623,-1.20956117059318,0.613408148051977,177.0000000001,108.5732421876,0.613408148051977,177.0000000001,108.5732421876,0.030747728177687,0.141869680217045,1e-10,-1.68121625858658,-1.89739686936926,-0.601972351522734,-1.03285301389785,0,0,-1.0569267047818,-1.05691995492443,0.401273254541088,-0.758942516405969,-0.63865418373195,0.199044625656235,-0.692823206655385,-0.692823206655385,1.65263038236733,0.941498011859738,0.435485524803339,0.379109528934253,0.0896217645383349,0.826593627971115,-0.14700910232932,0.0903882442438774,-0.00560691490337787,39921.0000000001,0.0493827161493827,0.102066141685822,0.0141097917762013,0.475572737365415,0.475572737365415,0.326369756323754,1.16261696728113,5816.30032584156,0.00048828125,4,1,"SNETWORK (1 56 5816.30032584156 0.326369756323754 4 4)",411980.616682282,4450598.31399919
56,5,-0.871415945564932,5,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.373585937532604,-0.581404909769252,-0.0370339049180756,0.357905137046803,0.630252288761941,0.00160189156632653,-0.162726868913712,0.630252288761941,0.630252288761941,0.145602022079841,-0.352193053580079,-0.351007794407775,-0.410070916579545,-0.320790756207894,-0.40794950256694,0,0.216044213992924,0.250624018293138,-0.871415945564932,2,1.74936994354115,-0.520438664918011,-0.517010796359941,-1.84545417312875,-0.462071589507813,-0.874911964885326,0.35938362083941,0.350013156302424,0.478682856569113,0.426576882209234,26980.0000000001,18.4144708469759,0.0641424273630432,29013.0000000001,2.97754278758977,21.3920136344656,0.0923525246521311,0.408867178134263,-0.394070585139807,-0.690380143130428,0.452782817941747,1.49324566871137,0.341935313717603,2.34496825873844,0.333766463675981,1.46028039879728,1.4735973524637,0.409524159988699,146.0000000001,59.79052734385,0.409524159988699,146.0000000001,59.79052734385,0.478662760300673,0.379580140899231,1e-10,-1.65877242893302,-1.7969277053962,0.911808094623892,-1.01394588638909,0,0,-1.05692670478182,-1.05691995492463,0.401273254541088,0.358577176291561,-0.855887482005695,0.805180222518526,0.38352050219458,0.38352050219458,-2.03296538570007,0.751300976646044,-0.152373991793948,-0.1558791248762,-0.501627867627409,0.289017420940622,-0.219628943536671,0.0903882442439602,-0.00560691490337787,29013.0000000001,0.355555555655556,0.079498026696683,0.0128544978554481,0.25812465525115,0.25812465525115,0.351203434723945,0.090304683893919,5836.16500052173,0.00048828125,5,1,"SNETWORK (1 56 5836.16500052173 0.351203434723945 5 5)",411998.824502834,4450602.31399889
56,6,-0.817560593223055,6,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.375759646080156,-0.573021271479056,-0.0832784137903282,0.355161365604273,0.633658025327343,0.00545001047119708,-0.163714419045926,0.633658025327343,0.633658025327343,0.143957190808095,-0.350149910844459,-0.3486612867814,-0.407351124563071,-0.319043899125623,-0.40794950256694,0,0.216044213992924,0.250624018293138,-0.817560593223055,2,1.35928599763901,-0.0226936275559124,-0.0227381495342014,-1.225281059166,-0.0229691339315321,-0.824236711770753,-0.493764876986985,0.346846761828737,0.241065115313866,0.355296128779284,43738.0000000001,24.8639073219583,0.0654278036144803,38510.0000000001,4.03139954144482,28.8953068633031,0.0963922257871385,-0.140603333837172,0.195269906417766,-0.856371502786709,0.544131068623499,1.94391370408152,-0.521668900299383,2.45207413860848,-0.499487929269167,2.03146449468855,2.05004955114283,0.774547526141667,225.0000000001,174.273193359475,0.774547526141667,225.0000000001,174.273193359475,0.572498643895758,0.395552517259691,1e-10,-0.423485079840252,-0.574336888535009,-0.301172552652049,-0.600975956178575,0,0,-1.0569267047818,-1.05691995492463,0.401273254541051,-0.149380486538765,0.0246926065772953,0.000227720365183497,-0.148531661386235,-0.148531661386235,-0.0975008966307285,-0.542889961001778,0.753805806169302,0.882719004680091,0.723464160877226,0.914969595747969,0.0783537012816404,0.0152580118145331,-0.00560691490337787,43738.0000000001,0.424691358124691,0.0829438281233392,0.0134483975637994,0.581360186449774,0.581360186449774,0.381620804946182,2.13108450362489,5860.49611870543,0.00048828125,6,1,"SNETWORK (1 56 5860.49611870543 0.381620804946182 6 6)",412015.190157341,4450613.88747565
56,7,-0.776984091371092,7,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.378189910387664,-0.566230807251979,-0.156245612464525,0.343100112760718,0.633757056503887,-0.0121178005442212,-0.147855757010267,0.633757056503887,0.633757056503887,0.143959674000808,-0.345854708225296,-0.344106976970741,-0.400972164178597,-0.315920258222423,-0.40794950256694,0,0.216044213992924,0.250624018293138,-0.776984091371092,2,0.828752148954117,0.507043624219284,0.511651219858718,-0.200181814172549,0.586456495878495,-0.772171501553055,-0.698086752356339,0.33738754692137,0.339689587068711,0.449611761217706,30794.0000000001,22.1525513150552,0.0567642782321091,59398.0000000001,5.39469534808108,27.5472466630362,0.0698583461800555,-0.140098169063607,-0.318307399031619,-0.466333500067663,-0.441844038749188,-0.204137412489836,-0.909055259095083,-0.139454873092137,-1.00127835159951,0.228834324994001,0.23182163990435,0.535825729470117,256.0000000001,137.17138671885,0.535825729470117,256.0000000001,137.17138671885,0.231835829895247,0.164392593657229,1e-10,-0.431572013076937,-1.09724602670661,-0.276415196972832,-0.78945194499346,0,0,-1.0569267047818,-1.05691995492423,0.401273254541088,0.00999650965360845,-0.837429308939938,0.605641049656397,0.0101528095743892,0.0101528095743892,-1.42267856252722,0.670068434788961,-0.033811300149863,0.0445191308481056,-0.0113563383854429,0.157670711067516,-0.611085141402976,-0.4474617828819,-0.00560691490337787,59398.0000000001,0.730864197630864,0.0561776868393342,0.0136806592407213,0.347859309604707,0.347859309604707,0.410639023165663,1.62300013005733,5883.70804307035,0.00048828125,7,1,"SNETWORK (1 56 5883.70804307035 0.410639023165663 7 7)",412033.497488645,4450624.31399728
56,8,-0.715338601426492,8,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.363844953357554,-0.551873240506474,-0.128694295248322,0.334956040768343,0.622664121876938,0.0448180543357795,-0.161433934595884,0.622664121876938,0.622664121876938,0.137846646114634,-0.340503984185687,-0.338795470018881,-0.394868115101061,-0.310989890654756,-0.40794950256694,0,0.216044213992924,0.250624018293138,-0.715338601426492,2,0.390969509760428,0.577888875469689,0.583668809744846,0.364463175395,0.681330406207061,-0.727275359560298,-0.217981665284977,0.332364837033937,0.0444793713250931,0.62772743126822,22191.0000000001,22.2878390801676,0.070504873067079,62892.0000000001,7.09470795312687,29.3825470331944,0.0718309651279972,-0.0619794636756222,-0.317835233269192,-0.74812989060986,-0.677976767716239,0.0300757309362347,-0.680542273743444,0.0943275890217509,-0.691232792889713,-0.392891584472886,-0.39521293408356,0.205989413891233,288.0000000001,59.324951171975,0.205989413891233,288.0000000001,59.324951171975,0.482937605738223,0.650784527214485,1e-10,-0.70307603640164,-0.819748682054206,-0.263068811855265,-0.634341229579462,4.95347124122615e-15,0,-1.0569267047818,-1.05691995492423,0.401273254541088,0.196707989697671,-0.903956936412797,0.462827302601166,0.205502071092567,0.205502071092567,-0.443340288920263,1.11111773757754,-0.509601758841429,-0.525629069247812,-0.626857168306499,-0.188909563259356,-0.842285570000224,-0.847133419666273,-0.00560691490337787,62892.0000000001,1.04691358034691,0.0544866647437595,0.0173443002842377,0.145030602286279,0.145030602286279,0.434932917612511,4.42196693042472,5903.14093988588,0.00048828125,8,1,"SNETWORK (1 56 5903.14093988588 0.434932917612511 8 8)",412046.616677426,4450635.31399647
56,9,-0.654370595347396,9,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.362881688119832,-0.521635283861388,-0.215795784634611,0.330354007585721,0.616445983518039,0.0772152121398142,-0.166398851976492,0.616445983518039,0.616445983518039,0.132987249634285,-0.335081476206328,-0.332967019772257,-0.388015427778246,-0.306337546180314,-0.40794950256694,0,0.216044213992924,0.250624018293138,-0.654370595347396,2,-0.240656745385831,0.0677123246353585,0.0679063742690003,0.335491084662004,0.0696097894832417,-0.673965308140324,-0.564850123421121,0.325312614840087,1.32809161780208,0.484527275858657,16393.0000000001,12.7085690105079,0.0846016366203753,51240.0000000001,6.9359805685806,19.6445495789885,0.0625357498634931,0.972020620737227,-0.244819496584052,-0.80353906866791,-0.123124164703529,0.89755981447801,-0.616779254389818,1.08487667216544,-0.61299908735072,0.210303914502031,0.214240602397456,0.532652415197032,219.0000000001,116.65087890635,0.532652415197032,219.0000000001,116.65087890635,0.0434198316168416,0.108079626449788,1e-10,0.242639605264657,-0.0802029507524521,-0.0559772722249127,-0.00124070191562078,-4.95347124122615e-15,0,-1.05692670478182,-1.05691995492463,0.401273254541088,0.307924212562381,-0.781259716058698,0.302419514299239,0.326924544716148,0.326924544716148,-0.665088272028758,0.844579159661673,-0.778498524116074,-0.728432527544946,-0.782899603827136,-0.508737808705595,-1.02464027772056,-1.05697501190686,0.593821669615215,51240.0000000001,0.365432098865432,0.0404559996804935,0.0220797500829996,0.371342195639464,0.371342195639464,0.465328521007841,2.71260644401035,5927.45464659599,0.00048828125,9,1,"SNETWORK (1 56 5927.45464659599 0.465328521007841 9 9)",412065.616676028,4450645.31399573
56,10,-0.607799273028103,10,0,0,-0.500000000000004,-0.499999999999996,-0.5,-0.337393357841727,-0.460703495116831,0.0788932073553651,0.300281574636908,0.553556376920277,0.27402462795707,-0.18209743951278,0.553556376920277,0.553556376920277,0.108353524248801,-0.306253214326909,-0.302453272115706,-0.353038517969094,-0.280840803270374,-0.40794950256694,0,0.216044213992924,0.250624018293138,-0.607799273028103,2,-0.773981632148636,0.445396514745562,0.449082012771986,1.65512436740611,0.506676249728447,-0.62072212484993,-0.633054319090934,0.291565866445211,-0.15564202051843,0.538947931260177,41237.0000000001,35.5593533396736,0.061845048127197,46519.0000000001,4.60315166277961,40.1625050023532,0.105150962652635,0.141750099053244,0.721636328828458,-0.361802939361227,-0.523996540528278,-0.491212772987592,-0.84377274962197,-0.439861263526476,-0.910302805085511,-0.0510689541596125,-0.0487873056490581,0.620689908464662,266.0000000001,165.1035156251,0.620689908464662,266.0000000001,165.1035156251,0.488304139549179,0.0380127867006242,1e-10,-0.700380789620347,-0.988088666510755,0.91145479326523,-0.749582385792501,0,0,-1.0569267047818,-1.05691995492443,0.401273254541051,0.429207045189835,0.933114127848184,-0.597704467535088,0.463820079970114,0.463820079970114,0.144723432013262,-1.40153178294883,1.1651193392415,1.36893485762081,0.882097862422525,1.45592366867555,0.430548304643286,0.0514649684481508,-0.00560691490337787,46519.0000000001,0.82962962972963,0.0930992783242888,0.012051684228346,0.432263714323067,0.432263714323067,0.501284425899715,2.47753009293228,5956.21608668546,0.00048828125,10,1,"SNETWORK (1 56 5956.21608668546 0.501284425899715 10 10)",412088.235980946,4450645.31399573
