"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_ch_area","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min.mean","hs_storm.accum.30.min.mean","hs_storm.accum.60.min.mean","hs_slope.median","hs_aspect.northness.median","hs_aspect.eastness.median","hs_slope.northness.median","hs_slope.eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max.mean","hs_ndvi.mean.mean","hs_ndvi.min.mean","hs_ndvi.range.mean","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_lidar.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ch_lidar.erosion.norm","ch_lidar.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
56,1,-1.00650291287214,5,0,0,0,0,0,-0.249855681067194,-0.432811924507841,0.209439370441391,0.304646423204021,0.471535587432535,0.00347159968831471,-0.186869832289016,0.471535587432535,0.471535587432535,0.105118831694432,-0.248626161634112,-0.241914621259833,-0.296178894018795,-0.223051480013007,0,0,0,0,-1.00650291287214,2,1.43763912493693,0.438121921936561,0.44162026012237,-0.885858130920725,-1.00774643467484,0.292581699742792,0.297923138428322,1.52602900254299,0.588750662810556,27128.0000000001,25.5546047648976,0.0718312981060197,4972.0000000001,0.571432341997006,26.1260371067946,0.141160608296055,0.498008293885159,-0.325619304882887,1.48935764529176,0.387650819381226,0.15857789212817,-0.486692324645837,-0.202831038043848,-0.366537651634901,-0.199494827361991,-0.218427627582364,-0.227341763872541,0.0943207757491726,0.290783924029683,1e-10,0.449162946528571,140.0000000001,62.8828125001,0.449162946528571,140.0000000001,62.8828125001,-3.12884564067162,-3.32744239571223,-1.11865246818735,-0.967878320487247,0,0,-1,-1,0.500194850802243,-4.35149896642527,-0.140392202354353,0,-2.72815452151173,-2.72815452151173,-3.30957928016472,-0.722393488676441,0.242924768845834,0.0584529623116839,0.193268213274445,0.257907999552481,0.138804042230303,0,0,27128.0000000001,0.661654135438346,0.138073123607571,0.00308748458848388,0.339759758486447,0.339759758486447,0.292166531937085,0.201941686585115,5788.94087008536,0.00048828125,1,1,"SNETWORK (1 56 5788.94087008536 0.292166531937085 1 1)",411959.170120678,4450609.76056153
56,2,-0.813719296163526,11,0,0,0,0,0,-0.250121222577823,-0.422282186284603,0,0.299058585336051,0.47435221507237,0.00619532646485305,-0.183085539157269,0.47435221507237,0.47435221507237,0.102129630325421,-0.243323310232197,-0.236162113693517,-0.289959230747271,-0.218229974082199,0,0,0,0,-0.813719296163526,2,1.49029673557234,-0.17077832502354,-0.170690645713601,-1.32792622639332,-0.831177913926478,-0.474121206278963,0.291593783525312,-0.308087611364814,0.38285781230071,20954.0000000001,12.8358441550551,0.0761680729764717,15301.0000000001,1.86471629303106,14.7005604479861,0.108445173241058,-0.166005204554474,0.145287657981576,0.248297559769163,-0.571462907051016,0.160609338838649,1.12085021842542,-0.307846129729663,1.15088441789678,-0.314281724604394,1.88982768181664,1.96968441299206,0.469929142626811,0.398824338383276,1e-10,0.789313485789252,107.0000000001,84.45654296885,0.789313485789252,107.0000000001,84.45654296885,-1.48437020106642,-2.04691958705758,-1.08393859114458,-0.872586063037019,0,0,-1.00000000000002,-1,0.500194850802243,0.419344032648286,-0.825720937674784,1.63150834194678,0.446843165718977,0.446843165718977,-1.72421252629253,0.753129289716628,-0.443544149662735,-0.428704869409426,-0.653051368856203,-0.257497081489399,-0.393513131662371,-0.210896358585057,0,20954.0000000001,0.165413533934586,0.0946892702989366,0.0137559028421219,0.623030969302831,0.623030969302831,0.374434438510622,0.564731246500742,5854.74768188208,0.00048828125,2,1,"SNETWORK (1 56 5854.74768188208 0.374434438510622 2 2)",412012.616679927,4450609.20500807
56,3,-0.771420692736494,13,0,0,0,0,0,-0.250387039522632,-0.42041952221027,-0.0649447321504097,0.288226296284734,0.476594517360104,-0.019009860196282,-0.161912120738914,0.476594517360104,0.476594517360104,0.103259164458898,-0.239813984223463,-0.232153464051845,-0.283800792828806,-0.21617289921279,0,0,0,0,-0.771420692736494,2,0.994651738623282,0.484880631664973,0.489038680644893,-0.52157888950323,-0.769717397484477,-0.519007020390862,0.28205271774795,1.67145530753175,0.466371869337763,19232.0000000001,14.350822062777,0.0562183108678694,28715.0000000001,2.58289407001681,16.9337161326938,0.08933414649607,0.558004579511409,-0.488687747689892,-0.235140410936417,-0.787114388223086,-0.51330565870532,0.400036282112991,-0.674527955124395,0.296576545486504,-0.768285748795281,0.649884968702671,0.678076266459283,0.765664517380807,0.184913448174621,1e-10,0.724590192622321,140.0000000001,101.442626953225,0.724590192622321,140.0000000001,101.442626953225,-0.472991020110565,-0.928405530150239,-0.461586702755283,-0.6618786450502,0,0,-1,-1.00000000000019,0.500194850802205,-0.497723652546544,-0.795766324864226,0.903595019485653,-0.474903867165384,-0.474903867165384,-0.250196300054278,0.641119509299671,0.160404232069418,0.126559573503462,0.327255520134001,0.0849399546341685,-0.639197981151297,-0.554426819135194,0,28715.0000000001,0.661654135438346,0.0757080388623926,0.0136261075336773,0.535162537039901,0.535162537039901,0.402028794685084,0.271335574815183,5876.82064665117,0.00048828125,3,1,"SNETWORK (1 56 5876.82064665117 0.402028794685084 3 3)",412028.783594133,4450620.48091295
56,4,-0.625801519789729,18,0,0,0,0,0,-0.233530003583943,-0.368966775218045,-0.0495244878860837,0.269094752427119,0.448692004882086,0.101556500308278,-0.185073188629278,0.448692004882086,0.448692004882086,0.0861549689136423,-0.223912036111094,-0.215674948918611,-0.265217560109502,-0.201699847327451,0,0,0,0,-0.625801519789729,2,-0.09104454409186,-0.0596014891305788,-0.059670412039733,-0.111124775200854,-0.637482836991228,-0.439926023197869,0.263633533486677,1.1465863883889,0.345660865639342,9494.0000000001,5.25072681198439,0.0740989862426113,18905.0000000001,2.24134613293982,7.4920729448242,0.0522114318523732,-0.0595792138519358,0.963009742650285,0,-0.427176922477179,-0.57764864008866,-0.319554881298708,-0.346420337525633,-0.31519823669067,-0.35949998929001,-0.170515842316061,-0.173942609353875,0.257705272117036,0.394106663843027,1e-10,0.46883048602033,91.0000000001,42.66357421885,0.46883048602033,91.0000000001,42.66357421885,0.676888522326276,0.322553888721596,0.110975526314961,0.545061832114786,0,0,-1,-1,0.500194850802205,0.300190348434108,-0.877818482504196,0.511478414386068,0.315245519766844,0.315245519766844,-0.407630632495481,0.726795278679202,-0.831297789896005,-0.925039754068846,-1.152827516707,-0.538391282932937,-1.41827818071579,-1.38306812044122,0.737779987603933,18905.0000000001,0.075187970024812,0.036591737241708,0.0156196945106652,0.297317753053,0.297317753053,0.475145885517745,0.652345411479473,5935.30764159187,0.00048828125,4,1,"SNETWORK (1 56 5935.30764159187 0.475145885517745 4 4)",412072.227030428,4450646.31399566
56,5,-0.399501548063263,26,0,0,0,0,0,-0.182157143564945,-0.268888576851084,-0.0900870914800976,0.170716697066051,0.341600197085377,0.0599360568536611,0.00612221554245996,0.341600197085377,0.341600197085377,0.0381558327267052,-0.155111114015901,-0.147850497892872,-0.183218634042718,-0.139957200134826,0,0,0,0,-0.399501548063263,2,-1.39378803258569,-0.928346501189836,-0.915820519987766,0.23347501217864,-0.416735406865544,0.397395618208712,0.163712146493434,-0.692035802909263,0.250574235651344,9853.0000000001,3.9502527087165,0.123071086187101,6659.0000000001,1.31124857970531,5.26150128832181,0.0572385608165496,-0.751077885504344,0.964830976803116,-0.280965913988762,0.62199297508125,0.710442439787592,0.00399513113399613,0.832213422541865,-0.0101565637579145,0.717112050020994,0.230863058606096,0.241741722474481,0.491981246460425,0.344386600479146,1e-10,0.608489990334375,48.0000000001,29.20751953135,0.608489990334375,48.0000000001,29.20751953135,0.387472457980912,0.526776557717873,0.0272775356828433,0.811763540091423,-4.44089633366942e-15,-4.30631562829385e-15,-0.766013929717181,-0.766040179544651,0.266206071946429,0.239043553432034,-0.466107810570696,0.246797738777284,0.249167376538703,0.249167376538703,0.0178460584605313,0.169425914931111,-0.636396014243598,-0.655534319300322,-0.924094888130344,-0.386616464308104,-0.552085648972091,-0.627722564852479,0.41185722366127,9853.0000000001,0.721804511378195,0.0429738143396475,0.0142647463769021,0.317741322958844,0.317741322958844,0.601237454832297,0.720004458446056,6036.16938120133,0.00048828125,5,1,"SNETWORK (1 56 6036.16938120133 0.601237454832297 5 5)",412147.616669995,4450673.70283444
56,6,-0.368882357663699,27,0,0,0,0,0,-0.174777288553943,-0.24767236460099,-0.0618208774246623,0.156727034343128,0.308525585263701,0.0778226101669265,0.0221590834904736,0.308525585263701,0.308525585263701,0.0322000473920238,-0.142676696105038,-0.135533258128077,-0.167527246953803,-0.129268287032674,0,0,0,0,-0.368882357663699,2,-1.27051893032705,-0.476832820233995,-0.474254207954813,0.36324822820983,-0.382841738775767,0.697365549971049,0.156639215572094,-0.796528494674799,0.402824683774302,19162.0000000001,12.3502825417967,0.310488429689948,14410.0000000001,7.15862123271981,19.5089037744166,0.168342984157202,-0.429741844958511,0.47840848259313,0.992238837657908,-0.144410245957722,0.411428236051781,0.782430318700207,0.651959908033487,0.934847616158328,0.574277248233737,2.13211296490024,2.21033003689134,0.0785255525715104,0.184005082851868,1e-10,0.77469482431875,80.0000000001,61.9755859376,0.77469482431875,80.0000000001,61.9755859376,-0.239437906053311,-0.31761274467508,1.92399959739741,-0.0831714108866457,0,0,-0.804718901975152,-0.80474080966876,0.304911492244972,0.69118392555643,-0.481481243232823,0.582869429902519,0.761617924375555,0.761617924375555,-1.0544745556826,-0.697971473715241,-0.373824453338759,-0.334852384731737,-0.771364413134212,-0.108954194065836,-0.250196407048995,0.685736346305291,1.22081372614973e-09,19162.0000000001,0.240601503859398,0.106571001685697,0.0617719823715048,0.534789406729637,0.534789406729637,0.616187830154149,0.519452600563431,6048.12831605299,0.00048828125,6,1,"SNETWORK (1 56 6048.12831605299 0.616187830154149 6 6)",412157.983904717,4450674.68122905
56,7,-0.348022772412012,28,0,0,0,0,0,-0.17489145867191,-0.24767236460099,-0.0899794636297317,0.151241766523812,0.290669028127712,0.0908108504456916,0.018671962553642,0.290669028127712,0.290669028127712,0.0333880342264644,-0.138142837635259,-0.131114398279846,-0.161313912815172,-0.125643849369134,0,0,0,0,-0.348022772412012,2,-1.04117612988559,-0.391170092445895,-0.389608349196199,0.490251962636921,-0.358657607598694,-0.0688501356901044,0.147120546662755,-0.420363942524887,0.314263653555983,20358.0000000001,10.2364471313824,0.0699825484929039,12227.0000000001,1.3690825908189,11.6055297221013,0.095843289766938,-0.360008584001238,0.938465968869352,0.531564132970982,0.243886400574897,0.721990542827729,0.639148150485599,0.113658814039602,0.730042307255795,0.106870760514254,0.312844259458107,0.330838934983761,1e-10,0.037410572220877,1e-10,0.586380939194388,98.0000000001,57.46533203135,0.586380939194388,98.0000000001,57.46533203135,0.722425709117047,0.528875565879706,0.149801213947028,0.529060591307745,0,0,-0.511165158038352,-0.511219998184205,0.0113543501925692,-0.9037837473396,0.0762711358395843,-0.552963170477379,-0.822258823045784,-0.822258823045784,0.298211067898288,0.00922056909449723,0.00443704218331425,0.0668589522901831,0.123177826512242,-0.0266075104161762,0.507339132311583,0.373687727256985,2.98717651090304,20358.0000000001,0.0300751880699248,0.0845368364103083,0.0113064532566296,0.474572604233364,0.474572604233364,0.631717908874858,0.454564779065549,6060.55096067989,0.00048828125,7,1,"SNETWORK (1 56 6060.55096067989 0.631717908874858 7 7)",412168.073382059,4450676.31399345
56,8,-0.277679296023908,30,0,0,0,0,0,-0.169087641691263,-0.257054014319132,-0.441667802834161,0.112492585969309,0.272487755170316,-0.109858478405888,0.188486549963678,0.272487755170316,0.272487755170316,0.0308314863556257,-0.12123268752842,-0.118205826943625,-0.144926405976729,-0.108448796691405,0,0,0,0,-0.277679296023908,2,-1.00275540072478,-0.639740584359135,-0.634494082781216,0.154003359891149,-0.292970397693947,0.420160657594273,0.115518565883747,-0.719612387043004,0.166168160934916,9166.0000000001,2.43695577963848,0.0666707203574335,9423.0000000001,1.00518111527643,3.44213689481491,0.0322899728790013,-0.554264901443586,0.952697054014764,0.0672868166007606,0.454364240511037,0.33062826270064,-0.325575783551036,0.614824419045439,-0.438493693306306,0.541625592377771,-1.64731975282527,-1.69046750774798,0.393558643479056,0.321798113073558,1e-10,0.601044753602155,58.0000000001,34.860595703225,0.601044753602155,58.0000000001,34.860595703225,0.656050701917364,0.550181205617627,0.0419486298558968,0.644472879605814,0,4.30631562829385e-15,-0.541425625374628,-0.541477070737008,0.0416151678175414,-0.0697932588081004,0.0736146481770114,-0.681941540415062,-0.0700798833193523,-0.0700798833193523,0.272017225988105,-0.279471288482888,0,0.0876632441921398,0.0551247507701668,-0.000467408273061766,-0.0997012983066806,0.0568153411518276,1.62660339105275,9423.0000000001,0.571428571528571,0.0228605770751732,0.0094293957038281,0.327020022952023,0.327020022952023,0.660366969156384,0.873579328031366,6083.46759240935,0.00048828125,8,1,"SNETWORK (1 56 6083.46759240935 0.660366969156384 8 8)",412187.073051432,4450683.77037724
56,9,-0.199287732567278,32,0,0,0,0,0,-0.152089674488954,-0.237475116096304,-0.54528094351049,0.082310234261072,0.231975201954456,-0.233840169166113,0.306500859806644,0.231975201954456,0.231975201954456,0.0330094389431862,-0.105782848408722,-0.105752298396989,-0.127562482709884,-0.094011878213378,0,0,0,0,-0.199287732567278,2,-1.84519357840793,-1.39320189792401,-1.36113682566541,0.178785166367252,-0.222282374798545,0.508735174156382,0.0803554830892448,-0.719191038157048,0.660167046759442,7854.0000000001,8.29592317523422,0.0653784566082384,3478.0000000001,0.363818034876739,8.65974121001096,0.119657107141323,-1.0132231129447,0.69064566822066,0.430421728168113,-0.137953251539203,0.548485059983725,0.998978855578157,1.30948260216527,1.90434630381642,1.06512833701073,2.22313362925477,2.2969601393243,0.0526606620881748,0.713379410555446,1e-10,1.3278213129811,41.0000000001,54.440673828225,1.3278213129811,41.0000000001,54.440673828225,-0.79284433885897,-0.693471689024497,-0.0623592107110746,-0.410701386285923,0,0,-0.33165985035435,-0.33169705841033,-0.168149138134605,0.256885087629709,-0.396579935758355,0.830664967462932,0.268347176382606,0.268347176382606,-1.51749247604557,-0.586017911387538,0.28323025730812,0.44183645306354,-0.353654715030797,0.569136426962986,-0.396526347826041,-0.420946966005518,0,7854.0000000001,0.827067669272932,0.114630003750867,0.00502710329045636,0.752241132586995,0.752241132586995,0.691507732221424,0.304696881308481,6108.37735880039,0.00048828125,9,1,"SNETWORK (1 56 6108.37735880039 0.691507732221424 9 9)",412199.322955529,4450701.02028097
56,10,0.0770785410856339,41,0,0,1,1,1,0.246827763210871,0.309524063303701,3.15191177712446,-0.107328406997953,-0.403563523038503,0.549175191090051,-0.188294064568693,-0.403563523038503,-0.403563523038503,-0.0869546272796507,0.20514256462121,0.21775968517433,0.23326924342258,0.190049819923334,0.815899005133865,-0.929799966936672,-0.432088427985848,-0.501248036586277,0.0770785410856339,2,-0.00765437090162472,0.245894015467079,0.247238543757607,0.139046707538563,0.0951868936954091,1.16461804719883,-0.116508507450318,1.32662612719246,0.341215714998885,12388.0000000001,6.76316844196213,0.238617591355941,11950.0000000001,4.56236834490974,11.3255367867719,0.0675094267832149,0.265804930600919,0.463062813762956,0.809426411046898,0.25299209088424,0.470620691040855,0.22948369913498,0.339259613743024,0.190596956895782,0.294685113140671,1.18518934795195,1.22568743499828,2.67745610204635,1.94759332776666,1e-10,1.82111858509461,116.0000000001,211.249755859475,1.82111858509461,116.0000000001,211.249755859475,0.0913040941866126,-0.124840973989202,-0.19414044840162,-0.173526290317253,4.44089633366942e-15,0,1.63623878811897e-14,1.92601090810807e-13,-0.499805149197795,0.0691109940215264,0.477670904380356,-0.399674484526692,0.0705673459979744,0.0705673459979744,0.873181916659509,-0.0853965340903404,-0.44791121789824,-0.24795529354439,0.536380762650142,-0.823458790741683,0.0218112567593853,-0.34985829018388,0,12388.0000000001,0.300751879799248,0.0403139941772504,0.0271954325059646,1.25922065979412,1.25922065979412,0.818343912692278,0.256403443136128,6209.83471933016,0.00048828125,10,1,"SNETWORK (1 56 6209.83471933016 0.818343912692278 10 10)",412274.77987164,4450748.47719914
