"","rid","pid","WS_ID","ws_mi60.max","ws_accum_precip.mean","ws_sbs.mean","ws_dnbr.mean","ws_flow.accum.max","ws_slope.mean","ws_northness.mean","ws_eastness.mean","ws_bare.earth.mean","ws_ndvi.max","ws_ndvi.mean","ws_ndvi.min","ws_ndvi.range","ws_drainage_density","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_flow.accum.max","ch_watershed","ch_valley_width","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_area","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.median","hs_drainage_density","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","bootstrap_rep"
"1",43,6000001,96,0,0,0.458448084714687,0.507470834744331,-0.561579152364488,1.3354637512421,0.800972721244396,-0.375821909129818,-0.547708298662943,0.531251668682359,0.819744641900994,-0.712740469221013,0.724159473492696,-0.157939788566697,0.114285714285714,-0.313615023474178,-0.535483870967743,0,-0.545271759469036,11,-0.613015636105357,-1.06397284935271,0.473187854197069,0.263994664529489,0.617118612708874,-0.993014717420582,0.0583666588362484,2156.0000000001,125.838516235452,0.0441735510540614,753.0000000001,33.2626838685082,159.10120010386,0.0546927467840013,-0.913606823231275,-0.571759840436177,0.0939607411949352,0.530481289923352,0.825405763136432,1.15459406138705,1.52136343423726,1.00858746437966,-0.904175709738889,-0.630350256164067,-5.22837363877646,-0.410343339513465,-0.722452282483853,0.735457160749367,-0.529363303173823,0.663976684014571,-0.160184489534848,-1.37827037652885,4.61774286084484,0.0573709204945971,0.116913967596384,0.192084791580055,-0.284710174040162,0.325400483014532,0.214831305525404,8.63528861100169,4.37302491442911,1.15591433870121,0.681908822896635,0.13770175000903,3792.25311735645,0.0312500660060792,93,2,"SNETWORK (2 43 3792.25311735645 0.681908822896635 6000001 93)",6
"2",43,6000002,79,0,0,0.0398198683193471,0.0263428024191281,-0.275123707047896,0.563341233905948,-0.109808208938936,1.12615590821969,-0.194821652413414,-0.126690201270335,-0.0244982009022684,-0.0432242143822861,-0.00571969065097756,0.219574476248371,0.114285714285714,-0.313615023474178,-0.535483870967743,0,-0.276022230623964,11,-0.467337667018056,0.45630112420088,0.473187854197069,0.0553003023768283,-0.304035115450125,-0.67436909144147,0.0991404502444985,418.0000000001,41.4407081605004,0.140246439704306,1757.0000000001,246.412994384866,287.853702545266,0.132346530005823,-0.211161455340465,-0.422265153249773,0.184160157960694,0.202926574660452,-0.00497559561202753,-0.420027361177071,0.00171062528415218,-0.540944462564834,-0.323767228426752,-0.39656441718413,-1.87427635062987,-0.370662993315235,-0.277533204887098,0.949231073427898,-0.480744975908399,-0.794605902335224,-0.15874395238357,-0.238106806930254,1.627761672354,-1.96523467034261,0.505300657941835,0.582648295734931,0.593710447921317,0.549367574342062,-0.173479289426708,7.8529006648011,1.4081398937758,8.37302215963359,0.565697920464498,0.119440570598477,3622.73989279104,0.0312500660060792,76,2,"SNETWORK (2 43 3622.73989279104 0.565697920464498 6000002 76)",6
"3",43,6000003,95,0,0,0.377021543768224,0.423427207027443,-0.542706992254279,1.32097506332168,0.749963833322478,-0.178340656091586,-0.503453571901628,0.907154904318175,1.13855979799695,-0.586240056309365,0.900365092922137,-0.259293877997167,0.114285714285714,-0.313615023474178,-0.535483870967743,0,-0.542335639322845,11,-0.184392854702182,-0.131637191717888,0.206954867961351,0.253212940266641,0.527470080404967,-1.50392734245913,0.0519844273292899,1511.0000000001,78.548469543557,0.0818903602014769,1232.0000000001,100.88892364512,179.437393188577,0.0654164759251828,-0.569023367404926,0.707599357349431,0.617118612708874,0.117220677188708,-0.992561583755548,0.505160928907426,-0.994145432720675,0.230930199777569,-2.71242005557053,-2.06655808408686,1.49635331986653,0.731591479724571,0.551298187910297,0.0872134649385027,0.799245530464047,-0.0762518662362503,0.0502437775466126,0.917523409168718,-0.17689868271405,0.0573709204945971,0.11523261868745,0.217451730920234,0.0762920166497342,0.214345523925492,-0.109188064363,0,2.60955117362661,3.35174969842193,0.675238825418868,0.218127368774731,3782.52379973963,0.0312500660060792,92,2,"SNETWORK (2 43 3782.52379973963 0.675238825418868 6000003 92)",6
"4",43,6000004,17,0,0,-0.461518004007892,-0.498503186760384,0.954674965607618,0.0118626661701427,-0.589738969556041,-0.0288571051876775,0.171826682901249,0.129100919802108,-0.150577178279397,0.531190316940172,-0.116827891659451,-0.0376473141881386,0,0,0,9.19999999999998,0.956875013829203,11,0.663641447390072,0.283077981621099,-0.704536769723985,-0.712387040924322,-0.170697533185619,0.162151848744848,0.144915248686852,2673.0000000001,387.358459472756,0.121741661758654,52.0000000001,6.33056640635,393.689025879006,0.144473037119782,-0.020767751696831,0.638825869123246,0.187835375584756,-0.276303139281769,-0.920079552838886,-0.219155793623309,-0.73875687703588,0.904433856006484,-1.13725802513633,-3.17529669397435,-0.392590072763368,0.739198218080296,0.817456305424337,0.0509118171032582,1.96757028555432,0.234898356769767,-0.9757772654893,-0.660462231410714,-0.113893222400408,-0.189558064863747,-1.17809167129175,-1.01061998545635,-0.600527444957027,-1.2099257131095,0.103431428441455,0,13.0324778490025,0.212988678686431,0.140319026872053,0.324750720409094,3002.25294702423,0.0312500660060792,16,2,"SNETWORK (2 43 3002.25294702423 0.140319026872053 6000004 16)",6
"5",43,6000005,23,0,0,-0.50138512338931,-0.593904534571478,0.782619039852952,-0.223328865844431,-0.655930882985959,0.0647057471763527,0.190960740362332,0.577926151781107,0.200033878318472,0.597585416253474,0.133607212760151,0.111728364860039,0,0,0,9.19999999999998,0.78618753649707,11,0.846240791193395,0.777290369301009,-0.700303828609973,-0.647286316215969,0.076086461634833,-0.30273150500776,0.172518985606013,1606.0000000001,277.065490722756,0.187414375369357,213.0000000001,39.919261932473,316.984752655129,0.174263195622281,0.424054785086182,1.2098998841046,0.521056566832836,0.256025223011862,-0.526996802486029,-0.241243350734051,-0.329977076812733,0.763887578963974,-1.19086315295456,-2.94561261130593,-0.371724803966557,0.387338583248345,0.537104308571394,-0.0956692707370932,0.712488380195441,-0.249255231235593,0.440561932162959,-0.528098206170445,-0.484803019970948,-1.10296710749515,0.118931528986701,0.124607666533814,0.02785227765532,0.233620607053615,0.896224980437781,0,9.32042632863343,1.34287579071528,0.181456283363868,0.209890076575564,3062.25858205295,0.0312500660060792,22,2,"SNETWORK (2 43 3062.25858205295 0.181456283363868 6000005 22)",6
"6",43,6000006,105,0,0,0.69994206273222,0.708173932778984,-0.704985312486209,1.02138189243777,0.720147525653646,-0.939817989246915,-0.97308530408444,1.29938201202372,1.23238793326672,-0.9398948467407,1.31396254421655,-0.711858865992295,0.114285714285714,-0.313615023474178,-0.535483870967743,0,-0.707170116992651,11,-0.115635655603324,-0.862462672693372,-0.358771095951765,0.42157919893345,-0.165640923498471,0.00849826848582787,0.0576603545519303,470.0000000001,27.1003665925072,0.119304160245471,1812.0000000001,216.179138183694,243.279504776101,0.106608021474234,-0.863252291551172,0.454107600226303,0.629390574482828,0.847427483371432,0.387485155097522,0.403893310134152,0.640357405498036,-0.331357730566101,0.321788530431259,0.730044088689984,2.14048263003596,-0.847685780393057,-0.88265698525082,-0.858990339664528,-0.583939490295657,0.966618402930027,0.35734329544312,0.608663488267588,2.67908184177876,0.0573709204945971,0.873645438260012,1.07263017009226,0.748939212152009,0.966333180524623,-0.00661576262039032,0,0.896464486142249,7.15108112525408,0.743638118076857,0.374413440130803,3882.29571798301,0.0312500660060792,102,2,"SNETWORK (2 43 3882.29571798301 0.743638118076857 6000006 102)",6
"7",43,6000007,17,0,0,-0.461518004007892,-0.498503186760384,0.954674965607618,0.0118626661701427,-0.589738969556041,-0.0288571051876775,0.171826682901249,0.129100919802108,-0.150577178279397,0.531190316940172,-0.116827891659451,-0.0376473141881386,0,0,0,9.19999999999998,0.956875013829203,11,0.663641447390072,0.283077981621099,-0.704536769723985,-0.712387040924322,-0.170697533185619,0.162151848744848,0.144915248686852,2673.0000000001,387.358459472756,0.121741661758654,52.0000000001,6.33056640635,393.689025879006,0.144473037119782,-0.020767751696831,0.638825869123246,0.187835375584756,-0.276303139281769,-0.920079552838886,-0.219155793623309,-0.73875687703588,0.904433856006484,-1.13725802513633,-3.17529669397435,-0.392590072763368,0.739198218080296,0.817456305424337,0.0509118171032582,1.96757028555432,0.234898356769767,-0.9757772654893,-0.660462231410714,-0.113893222400408,-0.189558064863747,-1.17809167129175,-1.01061998545635,-0.600527444957027,-1.2099257131095,0.103431428441455,0,13.0324778490025,0.212988678686431,0.140319026872053,0.324750720409094,3002.25294702423,0.0312500660060792,16,2,"SNETWORK (2 43 3002.25294702423 0.140319026872053 6000007 16)",6
"8",43,6000008,109,0,0,0.758133927496976,0.766615090817123,-0.718477487140031,0.81551437099051,0.68329454961247,-1.11490794302122,-0.99440502480438,0.716207113416205,0.628633082017996,-1.08578713991815,1.01677355435615,-0.8825851672459,0.114285714285714,-0.313615023474178,-0.535483870967743,0,-0.715543639192009,11,-0.604339414869418,-0.33967897767929,0.473187854197069,0.503186203036172,0.407676003585079,0.0621522093445216,0.0586807501536197,1070.0000000001,62.788402557473,0.0954003526347093,673.0000000001,64.2044372559594,126.992839813332,0.0728587722246313,-0.998096358919702,-1.84070624342389,0.221881409054248,0.719529445996396,0.98186171174307,0.549103049057414,1.14016952279566,-0.192998036141456,2.04153119739422,1.07305689503027,-6.79768040494134,-0.0165493608881383,-0.253563564930045,0.670150776278371,-0.193842682680063,0.508389816026671,0.702573408636459,-1.2195098367453,-0.338382841466183,-4.40189160978945,0.151620236803069,0.486427085213107,-0.190571040267055,0.340693596338941,-0.00643199143649092,3.35082838265233,2.20501725080691,2.25474587601043,0.770548775995032,2.00443712275373,3921.54945668924,0.0312500660060792,106,2,"SNETWORK (2 43 3921.54945668924 0.770548775995032 6000008 106)",6
"9",43,6000009,125,0,0,0.946912094673052,1.09596148308698,-0.818901324082726,-1.52375889888903,0.310002662557807,-1.53985088163308,-1.2459361063451,1.1946251509666,0.717202991653487,-0.623055458056535,1.09829724229433,-1.23459327091928,0.114285714285714,-0.313615023474178,-0.535483870967743,0,-0.814736783370708,11,-0.433608772218679,-0.523544688010099,0.473187854197069,0.913294159564755,0.753111818433996,-0.937419213427337,0.0561952643952385,2017.0000000001,113.345848083596,0.0382898917368899,368.0000000001,14.0906801224755,127.436528205972,0.0534325066852711,0.45396465045008,0.0782719492059828,1.21222076057718,1.05667695881859,-0.322461446410233,0.868589048109502,-0.388872646317252,-0.159911443159288,-0.473893663737256,-0.179344244937414,0.534505654738784,-0.508467382357549,-0.461454404629701,0.610645910183515,-0.266627160599011,1.39177517309157,0.754218061839621,0.412520390108968,2.35658504253231,0.0573709204945971,-0.469236463932596,-0.405583661124996,-1.23885134556611,-0.124734166557444,1.02487973024641,6.02967491442863,3.78989187500229,0.471143451762861,0.87133839521582,0.699196506118176,4068.56813565366,0.0312500660060792,122,2,"SNETWORK (2 43 4068.56813565366 0.87133839521582 6000009 122)",6
"10",43,6000010,67,0,0,0,0,0.0548436177907907,0.424297162671801,0.0801232140594751,0.277982843196918,0.0245163835059611,-1.25419806081999,-1.31170539429619,-0.32312643436219,-0.581331623281834,0.133869020711274,-0.885714285714286,0.686384976525822,0.464516129032257,-1,0.0545471862021594,11,1.20729944141149,1.01414832334833,-0.891679695954327,-0.0838759035946435,-0.732633977678105,0.433068096177338,0.0420486519163192,449.0000000001,18.8798446656273,0.0871247873293994,1611.0000000001,140.358032226662,159.23787689219,0.0772999403388786,-0.896408521939036,-0.573492990745381,-0.732444268956895,-0.597005347995264,0.214567422492478,-1.09916800359712,0.120072804715483,-1.3750901285764,-0.0354059560481004,-0.0725429139876632,-0.517684551808365,-0.398155615826273,-0.739278165194872,-0.620662502270589,-0.650504425034574,-0.242851742109818,-0.867007587817697,1.11643259046011,2.08599314243777,0.0573709204945971,0.285072880055541,0.142709575991186,0.340364205690969,0.348515393687782,-0.173734747330759,0,0.635734448946187,4.7262272467554,0.483223037160371,0.177778639830649,3502.43634878661,0.0312500660060792,65,2,"SNETWORK (2 43 3502.43634878661 0.483223037160371 6000010 65)",6
