"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_ch_area","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min.mean","hs_storm.accum.30.min.mean","hs_storm.accum.60.min.mean","hs_slope.median","hs_aspect.northness.median","hs_aspect.eastness.median","hs_slope.northness.median","hs_slope.eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max.mean","hs_ndvi.mean.mean","hs_ndvi.min.mean","hs_ndvi.range.mean","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_lidar.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ch_lidar.erosion.norm","ch_lidar.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
318,1,-0.74649729513221,51,0.735807894756519,-1.64486427176447,0,0,0,-0.0733219125534577,-0.991128635259284,-0.364236604591586,0.734652191617866,1.19643542114423,0.653749545492259,0.554221367135651,1.19643542114423,1.19643542114423,0.176027281858718,0.257997420957556,0.256235490655391,0.220459627941359,0.243390681699354,-1,1,-1,-1,-0.74649729513221,8,0.161609043848816,0.354022182251294,0.357155380416339,0.00401885242390745,-0.789562435572763,0.263313301560388,2.30098476740701,-0.348898123443215,0.404313629578166,8845.0000000001,6.92349751319344,0.0499981100322811,2958.0000000001,0.286326192723908,7.20982370581735,0.0780999623768287,0.40791293328539,-0.0787181545705239,2.12615499836165,0.228533066422612,0.215693674455652,-0.0363316135240355,-0.140191177384138,-0.0249756398968668,-0.0491503876079952,-0.510455371020387,-0.41881852971535,0.452603426946591,66.0000000001,29.871826171975,0.452603426946591,66.0000000001,29.871826171975,2.04375050477235,0.749052638453019,1e-10,-2.36928838387967,-2.18726657135465,2.83183113708374,-0.552537636831914,8.88178419700125e-16,-1.00000000000001,1.43528589127916,1.4440936735015,1.31974190184448,-2.55451807392697,-0.0843097519264922,0.624437736396579,-1.70571065834914,-1.70571065834914,-2.62762605536838,1.31527446315105,-1.87274136880338,-1.79401846006807,-1.29515681300853,-1.40564767399916,0.0131698933540053,-0.136338458607986,0,8845.0000000001,0.434210526415789,0.0749983517859838,0.0031016104908449,0.323584680068304,0.323584680068304,0.00637275214637401,2.33472089951283,17517.4604421874,5.82076609134674e-11,1,1,"SNETWORK (1 318 17517.4604421874 0.00637275214637401 1 1)",408555.714595243,4456584.2158978
318,2,-0.739889576247358,52,0.735807894756519,-1.64486427176447,0,0,0,-0.0746542672989697,-0.991128635259284,-0.358773253690246,0.734054851819665,1.19750466342731,0.654072285915399,0.554064987249511,1.19750466342731,1.19750466342731,0.177499320346768,0.256449336328263,0.254654425608151,0.219136479149421,0.24172501129814,-1,1,-1,-1,-0.739889576247358,8,0.201470040793529,0.149678578979166,0.150503678951889,-0.288632591686853,-0.78218988992437,0.195658652470304,0.726872053550187,-0.317475731604527,0.258858334783719,7521.0000000001,3.76918160698726,0.0743317453177728,4301.0000000001,0.618946474887643,4.3881280817749,0.0548780666090399,0.16029991422293,0.503940879965098,-0.00728752853045265,0.520236260366738,0.267626183671371,-0.513654552622873,-0.055071951256227,-0.491037615331439,-0.00862973327204002,-1.10330762832366,-1.04216546371347,0.621734043437264,53.0000000001,32.951904296975,0.621734043437264,53.0000000001,32.951904296975,2.22897076213689,1.09202816449178,1e-10,-0.952777348655374,-0.794745908978422,3.03958716659891,-0.454792716635034,-8.88178419700125e-16,-1.00000000000001,1.43528589127916,1.4440936735015,1.31974190184448,-0.685671076382482,0.269619799187617,0.656070809498485,-0.640903065542311,-0.640903065542311,-1.69535678184135,-0.822419078051392,0.938435019338414,0.901288595908258,0.245014090455992,0.852559117998059,0.0131698933540053,0.47161946159176,0,7521.0000000001,0.0921052632578947,0.0471375026110127,0.00774056389802719,0.412097541809491,0.412097541809491,0.0115238318961884,0.592723081681157,17523.564968948,5.82076609134674e-11,2,1,"SNETWORK (1 318 17523.564968948 0.0115238318961884 2 2)",408558.616934053,4456579.31355914
318,3,-0.730095820659483,53,0.735807894756519,-1.64486427176447,0,0,0,-0.0753205358747786,-0.991128635259284,-0.358773253690246,0.733751811141553,1.19747783143092,0.653196101737628,0.552744739156788,1.19747783143092,1.19747783143092,0.177734103654751,0.256144627142219,0.254380863063756,0.219026200138179,0.241309927176923,-1,1,-1,-1,-0.730095820659483,8,0.300153567626869,-0.0382923208530251,-0.0383770408186508,-0.584325906950448,-0.776710299033873,0.500887985934995,0.726081422101599,-0.417848115136833,0.383529983941263,10656.0000000001,7.91230200593149,0.0716006099814963,3324.0000000001,0.460773037797742,8.37307504362924,0.119535352554102,-0.0384206676511022,0.0726955028366664,0.585122941137591,0.645657613906043,0.197323902321032,-0.882741900495045,0.179742175243574,-0.968254392181648,0.217167372726505,-1.00950639664277,-1.10398057510791,0.578150256026724,58.0000000001,33.53271484385,0.578150256026724,58.0000000001,33.53271484385,2.26389775898774,1.35017500584111,1e-10,0.196572840802391,-0.163099877302896,-0.123060784861833,-0.188484282051792,0,-1.00000000000001,0.717642200179799,0.72204605764451,0.659870950922239,-0.506289877691369,0.331412767002736,0.343889507755906,-0.489965985862008,-0.489965985862008,0.386701938142193,-0.626234245669824,0.665061088949071,0.886252346355088,0.970831623942004,0.135204559264665,1.04401062001222,0.726960841093751,0,10656.0000000001,0.223684210626316,0.112957283205205,0.006578069248897,0.478718376074775,0.478718376074775,0.0164041782384617,0.485606228789436,17529.3486504855,5.82076609134674e-11,3,1,"SNETWORK (1 318 17529.3486504855 0.0164041782384617 3 3)",408561.585294227,4456575.34519904
318,4,-0.727642310280715,54,0.735807894756519,-1.64486427176447,0,0,0,-0.0773197065141803,-0.991128635259284,-0.379999263934467,0.730805906087985,1.19410525934566,0.640903131460843,0.545045776183624,1.19410525934566,1.19410525934566,0.185210449157018,0.251716285726784,0.249611736847927,0.213439749654004,0.237518256528466,-1,1,-1,-1,-0.727642310280715,8,0.379276515081802,-0.0354326758057233,-0.0355129950579845,-0.646925552706248,-0.767956039443319,0.632125068482586,0.724592159954805,-0.176298715465282,0.548966166582927,12359.0000000001,13.1352466707598,0.167044164364013,315.0000000001,0.101871144134448,13.2371178147942,0.188594668593052,-0.0355878372002248,0.597836961853368,0.14666020175788,0.569915591152353,0.514498239431831,-0.164665538315337,0.229406333908502,-0.160508323717339,0.260812829225099,-0.137094525708111,-0.149459087436878,0.213778409190909,44.0000000001,9.4062500001,0.213778409190909,44.0000000001,9.4062500001,0.813054680890152,0.0144943329589273,1e-10,0.256387246370917,0.14265112082757,3.03954549823446,-0.032700461562596,-8.88178419700125e-16,-1.00000000000001,0.717642200180185,0.722046057644896,0.659870950922593,-0.46927943418758,0.351239333178397,0.274020440438156,-0.45744129966338,-0.45744129966338,-0.665593378680874,-0.605346783860506,0.447541080882296,0.698878189006785,0.968447360981585,-0.10592088855939,0.979794312449066,0.539794798981882,0,12359.0000000001,0.144736842205263,0.187143268353902,0.00145140013914944,0.134014717202527,0.134014717202527,0.019672411575237,1.93182442104707,17533.221822487,5.82076609134674e-11,4,1,"SNETWORK (1 318 17533.221822487 0.019672411575237 4 4)",408564.616933612,4456573.31355958
318,5,-0.714667517718909,56,0.735807894756519,-1.64486427176447,0,0,0,-0.0806528744531108,-0.987538305943005,-0.379999263934467,0.726843066451139,1.18951842232304,0.625225516541651,0.535707142942526,1.18951842232304,1.18951842232304,0.194975755288493,0.245210405264857,0.242826742950748,0.205855095760091,0.231656717545473,-1,1,-1,-1,-0.714667517718909,8,0.436376648237187,0.0307888527501813,0.0308940427888496,-0.626999532819136,-0.759967980807279,0.700855407481517,0.719322241972036,-0.186781288463791,0.229541311816166,5442.0000000001,2.41840325184041,0.136336638952499,8683.0000000001,2.29187910738007,4.71028235912048,0.064049796275499,0.0316124190869306,-0.0414785698160506,1.20689360565058,0.319895022464575,0.568515504710913,0.412629869539278,0.211261106804869,0.462805482110292,0.244812167749412,-0.147307418225072,-0.160479089721478,0.442003615459043,47.0000000001,20.774169921975,0.442003615459043,47.0000000001,20.774169921975,1.4966636570843,0.58979459054749,1e-10,-0.898546970154387,-1.15838107457661,-1.1625447824724,-0.535645344345435,8.88178419700125e-16,-1.00000000000001,1.43528589127916,1.4440936735015,1.31974190184448,-1.62344387926695,-0.412935993253429,-0.192624689848092,-1.27436873616816,-1.27436873616816,1.69369075909507,-0.715099320899436,3.22991394203315,3.69791785040595,2.67905486276373,2.0232884211173,-0.889238218179581,-1.45887315137838,0,8683.0000000001,0.0657894737842105,0.0328851273740517,0.0311646688014473,0.282484413415924,0.282484413415924,0.0334091232094246,1.85056085884571,17549.5011518405,5.82076609134674e-11,5,1,"SNETWORK (1 318 17549.5011518405 0.0334091232094246 5 5)",408577.239408985,4456573.31355958
318,6,-0.70339185237833,57,0.735807894756519,-1.64486427176447,0,0,0,-0.081319690646907,-0.987538305943005,-0.36416641719254,0.725904805890062,1.19089889291833,0.626558279416037,0.535065593007893,1.19089889291833,1.19089889291833,0.197837160742019,0.240900805572485,0.238605200555521,0.201858055570919,0.227190810946569,-1,1,-1,-1,-0.70339185237833,8,0.347511732082062,-0.285325245092362,-0.284585269196385,-0.859529405639225,-0.752695587538063,0.291257019322811,0.718919738689119,-0.331267408853931,0.211458252475514,2312.0000000001,0.946502553548066,0.220909335934374,8712.0000000001,3.72598633922153,4.6724888926696,0.0794112102884185,-0.263059696533368,0.314339958151455,0.0305753013357711,0.558472656915376,0.722291290161376,0.233709849195858,0.255612825957122,0.351884855303179,0.283201833249326,-1.45722847917248,-1.59340305949583,0.450250799105682,44.0000000001,19.81103515635,0.450250799105682,44.0000000001,19.81103515635,1.43874562321436,0.799865510315953,1e-10,0.115815619779077,-0.0843651632503448,-0.152498047787169,-0.138043083594606,0,-1.00000000000001,0.717642200179799,0.72204605764451,0.659870950922239,-0.483353385356897,0.347969484843509,0.295565486839712,-0.469866721578225,-0.469866721578225,0.134670390976186,-0.0982390926233162,0.0474540178751641,0.327090122819138,1.09691430702955,-0.624948762590608,0.890229462428784,0.633377759411602,0,8712.0000000001,0.144736842205263,0.0160862689979352,0.0633249411904832,0.33669813091368,0.33669813091368,0.0391183164512291,1.15951967069244,17556.2670969663,5.82076609134674e-11,6,1,"SNETWORK (1 318 17556.2670969663 0.0391183164512291 6 6)",408583.012908379,4456570.91758364
318,7,-0.701196435554028,58,0.735807894756519,-1.64486427176447,0,0,0,-0.081319690646907,-0.970694613050021,-0.379350319684525,0.72318035363973,1.18809358022389,0.616303821026318,0.52825200849819,1.18809358022389,1.18809358022389,0.201073438317352,0.237651707715002,0.234803690428984,0.195551471116952,0.225656155949881,-1,1,-1,-1,-0.701196435554028,8,0.237485482711671,-0.542694979396875,-0.538282607456204,-1.00405266653767,-0.749082921677267,0.540897386157289,0.718244108178507,-0.407450492148798,0.123651749440456,5360.0000000001,1.28314098229295,0.228464198525267,4726.0000000001,2.09036051004144,3.3735014922344,0.0687925932625328,-0.459492547780224,0.13961036119341,0.392348840877335,0.504679327522471,0.296663465432932,-0.430341942567062,0.561025449687511,-0.634101492538218,0.526141117009426,-1.22310626485438,-1.33684617029321,0.495125325620833,30.0000000001,14.853759765725,0.495125325620833,30.0000000001,14.853759765725,1.14064025496871,0.668896578770442,1e-10,-0.778918173066332,-0.869131432906661,-0.181066211183086,-0.454677823121436,-8.88178419700125e-16,-1.00000000000001,1.43528589127916,1.4440936735015,1.31974190184448,-0.998368381618205,-0.041933480091546,0.123773955858701,-0.879255576212742,-0.879255576212742,1.71666218776036,-0.331157486994382,2.48627527365581,2.89589871155802,2.20641211868549,1.46300353757948,-0.742425580371398,-0.353004265746787,0,5360.0000000001,0.513157894836842,0.0261658682422352,0.0426267249202976,0.302898532836911,0.302898532836911,0.0436256973705642,0.324277780044082,17561.6087784737,5.82076609134674e-11,7,1,"SNETWORK (1 318 17561.6087784737 0.0436256973705642 7 7)",408587.37583399,4456568.55465788
318,8,-0.689932239167208,59,0.735807894756519,-1.64486427176447,0,0,0,-0.081319690646907,-0.970694613050021,-0.379350319684525,0.722384871859686,1.18909903960822,0.616322718220966,0.527305141211413,1.18909903960822,1.18909903960822,0.20181053071629,0.234690668770141,0.231700439845528,0.191861614238442,0.223117092904855,-1,1,-1,-1,-0.689932239167208,8,0.223717799415405,-0.560935331927392,-0.556141820259822,-1.00987331397451,-0.742615810111079,0.484609685452209,0.715573211394005,-0.468409227747354,0.097832875364173,4229.0000000001,0.800998723932402,0.13114876021287,5709.0000000001,1.44955117970906,2.25054990354146,0.046490873860641,-0.472125992276241,0.480734058230095,0.214694953331727,0.077647003030156,0.556073388352355,0.869993636525122,0.548695372012302,1.47428840915175,0.51686062768371,1.50729871515554,1.64886209784662,0.297910748206061,33.0000000001,9.8310546876,0.297910748206061,33.0000000001,9.8310546876,0.838600277578033,0.282134862754594,1e-10,-1.89153853442782,-1.96993609047091,-1.26339858270359,-0.535280041891943,0,-1,1.43528589127916,1.4440936735015,1.31974190184448,0.739207250298445,0.661931112296648,1.08401107176462,0.92152465250811,0.92152465250811,0.557553025659285,-1.4054264074766,1.43810904336268,2.03052689505955,2.30111126721675,0.240725937222565,-0.41268561995398,0.452888003943597,0,5709.0000000001,0.434210526415789,0.0165466806557731,0.0299441931048679,0.203085619968528,0.203085619968528,0.0480167474821601,0.587161598727107,17566.8125967439,5.82076609134674e-11,8,1,"SNETWORK (1 318 17566.8125967439 0.0480167474821601 8 8)",408591.651359165,4456566.3135601
318,9,-0.689435459732275,60,0.735807894756519,-1.64486427176447,0,0,0,-0.0819865677287807,-0.970694613050021,-0.379350319684525,0.722317853248181,1.18911492720513,0.616161562622778,0.527134417488901,1.18911492720513,1.18911492720513,0.20180675769656,0.234598021272405,0.231562819313891,0.191630349736859,0.223102441148636,-1,1,-1,-1,-0.689435459732275,8,0.244325498783848,-0.373043544524367,-0.371396485578119,-0.863076503352258,-0.734575543969649,0.0377760734841709,0.714808455156462,-0.0933882227261069,0.104822935824629,5406.0000000001,1.09708854776867,0.143969173642381,2406.0000000001,0.670616842071582,1.76770538974025,0.0319655895104391,-0.333990909985788,3.0133581627214,0.56152772790196,0.648336002948142,0.497582895463047,-0.324007188283025,0.193487045550109,-0.41671459485934,0.229004687664841,1.60056190648699,1.75044957633294,0.274315086670946,37.0000000001,10.149658203225,0.274315086670946,37.0000000001,10.149658203225,0.857759475093944,0.206387583604684,1e-10,0.370415849613523,-0.00663324922475514,-0.171499265672369,-0.0949668539578238,-8.88178419700125e-16,-1,0.717642200179799,0.72204605764451,0.659870950922239,-0.356157684928872,0.374327102849977,0.355502603505255,-0.354965003434356,-0.354965003434356,0.332277426845475,-0.29822233138835,0.342921219053491,0.642141073497581,1.16308280176871,-0.33319108266448,0.736448304845345,0.783798822573583,0,5406.0000000001,0.328947368521053,0.0198387594828845,0.0121268299275546,0.183537261739874,0.183537261739874,0.0530002954094396,1.64081685894991,17572.7185821222,5.82076609134674e-11,9,1,"SNETWORK (1 318 17572.7185821222 0.0530002954094396 9 9)",408595.403224351,4456562.52726737
318,10,-0.672293030383196,62,0.735807894756519,-1.64486427176447,0,0,0,-0.0846546851043243,-0.973438580005493,-0.392748117687243,0.717221524921089,1.18174542722769,0.594193106962084,0.511576144608525,1.18174542722769,1.18174542722769,0.21049795444879,0.2273879465076,0.223400449625295,0.178731446774491,0.219111312810915,-1,1,-1,-1,-0.672293030383196,8,0.221454056664384,0.239240903358329,0.240918214390384,-0.201439972733121,-0.719890347769034,0.358267201409778,0.709742663838602,0.0898465104228846,0.0714843095527543,2002.0000000001,0.277066565384717,0.107944521527396,1971.0000000001,0.411904513844031,0.688971079128748,0.00809023656379061,0.264512793786238,-0.608743711873834,0.944122709534521,-0.11378176045778,0.653783484779892,1.43705137570756,-0.043691500970078,1.34014769353702,0.00260124399562341,0.650490273461455,0.711717635013413,0.174748884028571,35.0000000001,6.1162109376,0.174748884028571,35.0000000001,6.1162109376,0.615208438955733,0.226503640016082,1e-10,-0.372751303217143,-0.512554832793376,3.0393725807471,-0.485083360399594,0,-1.00000000000001,1.43528589127916,1.44409367350151,1.31974190184448,-3.20451064926034,-0.362826114688335,0.0897212814452239,-1.92393497695408,-1.92393497695408,0.578743923110838,-1.14048924404404,4.18800048032263,4.99945927888287,3.60366985750214,2.56569145234538,-0.699969101153675,-1.27452883797837,0,2002.0000000001,0.381578947468421,0.00325345155637529,0.00483678490741532,0.0718195498373492,0.0718195498373492,0.0697074783496185,2.93179454933852,17592.5182067263,5.82076609134674e-11,10,1,"SNETWORK (1 318 17592.5182067263 0.0697074783496185 10 10)",408608.043261334,4456568.31355995
