"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_ch_area","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min","hs_storm.accum.30.min","hs_storm.accum.60.min","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_lidar.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ch_lidar.erosion.norm","ch_lidar.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
43,1,-0.967854484138018,3,0,0,-1,-1,-1,-0.594654197721859,-0.655679235969755,-0.871478721814338,0.880671773718327,0.255731137697638,-0.725587508615968,-0.45295780418559,0.255731137697638,0.255731137697638,0.503150951427785,-0.306578549438515,-0.284171604166876,0.499573271576022,-0.427865888938049,0,0,0,0.901960784313725,-0.967854484138018,11,0.162521373807493,-1.35361546527388,-1.34144295741153,-0.221018152212802,-0.965837625385714,-0.0499711231977354,0.836490469784844,0.149948109146973,0.487931875878096,7.0000000001,3.36608978175753,0.0362317972885204,1.0000000001,0.0357074093692258,3.40179719102676,0.0912800526284935,-1.28737346762407,0.252342506509011,-2.30613361393104,-0.271170026901799,-0.409334072331543,-0.167801228449197,0.0913018721020968,-0.192868370535397,0.994595767945139,0.294233568601546,0.488476769919675,0.0951291349071808,94.0000000001,0.357685546975151,0.0951291349071808,94.0000000001,0.357685546975151,0.5682841541525,0.209463129838965,1e-10,-0.257261175249639,-0.404298035607159,-1.42601511887586,-0.00302404990473979,0,5.6843418860808e-14,-1,-0.999999999999998,-1,1.04788592694037,1.49938657128899,0.143556936584633,-2.73482048005141,0.0637930944506985,0.250474140577738,0.879859888900499,1.79196097305869,-0.0840921166610914,-2.21159388366256,-0.126962565356772,0,7.0000000001,0.773809523909524,0.090321919515025,0.000958133013468504,0.00959773721800032,0.00959773721800032,0.0148935465550297,0.0636109872139059,2819.29870464047,0.0312500660060792,1,2,"SNETWORK (2 43 2819.29870464047 0.0148935465550297 1 1)",453469.5,4501058.2605288
43,2,-0.915501421613913,5,0,0,-1,-1,-1,-0.56087117517334,-0.610385156746921,-0.876498254689021,0.875795521508544,0.235800101828001,-0.733532659155731,-0.460494519538717,0.235800101828001,0.235800101828001,0.499529325849599,-0.353687376869745,-0.374123651266263,0.452437302005204,-0.444765274659417,0,0,0,0.901960784313725,-0.915501421613913,11,0.0590393998268915,0.673372029727833,0.676556157856275,-0.0686208184033585,-0.916859409904666,-0.453264938040243,0.832087385420572,0.275969793615124,0.365881066071085,1e-10,1e-10,1.04855660359131,1e-10,1e-10,1e-10,1e-10,0.691811103083396,-0.0797557925993515,-0.719112353011617,-0.157613001193759,-0.264276711159292,-0.127063850202399,-0.594217054420967,-0.114865147097942,0.174162758041248,-0.123559521820282,-0.275363975322324,24.108154296975,1.0000000001,0.964326171975408,24.108154296975,1.0000000001,0.964326171975408,0.51249441154536,0.318636250309619,1e-10,-0.161373781359609,-0.248455878933582,0.145407441915012,0.287828331072772,0,5.6843418860808e-14,-1,-1,-1,1.16870149463606,0.133159828645564,0.0492816565128412,-1.49813370129579,0.0637930944506985,-0.152102493530963,0.351737353852229,0.960827118169392,-0.501448155596325,-1.57485562464769,-0.425798121130392,0,1e-10,0.931972789215646,0,0,0.0220740735833784,0.0220740735833784,0.0306430328981648,0.541792665291947,2842.27198992954,0.0312500660060792,2,2,"SNETWORK (2 43 2842.27198992954 0.0306430328981648 2 2)",453450.692704195,4501052.69270419
43,3,-0.869763124142323,7,0,0,-1,-1,-1,-0.548584779992956,-0.59239621188339,-0.863105084972373,0.873559958750737,0.219447725690963,-0.731666128461371,-0.464376694003374,0.219447725690963,0.219447725690963,0.497727135922628,-0.365596108382822,-0.402371601056773,0.436915145342577,-0.446584496885644,0,0,0,0.901960784313725,-0.869763124142323,11,-0.0592874986570781,0.365428519173156,0.366416224347937,0.07412997708142,-0.86592863686094,-0.0568262788479255,0.830323211384803,-0.0749886435990624,0.243830256264074,6.0000000001,1.44180759861946,14.9301385880517,2.0000000001,29.4281051659769,30.8699127644964,0.723870902026723,0.371010277459521,1.5315875249041,-0.156255901625915,-0.435822959925283,-0.14064780908866,0.572847664789363,-0.0832230716463461,0.550328040931355,0.797188467528905,0.494561952445613,0.856784251560177,1.10029602060781,16.0000000001,0.704189453225297,1.10029602060781,16.0000000001,0.704189453225297,0.299825956541208,0.0832293783089004,1e-10,-0.0503941030636268,0.0750728922068688,0.145601894145081,0.794422659791747,1.77635683940025e-15,5.6843418860808e-14,-1,-1,-1,1.15828422401358,-0.988048856143928,0.428223529752881,-0.307998291758455,0.0637930944506985,-0.673887535645171,-0.444295118072813,-0.380192678160408,-0.753149640725704,-0.97447684341015,-0.443180842303302,0,6.0000000001,0.906462585134014,0.0338090546193187,0.690061847307404,0.0165125913523475,0.0165125913523475,0.0459811232989247,0.0365488277748227,2864.64518476835,0.0312500660060792,3,2,"SNETWORK (2 43 2864.64518476835 0.0459811232989247 3 3)",453430.470397858,4501049.5
43,4,-0.831375063905357,9,0,0,-1,-1,-1,-0.520910262958185,-0.551926990907196,-0.862038271407595,0.868083382439599,0.183220318998356,-0.717404859929744,-0.47228249530159,0.183220318998356,0.183220318998356,0.49374375470753,-0.367319997414335,-0.415822993320511,0.431623318252465,-0.444775081946007,0,0,0,0.901960784313725,-0.831375063905357,11,-0.104565138448275,0.259360249586912,0.259879039376903,0.117120600160595,-0.835575367697417,-0.0809402399507319,0.824846921148771,-0.599497687543157,0.0871736110256744,1.0000000001,0.0859119350394445,0.227295398812158,2.0000000001,0.448011440691657,0.533923375631102,0.0126244164234728,0.262251546803312,-0.774785341000994,0.77773232113824,-0.0550350268953038,-0.44353344323273,-0.606664680670572,-0.0992105651368299,-0.584129198143302,0.775468287737793,-0.675291696279608,-1.28150153234018,0.12099609385,5.0000000001,0.0241992188500102,0.12099609385,5.0000000001,0.0241992188500102,0.25608354100822,0.591497591219076,1e-10,0.184464095040956,0.0771869878258833,-1.24681335964151,0.674020086446662,1.77635683940025e-15,5.6843418860808e-14,-0.999999999999998,-1,-0.999999999999998,1.36404620094555,0.203633057286371,-0.783370038984875,-0.644059253507503,-0.41862859815556,-0.711702341501433,-0.61027805155387,-1.08971472730924,-0.634376977523195,0.0201528815118817,-0.432351008430371,2.88018355572623,2.0000000001,0.925170068127211,0.0020313552160023,0.0105930611074705,0.000572181376960752,0.000572181376960752,0.0622547929221079,0.526573747396469,2888.38307988494,0.0312500660060792,4,2,"SNETWORK (2 43 2888.38307988494 0.0622547929221079 4 4)",453413.046211241,4501038.5
43,5,-0.822926102984044,10,0,0,-1,-1,-1,-0.520910262958185,-0.551926990907196,-0.862541304970934,0.862989835002946,0.150309294038875,-0.712502009731935,-0.461682473661579,0.150309294038875,0.150309294038875,0.491329928235703,-0.359374092787703,-0.412583297396615,0.435683024227159,-0.439268628292859,0,0,0,0.901960784313725,-0.822926102984044,11,-0.277992695013043,0.0336894803859426,0.0337062284227543,0.313176213930844,-0.821179176400124,-0.045776464814532,0.82211245139333,-0.119609192414438,0.219278895209892,1e-10,1e-10,0.0617100969956947,1.0000000001,0.060816958045335,0.060816958045335,0.00146363546491729,0.0337717416766721,0.418691311393783,-0.736016328883512,-0.0431425353678766,-0.0642744032040754,0,-0.0396881506449601,0,0.840793501098027,-0.0682884828374095,-0.165331004536112,0.0275046609664773,44.0000000001,0.0484082032250205,0.0275046609664773,44.0000000001,0.0484082032250205,0.315441974935537,0.566404575731549,1e-10,0.0382092063680989,0.0498924549425793,0.367274235927547,0.615217356885387,0,0,-1,-1,-1,1.26828061729204,0.56324254181557,-1.2030653347533,-0.822483376292304,-4.70977197770087,-0.804730656492024,-0.688775098856749,-1.22241171111074,-0.721940156582449,0.244916874927099,-0.345913676169922,20.6432552815205,1.0000000001,0.858843537514966,0,0.00146363536491729,0.00116500332209257,0.00116500332209257,0.069493393425947,0.699818848364286,2898.94180102957,0.0312500660060792,5,2,"SNETWORK (2 43 2898.94180102957 0.069493393425947 5 5)",453403.955620256,4501034.95562026
43,6,-0.767819504363503,13,0,0,-1,-1,-1,-0.523230808649319,-0.500686575229027,-0.904750627658975,0.801749410724808,-0.0212963261829749,-0.489159283736001,-0.473605465872422,-0.0212963261829749,-0.0212963261829749,0.455559422443885,0.0026370854965388,-0.0974004912342461,0.485349963069366,-0.0963913376032482,0,0,0,0.901960784313725,-0.767819504363503,11,-0.309586892210437,0.31221375816386,0.312947673466793,0.376825372831979,-0.76363715897304,0.392606186340737,0.8007990238237,-0.733448126951127,0.321153666924102,5.0000000001,1.58252782226861,0.0729826039533991,11.0000000001,0.791189479590701,2.37371730175931,0.0558938592423891,0.316335403311972,-0.467294027080616,-0.367385217908582,0.982434255563191,0.924145431498814,-0.215670499445404,0.347524418670832,-0.205587182636806,1.24206310654918,-0.154333748522291,-0.177701274593277,0.00685648651032064,499.0000000001,0.136855468850058,0.00685648651032064,499.0000000001,0.136855468850058,0.16398416053942,0.479313328706494,1e-10,0.598963943558898,0.536069854336356,-1.00362090711396,1.48680870377505,0,0,-1,-1,-1,0.679728958821739,1.23164721245843,-0.43547157276508,-0.129552232800057,0.0637930944506985,-1.12576635325738,-1.06159153888905,-0.910762900256052,-1.20532314525784,1.95599475054046,1.30034060729961,0,11.0000000001,0.0850340137054422,0.0372637411874497,0.0186301179549393,0.00322253213886682,0.00322253213886682,0.0933248202908993,0.165887753847579,2933.70396128585,0.0312500660060792,6,2,"SNETWORK (2 43 2933.70396128585 0.0933248202908993 6 6)",453374.102983072,4501029.10298307
43,7,-0.70738521700914,15,0,0,-1,-1,-1,-0.576877709774914,-0.596395996876253,-1.03023830378847,0.775184148497348,-0.106041359495134,-0.540824913595362,-0.46816288337014,-0.106041359495134,-0.106041359495134,0.435866757974873,0.166773993029428,0.053628936738676,0.511517744837155,0.0565850064475747,0,0,0,0.901960784313725,-0.70738521700914,11,0.272091423238234,0.119631137918565,0.119759250422028,-0.232798238883656,-0.707048298986545,-0.554768109417444,0.731132526223712,0.542248246906172,1.10940706608408,17.0000000001,18.5869578335046,0.0648106365533305,8.0000000001,0.510980983747438,19.0979388171521,0.45653193149855,0.120318471232738,-0.191986731287828,0.200721391375588,-0.469851306185595,1.10051529625603,2.70139369853445,-0.699959975728841,2.6364239113152,-0.0375403238135736,2.30312872191305,4.05306031676278,0.00246793026975309,405.0000000001,0.0399804688500169,0.00246793026975309,405.0000000001,0.0399804688500169,0.243181963439082,0.575262963150536,1e-10,0.486058018809881,0.568501194658517,-1.07660825551789,1.54496229173374,0,0,-1,-0.999999999999996,-0.999999999999998,0.704449248924399,-1.6013546144115,0.307066809253913,-0.362366422100196,0.0637930944506985,-0.953086268608147,-0.863703214707076,-0.849767139059463,-0.999152367439437,0.293403835273525,0.956375404151556,0,17.0000000001,0.244897959283673,0.444317045928071,0.0122148854704784,0.000955724111984665,0.000955724111984665,0.109774411312373,0.239634035253119,2957.69846746792,0.0312500660060792,7,2,"SNETWORK (2 43 2957.69846746792 0.109774411312373 7 7)",453354.207372851,4501025.20737285
43,8,-0.658888898854637,18,0,0,-1,-1,-1,-0.584962643068569,-0.611592006580507,-1.17541295381543,0.7488472304066,-0.175920233103226,-0.452585413327682,-0.493298761695315,-0.175920233103226,-0.175920233103226,0.426091777970827,0.26978965568347,0.135155411986537,0.532824452276025,0.14926087736808,0,0,0,0.901960784313725,-0.658888898854637,11,0.353911377061886,0.189785158748793,0.190077057273021,-0.293082174402455,-0.658552766910716,-0.298700628415562,0.708010820267419,0.257883619848378,0.134246141284121,8.0000000001,1.05842542263896,0.123591733265085,8.0000000001,0.974423780506212,2.03284920304517,0.0483285411905854,0.19138941176038,1.15519822327768,-0.423595121090541,-0.0893594877876745,-0.399876037915179,-0.466951839531487,-0.348008030317431,-0.452173551645349,0.403880993962025,-0.411561935627646,-0.737762338413696,0.097174642397836,439.0000000001,1.70638671885072,0.097174642397836,439.0000000001,1.70638671885072,1.11914798502687,1.10141856639769,1e-10,0.116755941495389,0.266342047743165,-0.912092299695845,0.469735751869581,0,-5.6843418860808e-14,-0.779325266526606,-0.766988375008815,-0.773068280227521,0.324213119383834,-1.81861377357718,-0.314103161097753,0.355531787025404,0.0637930944506985,-0.980213614330704,-0.922637827622377,-0.533094511730381,-1.10836201236221,-0.667611757072912,0.0988675624220399,0,8.0000000001,0.187074830031973,0.0251627894732111,0.0231657516173743,0.0405672887758206,0.0405672887758206,0.134365460340365,0.805946508123493,2993.56866491876,0.0312500660060792,8,2,"SNETWORK (2 43 2993.56866491876 0.134365460340365 8 8)",453326.035701146,4501018.03570115
43,9,-0.611863157687031,21,0,0,-1,-1,-1,-0.600875654984982,-0.650707164764809,-1.31116399883235,0.72121390689452,-0.21753889167758,-0.34799244432057,-0.464795716214271,-0.21753889167758,-0.21753889167758,0.409900862035631,0.419501928857513,0.26977433038689,0.556733396890831,0.288759960204735,0,0,0,0.901960784313725,-0.611863157687031,11,-0.160502654654664,0.562151340442162,0.564399604606623,0.202042305403091,-0.611207577299931,-0.152129417657728,0.678442528355422,-0.287736993518504,0.230451478221372,13.0000000001,2.95250957728449,0.0443431431806716,3.0000000001,0.13110407561909,3.08361365280358,0.0712030000414719,0.575073995596259,0.139553039860673,0.440409037599946,0.0824670157448914,0.0395325576114836,-0.053070029967561,-0.20648069095992,-0.0468184788049383,0.552141276072893,-0.157898570926527,-0.254324119239122,0.0247080096913024,549.0000000001,0.542587890725229,0.0247080096913024,549.0000000001,0.542587890725229,0.719446573517641,0.0853981452841269,1e-10,0.722104734967305,0.70713942771583,-0.868685646994216,1.8125775143682,-1.77635683940025e-15,5.6843418860808e-14,-0.892900403142929,-0.886912965944162,-0.889863713352366,0.352225301249452,-0.177063812406229,-0.807957797046523,-0.0420461961536387,-0.187729752907191,-0.916381868426095,-0.828472407082747,-0.735430969789106,-0.979198168002935,0.425538343554266,-0.0311417392816476,0,13.0000000001,1e-10,0.0681757064693056,0.00302729347216633,0.0125287697797547,0.0125287697797547,0.157247785833688,0.502459826648706,3026.9464005593,0.0312500660060792,9,2,"SNETWORK (2 43 3026.9464005593 0.157247785833688 9 9)",453298.040679652,4501005.04067965
43,10,-0.544451221152897,24,0,0,-1,-1,-1,-0.668002630445289,-0.827108739582817,-1.44647907101712,0.578307307012375,-0.452093809761748,-0.512602300657386,-0.344341558956688,-0.452093809761748,-0.452093809761748,0.485845202965563,0.790998264292421,0.604814119491999,0.622023580142409,0.630851953995108,0,0,0,0.901960784313725,-0.544451221152897,11,0.569812428419607,-0.993095893841394,-0.986655583178968,-0.391809528585679,-0.540065814102227,0.543166396304671,0.535669393785697,-0.876105011242451,0.128810182313783,2.0000000001,0.25389178859833,0.0963429057107998,10.0000000001,0.949485211372156,1.20337699987049,0.0313888580419424,-0.957412865091313,2.86047264612484,3.11457316899084,0.37422820675026,0.98585698619741,0.914626220541154,0.610443378249368,0.967184796662345,1.31878746345323,0.962204328349905,1.49260223730899,0.0287497955842932,191.0000000001,0.219648437600093,0.0287497955842932,191.0000000001,0.219648437600093,0.0962987801983586,0.373206452388785,1e-10,0.341112011102734,0.416566071219799,-0.883339385479148,0.678548244942765,0,-5.6843418860808e-14,-0.999999999999998,-1,-1,-0.0740816711624872,0.759528966276006,-0.669373241559176,-0.422947210877145,-0.883387256258466,0.0812962150765045,0.0319026715300597,-0.0302659593901798,0.12891580701587,0.489419954476802,1.62333469132659,0,10.0000000001,0.608843537514966,0.00662250756273364,0.0247663503792087,0.00572930478409922,0.00572930478409922,0.184424409341371,0.833595679403071,3066.58809498877,0.0312500660060792,10,2,"SNETWORK (2 43 3066.58809498877 0.184424409341371 10 10)",453268.202156859,4501010.79784314
