"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_ch_area","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.resolution","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min","hs_storm.accum.30.min","hs_storm.accum.60.min","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
15,1,0.629354500972604,177,1,1,0.17072214580468,0.160394613030368,0.158844019730788,0.0149583640801351,-0.0804734321096924,0.59969368269463,-0.98432071814178,-1.25648375141617,0.558523303209109,-0.022487418610699,-1.25648375141617,-1.25648375141617,-0.778662827291058,0.600915578088052,0.695497279480623,-0.134663010127598,0.806186061352456,4.73118279569892,-10.2730236348817,-10.9708737864069,5.17573696145128,0.629354500972604,0,0.867710790275657,2.96641507779556,3.04311906202135,-0.419942944882609,3.51260715022797,0.624864720349758,0.499569974201224,-0.974820849717833,-0.440332088477794,2.3677905310148,0.0399851093800356,4102.0000000001,15.5287146662498,0.905308440233427,2225.0000000001,3.22049893000088,18.7492135961507,0.30658276036767,5.87212362585431,-2.73386220013721,-0.277497659396061,-0.682754707922962,-0.347193073999457,-0.202118882589779,-0.240960290622975,-1.09443676519805,-0.495936150953295,-0.101900057263619,0.407477960427203,-0.0175304647562176,-1.03126100873332,0.148847407544775,0.999999999999999,1,-3.08970622857277e-15,0,0,0.425543059625807,0.720771835945317,-2.12419089966426,-1.11231742997907,-0.449317602105394,-0.912179359675803,-1.06194327559229,-1.95886931714679,-0.352250241708689,1.20074323464684,1.07758629552572,0.578692664749395,4102.0000000001,0.25392191418418,0.0526608460834893,0.00912571703100107,1.36675536597613,3156.65621221618,0.0625,1,2,"SNETWORK (2 15 3156.65621221618 0.00912571703100107 1 1)",453246.5,4499860.54472357
15,2,0.653978974281821,179,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.0149583640801351,-0.121840846629913,0.516582714279506,-0.993840747489691,-1.29035753927302,0.518813691518675,0.0998062253992828,-1.29035753927302,-1.29035753927302,-0.818008620409985,0.610089746110324,0.704397685905704,-0.0598935064009494,0.806244499196669,4.73118279569892,-10.2730236348817,-10.9708737864069,5.17573696145128,0.653978974281821,0,1.16119497379502,0.132046354107754,0.131898030763232,-0.550447305017654,0.131046350915577,0.646951373011279,-0.617344870436237,-0.983719497358858,0.420618305847608,11.9119339691372,0.0399851093800356,2394.0000000001,45.5935069029944,0.577777222767501,7291.0000000001,6.73510064245891,52.3286075453533,1.21332107697613,-0.331261194932141,0.475166549655084,-1.0851096868596,-0.307506063912437,0.873892213277334,-0.686581887839064,0.870632373460017,-1.47429466972502,0.747046154757781,0.439292051873261,0.00571078921298327,-0.0958164694940443,-1.16114543498175,0.10438681235968,0.999999999999999,0.999999999999998,0,0,0,0.482950276414677,0.722925011976478,-2.46847637536912,-0.676823745440054,0,-0.959069798418846,-1.07588588910057,-1.96340312406726,-0.395502498750136,1.0136311864875,1.07758629552572,-0.133482261814267,7291.0000000001,1.05715717442202,0.156163902454104,0.0446180648501069,0.410847690589853,3181.42885784975,0.0625,2,2,"SNETWORK (2 15 3181.42885784975 0.0446180648501069 2 2)",453239.5,4499839.5
15,3,0.662526633622389,180,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.0462979750453764,-0.17721178345121,0.504753912903431,-0.997122341097299,-1.3077421161238,0.502573474962557,0.157684204477414,-1.3077421161238,-1.3077421161238,-0.833031166692224,0.619002129269614,0.714444549556827,-0.0185864879379731,0.810820813832924,4.73118279569892,-10.2730236348817,-10.9708737864069,5.17573696145128,0.662526633622389,0,1.29750238345265,-0.662271192070976,-0.656007700833459,-0.579254880105467,-0.62661533596822,0.656395057315921,-1.116002204692,-0.987447706954877,0.921481021728006,6.64907816802582,0.0399851093800356,455.0000000001,4.83692562914613,0.944120583207271,1463.0000000001,2.20835234464096,7.04527797368709,0.180235355456439,1.52697794250218,-0.329008686019384,-1.12504637941911,-0.646393788985576,0.566799234770861,-1.3022400300536,0.621565960521285,-2.00297159424274,0.550417442446636,0.334200173838071,1.33137914516794,0.498058314400994,-0.0677680870859933,0.320422816087683,0.999999999999999,0.999999999999998,0,0,-3.22482200046058e-15,0.00623429886091482,0.253860605819654,-2.3035589986273,-0.958374094015189,-0.849710364595671,-0.900128043727621,-0.9300593537872,-1.12750778100929,-0.554334933268158,-0.416231038081492,-0.582757076142537,0.605762995021533,1463.0000000001,0.123740328323756,0.0564950270326824,0.0590471188549074,2.09851392615024,3191.49992566162,0.0625,3,2,"SNETWORK (2 15 3191.49992566162 0.0590471188549074 3 3)",453234.5,4499831.5
15,4,0.689831754751278,184,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.136453716454579,-0.285444718968714,0.444335120619705,-1.05297558550486,-1.47305166655685,0.464283599082658,1.19464544571513,-1.47305166655685,-1.47305166655685,-1.07083553312581,0.756174417425346,0.855040558203341,0.359730396981213,0.918350655830877,8.46774193548389,-18.3053178484105,-20.2791262135906,8.83290816326535,0.689831754751278,0,1.39243091601314,3.991609149948,4.12972975757871,-0.542258081023032,5.05043476739263,0.681347594448992,-1.32548969001629,-1.04192273579945,0.853727326538374,0.0360174366260854,0.0399851093800356,461.0000000001,0.0265466852766178,0.0777272359503884,36304.0000000001,4.51153443620148,4.5380811213781,0.0654339523469942,1.56099811619547,-1.02526088602102,-1.20366264219657,-1.27068105993276,0.0328557736046263,-2.34240888911364,0.0245583739515454,-3.25274146993439,-0.089094091049661,-0.0148003877327788,1.84028975657548,1.1790972648207,-0.473474939463402,1.11150942534347,1.03846169364526,1.45597282987869,0.447203650067706,0.435171637412047,0.435889243717289,-0.847704831367668,-0.100604192799314,0.498877571128991,-0.0683620130710626,-7.59227763017161,0.451067223061312,0.522949445498157,0.778685804778161,0.23604358309763,-0.854696577969149,-1.1059277822844,1.38795790846318,36304.0000000001,0.000382772912986971,0.0650511793340072,0.130398220635659,0.579195801441536,3241.30095795703,0.0625,4,2,"SNETWORK (2 15 3241.30095795703 0.130398220635659 4 4)",453198.155681602,4499808.11466012
16,5,0.378178298770678,145,0,0,0.17072214580468,0.160394613030368,0.158844019730788,-0.557246730845577,-0.428543740166908,-0.653612796457,-0.363941159843879,-0.435329865873342,-0.987537461344917,0.778089080318093,-0.435329865873342,-0.435329865873342,-0.0122965541559862,0.543492755780706,0.603500599314925,1.16051592413248,0.551595961628305,0,0,0,0,0.378178298770678,0,-0.237948115333459,5.54273626904514,5.80256793117789,0.860370890439766,7.77135418817573,0.374329791546019,0.00621311583882745,-0.141030320155094,-0.263388507746733,0.178309520455785,0.0399851093800356,2942.0000000001,0.838713772853996,0.099184898961207,13331.0000000001,2.11399939087084,2.95271316362483,0.0352105317655145,-0.298155245696652,-2.24209742763987,1.05057435146013,-0.136401511966008,-1.2908104326874,-1.11826481002274,-0.656278945992921,-1.04113113649871,-0.540566346257443,-0.398104738542597,0.826597426847868,0.235492165080054,0.00897789619510805,0.344438028085471,0.999999999999999,1,3.08970622857277e-15,3.09770525822203e-15,0,0.111328104096639,-0.461895459860971,1.27192541913596,0.00694000669291289,-1.89814662109636,-0.348591932419152,-0.39115660354237,0.503983908036763,-0.450878546000106,-0.666204265953896,-1.31555372623322,0.819752274581411,13331.0000000001,0.0100014990344013,0.0252090326311132,0.0160995982332645,1.25991717469878,2797.8795094126,0.0625,5,2,"SNETWORK (2 16 2797.8795094126 0.0160995982332645 5 5)",453466.5,4500083.97618858
16,6,0.384985867706743,146,0,0,0.17072214580468,0.160394613030368,0.158844019730788,-0.583956087649506,-0.432971756719962,-0.611175698705038,-0.381600022451954,-0.469660011279629,-0.942231394947361,0.663769788340002,-0.469660011279629,-0.469660011279629,-0.0433865212811223,0.557584345845013,0.620588254111608,1.13852721178134,0.571414278223892,0,0,0,0,0.384985867706743,0,-0.346441145755366,4.41741815791647,4.58565467077081,0.94810490531723,5.74732496837247,0.381707056204646,1.06430924442877,-0.367752556766897,-0.597646318764713,0.104168363763344,0.0399851093800356,1076.0000000001,0.179202757538306,0.124734122055552,13326.0000000001,2.65755130674593,2.83675406418423,0.0388230931980176,-0.35222744444449,-0.296907714680477,1.10958003508106,0.00215223041505273,-1.17136725441106,-0.141279177102743,-0.684684045688585,-0.440585290161302,-0.970179081867249,-0.804551291710109,-0.112198003866486,-0.211627116654143,0.11654621645753,-0.109189309330848,0.572214780199505,0.572214222926849,-3.08970622857277e-15,0,0,0.436849205443508,0.684997493176727,-1.21011644007167,1.15679967359094,-1.10520544150506,0.0972320824597851,0.361076930440836,0.253167027478906,0.0358343179528759,0.540852742555025,0.783853132408058,-0.133482261814267,13326.0000000001,0.00245252326366006,0.0363705698343576,0.0426636889115868,1.61991507728227,2807.39406712603,0.0625,6,2,"SNETWORK (2 16 2807.39406712603 0.0426636889115868 6 6)",453461.52312146,4500076.52312146
16,7,0.40113694764401,148,0,0,0.17072214580468,0.160394613030368,0.158844019730788,-0.581613005783404,-0.433836161104316,-0.612756789564622,-0.392956300880237,-0.506282951703355,-0.936197651661723,0.593298032212135,-0.506282951703355,-0.506282951703355,-0.0675034605582381,0.552229109201167,0.613324667107068,1.0976738212815,0.570979282758312,0,0,0,0,0.40113694764401,0,-0.371084291842531,1.01773330611331,1.02563506868631,0.620359554401789,1.06621357517583,0.399084975307191,0.901798916430602,-0.394778151906881,0.484189360436292,0.0729232726696029,0.0399851093800356,856.0000000001,0.0998013669879467,0.0964199451261306,15523.0000000001,2.39298023542026,2.49278160230821,0.0518101437297019,-0.0282275934313972,-0.359813206860728,0.180924629329439,1.16530240797442,1.01209698360013,0.553687648213391,0.905171850778843,0.0194038737944896,0.114229821962084,0.0953539866974914,0.529641922421218,0.505674277660923,0.115556476861889,0.609178059870311,0.529126202993473,0.529125578395197,3.08970622857277e-15,3.09770525822203e-15,0,-0.546823502039245,0.252330885524388,-0.0423262715791343,0.204669004977376,-2.33376499750588,-0.873045600324893,-1.01905172069332,0.0656884353581393,-0.835103100793226,0.112148107951893,-0.130543590928178,2.07675131429814,15523.0000000001,0.00207427844794933,0.0497358651817526,0.102999273579691,1.89841535667198,2829.00468461147,0.0625,7,2,"SNETWORK (2 16 2829.00468461147 0.102999273579691 7 7)",453450.191854759,4500060.19185476
16,8,0.407799665971536,149,0,0,0.17072214580468,0.160394613030368,0.158844019730788,-0.605985534886776,-0.454471973744594,-0.648579704832138,-0.402329991600564,-0.508134595800107,-0.95314918103348,0.61836716384725,-0.508134595800107,-0.508134595800107,-0.0824778240016575,0.568075645937228,0.631993148573925,1.09872227810423,0.589549594550842,0,0,0,0,0.407799665971536,0,-0.434474415196076,0.357272432587007,0.357692950867603,0.671954938349799,0.359449326843784,0.405721425749159,0.176487257718587,-0.397017039880069,0.0268157906728244,0.408170967688442,0.0399851093800356,549.0000000001,0.358270483732463,0.104809337302542,10159.0000000001,1.70234472569347,2.06061520932594,0.0464667424273372,-0.369878948824625,-0.0351740979425856,0.107800191999088,0.933627119342711,0.856068549788393,0.128024443556766,0.829776556230614,-0.272789411692151,0.434444340535675,0.393392955123427,-0.262477464261671,-0.0331471973346442,0.00357804088276078,0.0317793851249406,0.549360853978493,0.549360256220799,-3.08970622857277e-15,0,-3.22482200046058e-15,-0.00855264566413002,0.522578706414562,-1.291509524899,0.488824028844417,-1.51089438132373,-0.608861658450168,-0.623677050246167,-0.23148638416405,-0.508541255460732,0.446761093114492,-0.0461765252969631,-0.0690891626174211,10159.0000000001,0.00807897669196269,0.0383877656353745,0.1347349865864,0.258122254344766,2840.37158124781,0.0625,8,2,"SNETWORK (2 16 2840.37158124781 0.1347349865864 8 8)",453445.689778972,4500050.68977897
16,9,0.419388693550784,150,0,0,0.17072214580468,0.160394613030368,0.158844019730788,-0.611695414309785,-0.458058505724335,-0.649503818998621,-0.404082045854106,-0.511286942364492,-0.958708399455579,0.631543732964681,-0.511286942364492,-0.511286942364492,-0.0868108211562359,0.569962666232604,0.6339987540943,1.10105481970363,0.591442919687238,0,0,0,0,0.419388693550784,0,-0.53033434638334,-0.085970219481626,-0.085679967992238,0.823999017808979,-0.0842020881602876,0.414803377037556,0.101834806765536,-0.406757478003563,0.183774469321196,0.0725347096065647,0.0399851093800356,720.0000000001,0.0834977836144897,0.121100684025914,8820.0000000001,1.70770069668991,1.7911984802044,0.042666964088513,-0.321624681185969,-0.366454143391944,0.142794248443019,0.179249820941722,0.0538903590259721,0.162869939693502,0.0542698099456227,-0.256498783330172,-0.134129166909482,-0.119107462030474,0.730619381737843,0.48323583641443,0.00351132935588702,0.827226694356248,0.664861946324776,0.664861501775403,-3.08970622857277e-15,-3.09770525822203e-15,-3.22482200046058e-15,0.000990006584405693,0.26377636896984,-0.188526982359521,-0.382173186514416,-1.78750256884484,-0.465109771337357,-0.462261443934983,0.228853877789864,-0.490593177289738,0.147594246321543,-0.0792610898200168,0.764001845946157,8820.0000000001,0.00198894592749194,0.0406780180610211,0.163242865400549,1.16051610960858,2850.58235268167,0.0625,9,2,"SNETWORK (2 16 2850.58235268167 0.163242865400549 9 9)",453441.5,4500042.21447081
16,10,0.428224575579087,151,1,1,0.17072214580468,0.160394613030368,0.158844019730788,-0.644902496311094,-0.480802600552038,-0.674362998358649,-0.418533486487733,-0.541506656786021,-0.985519114419812,0.651978544109956,-0.541506656786021,-0.541506656786021,-0.113454483715014,0.584298162048179,0.649476567958788,1.09838056054099,0.608768435952703,0,0,0,0,0.428224575579087,0,-0.235882594539676,-0.516350101484002,-0.512270704523341,0.258065322325704,-0.492825638810406,0.42610689576228,0.137560101587662,-0.421048294049778,0.00811028542713968,0.110406119318256,0.0399851093800356,2214.0000000001,0.390811501027072,0.10915193120604,10387.0000000001,1.81266742339663,2.2034789243237,0.0553602394457711,-0.128756425352306,-0.319664702272764,1.52720662366312,0.101605799102918,-1.51645330559908,0.299891719466718,-1.63975845092529,-0.173746546520909,-1.62865149646599,-1.48596302148906,0.298472442882296,0.044524289749168,0.00228810213795735,0.241000261123842,0.999999999999999,0.999999999999996,-3.08970622857277e-15,3.09770525822203e-15,0,0.215359745151094,0.790351578282367,-1.17946801651667,0.223272076014642,0,-0.883692189473245,-0.896738783866973,-0.0720499703048783,-0.809815687297427,0.996317303246496,0.409915993158436,0.409059583131915,10387.0000000001,0.00981875433096099,0.0455414850148101,0.195003423051399,0.70421635650564,2861.95814801526,0.0625,10,2,"SNETWORK (2 16 2861.95814801526 0.195003423051399 10 10)",453435.5,4500033.90974329
