"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min","hs_storm.accum.30.min","hs_storm.accum.60.min","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","bootstrap_rep"
29,67000001,-1.16045792295097,1,-0.914876603618537,-0.853832397374456,-1.31184600508887,-1.30651564302517,-1.32383268064034,0.383100685198532,0.350837550301785,1.50932522370607,0.266291367102232,0.551814476102614,-0.149144782022889,2.03747505170535,0.551814476102614,0.551814476102614,-0.241521410028783,-0.313157326595325,-0.454554892251092,0.0897887967861714,-0.441922904987694,0.279260780287474,-1.27411842980705,-0.441958041958041,0.405132405132405,-1.16045792295097,8,0.888478429245086,0.81921556037492,0.824211651182835,0.289326884231079,-1.16273304792242,-1.01778178444009,0.257035252993942,0.759851129017546,0.07763671885,1.0000000001,0.000124125864864597,0.168891061239136,3212.0000000001,0.867315218033731,0.867439343798595,0.017612798780275,-6.62252146405253,-0.36092808929235,-0.775807193922736,-0.910035395603529,0.0914500189033373,-1.3536394159433,0.01520912330324,-0.564427997583592,0,-0.0217887644603681,-1.95897615163024,-2.17085239051545,0.289830477217045,-0.707520903169484,-0.517569772567778,-0.786941842179034,-1.82353096939301,-1.78110672715988,-1.89509958777477,-3.72073716621019,-0.306787644044484,-0.371212235882895,1.28712063941625,-29.9933587615813,1.66182789425185,2.22112452137028,0.226417788503547,1.82269079902069,-2.4136253111438,-1.86328987948022,0.117904014057036,3212.0000000001,2.52029392426881e-06,0.0176102783863508,0.00929600030986211,4.31155307085997,697.064729867548,0.25,454,2,"SNETWORK (2 29 697.064729867548 0.00929600030986211 67000001 454)",67
3,67000002,0.0383535932548558,89,-0.262529712993581,-0.273941878615531,-0.467885001197052,-0.45962963966976,-0.447550990366083,-0.405579435527492,-0.478240695016996,0.520637262991851,0.572240127222924,-0.478013167691005,-1.24371131211021,-0.659992594029053,-0.478013167691005,-0.478013167691005,-4.66254732135797,0.183858923522257,0.267173732500779,1.09727890294343,0.00295914267300702,0.0739219712525668,-0.0898203592814364,1.0005994005994,0.837837837837838,0.0383535932548558,7,-0.310138338577462,-0.278825656059958,-0.276105812961169,0.203902952261931,0.0418177024915029,1.29673195503163,0.56304551275364,-0.403632627000607,0.103524327955402,8057.0000000001,1.333554648289,0.0890276862454212,7104.0000000001,1.01116743201413,2.34472208020314,0.0578288792649789,-1.41945401611374,1.58918760132439,1.51727349460404,0.953097803733142,-0.717656708507951,1.08964241405796,-0.788794051536953,0.949989935035343,0.949178664684163,1.71367453006745,-0.295218389190489,0.0876094710068552,0.262085075067427,0.192330348477978,-0.229434239619868,-0.482240661174357,-0.58137137616504,-0.545253895480778,-0.521295068533326,1.044475619643,0.800450779267095,-0.985333852896991,0.209342287206935,-1.75589798947709,-0.101660066494616,0.0489902785130644,-0.337406292678497,-0.0418010047196673,0.471820985651474,0.850181020187132,0,8057.0000000001,0.0328900261845215,0.0249388529804574,0.819087130793321,1.62722538106726,2371.53893211375,0.0624998605480869,5,2,"SNETWORK (2 3 2371.53893211375 0.819087130793321 67000002 5)",67
17,67000003,-0.950448546190156,15,-0.823388943256684,-0.147031598306002,-0.358045591966192,-0.357303355798844,-0.355675841278248,-0.0340598767064322,-0.0288463302974273,0.341771849973529,1.35855217409707,0.647480799117289,0.0452691939431589,-0.0842512903097055,0.647480799117289,0.647480799117289,0.510670041808228,0.0208237603154864,0.0142278385338003,-0.497156025326184,0.0880269118114521,-0.596303901437372,0.141716566866268,0,-0.395577395577396,-0.950448546190156,9,0.825218832378171,-0.696574382338912,-0.685331126508246,-0.645604530960359,-0.949860275446588,0.388449241583727,1.3501063622303,-0.944899391343719,0.315984302550699,2995.0000000001,1.51306961327706,0.244488169152541,3734.0000000001,1.45958279822826,2.97265241140533,0.0789645364596456,-0.202530979279754,0.0567839103965751,0.430534841036567,0.421385239409074,-0.0207072159165997,0.592868735801119,-0.0308125982848043,1.05926218630819,-0.141997887083312,-0.409109524085125,-0.124506997766628,-0.529940245931201,-1.08027048613976,-0.500095351508037,-0.72095955102279,-0.614199618170983,-1.08694549606768,-1.07490430902851,-1.10877601826808,-1.27563373245702,-0.992897483019701,-0.317351089853088,1.48436382299878,0.0916247099176849,0.0313315616010076,-0.108846063243917,-1.47675604784055,0.425850235246136,-0.453024285741397,-0.778246474843867,0,3734.0000000001,0.0401926710401808,0.0387718653194648,0.0949095428812931,1.12502326781396,1285.02329875974,0.125,324,2,"SNETWORK (2 17 1285.02329875974 0.0949095428812931 67000003 324)",67
17,67000004,0.398315047279532,131,0.176611056743316,0.406018494492994,0,0,0,-0.527165811272449,-0.611460688181021,-0.182077121350431,0.650280567665786,-0.204039748972447,-0.39580969070507,0.17914319953775,-0.204039748972447,-0.204039748972447,0.365145799134975,0.249783583166542,0.31882756183653,0.0210586569756145,0.283083259314476,-0.443531827515401,0.0161216029479497,0.044324905863371,-0.265923265923267,0.398315047279532,9,-0.663078525733672,0.141341588469802,0.140842641041723,0.989882291661829,0.403595167489437,0.890537812998905,0.641352909426551,-0.28467857574266,0.703043747421866,5105.0000000001,5.73818665485725,0.497766541784525,2479.0000000001,1.97287151654397,7.71105817130123,0.176524182352341,0.319558412760604,0.355056149530755,0.77430266891832,0.735716440433599,-0.0634514805570091,0.714977073440025,-0.0695934332512746,0.822925891826857,-0.445169603339191,-0.831275496692356,-0.343719796916867,0.0104260231740368,0.271668279432938,0.198398942233938,0.0756505088824995,-0.290308680337837,0.018486242319263,0.011850368722154,0,0.14542169802574,-0.516310025184769,0.751298676338476,-0.369531330943646,-0.00456952687985507,0.0299155876397843,0.21235893235019,0.235983544663668,-0.0497147244229454,0.565205829594785,-0.206034180189038,0,5105.0000000001,0.131360532413741,0.0451636498386001,0.908204999782504,0.347866385643773,2639.26280502191,0.125,344,2,"SNETWORK (2 17 2639.26280502191 0.908204999782504 67000004 344)",67
17,67000005,0.276213137215827,125,0.176611056743316,0.406018494492994,0,0,0,-0.512924832486444,-0.588979712282587,-0.186138605229463,0.688380931073474,-0.0848658900390381,-0.379266680815078,0.152412099749828,-0.0848658900390381,-0.0848658900390381,0.372188767396105,0.237812941335628,0.305609865092803,0.0187495341722578,0.26835616820582,-0.443531827515401,0.0161216029479497,0.044324905863371,-0.265923265923267,0.276213137215827,9,-0.417425879275031,1.085593746232,1.09617261546679,0.661672253227914,0.277959988894292,1.2373904243238,0.680447643626808,-0.793202557556106,0.305720086818188,6955.0000000001,3.39952064554844,0.14661636475903,5384.0000000001,1.26207182894225,4.6615924743907,0.0902993718139505,-0.396672199799212,-0.441561575885749,0.76089689639766,1.30208098537014,0.651353478495018,0.654485818382554,0.553837072857904,0.81471388913526,0.983714858626466,1.88746933367366,-0.291517867018448,-0.212011475271197,0.154746918412564,0.400624658323763,0.0756505088824992,-0.290308680337837,0.00583679502856591,-0.00528891423886683,-0.0205010357107214,1.46291818925222,1.46626346232328,-0.526438205187334,-0.0194414426041722,-0.00306809487480118,-0.0942876155628564,0.0260842956626532,-0.213022257790708,-0.0677729700443129,1.21315082206298,0.286796938748283,0,6955.0000000001,0.0658518693141031,0.0244475023998473,0.867996360891407,0.384052203036845,2572.31035026847,0.125,348,2,"SNETWORK (2 17 2572.31035026847 0.867996360891407 67000005 348)",67
3,67000006,-0.445490620283754,38,-0.572791952097588,-0.486027089260215,-0.467885001197052,-0.45962963966976,-0.447550990366083,-0.353014301119621,-0.419811094932938,0.578523051411363,0.890843154209422,0.00763263184156932,-1.19635998400417,0.103841862368853,0.00763263184156932,0.00763263184156932,-4.82241520258685,0.233198671329543,0.286602234433796,1.26356952439581,0.0350111403475269,0.501026694045174,-0.58882235528942,1.04055944055944,1.3033033033033,-0.445490620283754,7,1.19194554624357,0.047451841184491,0.0472191446733936,-0.721060159010418,-0.444450797870288,1.00111873215783,0.882380155393177,-1.42020217873803,0.091300295776058,3790.0000000001,0.553230899168217,0.161766277384222,8089.0000000001,2.09207794467546,2.64530884374367,0.0615734660785699,0.209736450629259,-0.0489059857686952,1.04142846752491,-0.694253357361524,-2.12486060609238,0.81332278294487,-2.19314558401636,0.980392125221026,-1.97829095134603,-4.31849078074836,0.221706493206718,0.347543684504921,0.298068560690976,0.258288164970822,-0.36247186275678,-0.622927216353288,-0.694194279824437,-0.676511456967518,-0.668118955008931,-0.0871894337139114,-0.336603050604313,0.834027068250989,-0.155609510234004,-22.6174887995797,1.49861448564528,1.62036996494222,1.35820569685458,1.32250561586335,-0.659323152081051,-0.970565805177896,0,8089.0000000001,0.0128772653612536,0.0486962006173163,0.411042821241267,0.261923781596124,1783.17954820496,0.0624998605480869,19,2,"SNETWORK (2 3 1783.17954820496 0.411042821241267 67000006 19)",67
37,67000007,0.592865590819793,69,1.50358012609626,1.22104076566898,1.45807027539656,1.42805593959054,1.43873085382348,0.210041945574973,0.141090721574514,-0.476535395158242,0.499549519588339,-0.49931391766146,0.692721978272518,-1.08182183189534,-0.49931391766146,-0.49931391766146,-0.585743420684217,-0.710867622380439,-0.770349777242637,-0.682209549205885,-0.804164672616567,1.28439425051335,-2.76197604790419,-0.927972027972028,1.1480343980344,0.592865590819793,12,1.21909436507495,-0.00849826574541647,-0.00844959470010728,-0.728567171546677,0.586211057188263,-0.863168596353197,0.490398673155745,0.632285232340381,0.0869426719972465,282.0000000001,0.156797506937622,0.119909292652746,3695.0000000001,2.83350736200582,2.99030486884344,0.0702976227687548,0.470096123533867,1.56723150072989,-0.918921528899581,-0.236984947990629,0.815977843962687,-0.952943640244086,0.842941994608326,-0.137985610212724,0.318988277960758,0.521210709344838,0.0648990266727219,-0.431471283219743,0.252733651412462,-0.113353872754472,0.482430227432223,1.12043022106325,1.69473345698696,1.64351643747577,1.71834534761261,0.804599649605406,0.543932269555562,-2.67881714912846,-2.16805834877367,-0.89125821430292,-0.1624371292923,-0.00765925822730885,-0.190667917738715,-0.152040649849603,-0.769239810805113,-1.60253793662699,0,3695.0000000001,0.0036860763216108,0.066611546347144,0.814105333487875,1.35829383530654,5058.12223862403,0.0312499339939208,575,2,"SNETWORK (2 37 5058.12223862403 0.814105333487875 67000007 575)",67
41,67000008,0.254509034541165,110,-0.485282715414443,0,0.315622755524543,0.310024668600395,0.31737100022456,1.00407569980012,0.89850824875127,-0.436908013039109,-0.479540933250292,0.624509282942249,0.747026225027712,0.282163766976543,0.624509282942249,0.624509282942249,0.413618384348242,-0.704800155938539,-0.834299613530934,-0.335537364653023,-0.859843460872332,-0.720739219712526,0,-0.434965034965035,-0.700859950859951,0.254509034541165,10,-0.409021574438464,-0.148893719310541,-0.147731068309444,0.434517089398802,0.254697114617218,0.20740213591615,-0.488380285416657,0.381391815393161,0.202827652175736,2186.0000000001,2.83552094927022,0.100965027509103,1457.0000000001,0.940775629591839,3.77629657876206,0.0910134435597303,-0.163248255411543,-0.141000709056585,-0.397532349182309,0.688283067140502,1.33722365661308,0.289522689693174,1.41982338958605,-0.458650256501347,1.27013310852966,0.549823480622335,0.205339027363598,0.439882544692795,-0.995713599908723,0.636346299725811,0.516328335261743,0.472644684487187,0.0788292216079966,0.0936116799457251,0.0977982314056916,0.239989859291084,-0.2321185319724,0.136171069742183,-0.337280798245988,0.0916247099176849,-0.242106709494547,-0.223848441651805,-0.0630393083885345,-0.278639131692596,0.12555762890046,-0.207652064417801,0,2186.0000000001,0.0683395809122649,0.0226738625474654,0.681517052445127,0.233300288091414,2918.6204845143,0.0625,734,2,"SNETWORK (2 41 2918.6204845143 0.681517052445127 67000008 734)",67
17,67000009,-0.564420392264239,59,0.176611056743316,0.406018494492994,-0.358045591966192,-0.357303355798844,-0.355675841278248,-0.109546230103897,-0.0941691574662048,0.208244168056318,1.16226667231027,0.70806173751057,-0.00334274772159428,-0.0711261287407652,0.70806173751057,0.70806173751057,0.486977658825717,-0.0401145910261211,-0.0223900220777028,-0.417978215551201,-0.00356535754996821,-0.596303901437372,0.141716566866268,0,-0.395577395577396,-0.564420392264239,9,0.698232688889188,-0.287683411909507,-0.284838799506128,-0.575064409732248,-0.564660129132162,0.13801866107905,1.15322359956397,-0.691077642913431,1.9935260786814,291.0000000001,0.92749480322048,0.119042759456291,368.0000000001,0.0700402002249589,0.997535003345439,0.024641345735451,-0.266723406820469,-0.373421186501404,-0.25555313113681,0.266579844205517,0.649376456498261,0.267492887966092,0.703622565311722,0.834914346829948,0.74282400689225,1.88341079493839,0.0127163056718881,0.477724836485008,-1.0014257303137,0.417292101928643,0.0756505088824992,-0.290308680337839,-1.08694549606768,-1.07490430902851,-1.10877601826808,-0.361215615086746,0.472860496385539,-0.740083444818568,-0.231934398916082,0.0916247099176849,-0.605336499540775,-0.695788902422275,-1.18569418958494,-0.38415179133919,0.462625306568317,0.265460462847766,0,368.0000000001,0.0229111960426646,0.00173014959278639,0.404761310808226,0.0690046446397901,1800.96556998627,0.125,317,2,"SNETWORK (2 17 1800.96556998627 0.404761310808226 67000009 317)",67
41,67000010,-0.607334992602901,36,-1.02625304413369,-0.0928456434617663,0.315622755524543,0.310024668600395,0.31737100022456,1.00358371942706,1.19370544727942,0.837407854781709,-0.122846612931509,0.474884073148083,0.49760080095147,0.389394390649821,0.474884073148083,0.474884073148083,0.553338027546871,-0.422879478634813,-0.561351772384449,0.100882005654469,-0.582811295013144,-0.720739219712526,0,-0.434965034965035,-0.700859950859951,-0.607334992602901,10,-0.155853984472015,1.24760632863295,1.26248401035316,0.310931103366605,-0.611767410358196,-0.847149780336713,-0.13120729824816,-0.210202121216852,0.0781552634348339,719.0000000001,0.359370695851242,0.120375257003152,5841.0000000001,4.49655564902511,4.85592634477635,0.0914114299567955,0.137304154256071,-0.270718796872531,-0.149281078348861,-1.09095363035138,-1.14287830287522,-1.17476261593401,-0.955706140954326,-0.760255997754466,-1.20826777230729,-1.05476802200953,1.24490797053627,0.984527243571881,-0.572207386545552,1.41694883649971,-0.315576252222027,-0.144634439835224,0.0788292216080001,0.0936116799457217,0.0977982314056916,-0.568594841763227,0.37138553987282,0.189690231544269,-0.360573612492459,0.087057734410395,0.0273750216771332,-0.0435072516983641,0.154346727564181,-0.0300353239521351,1.23994410453727,0.920836174194975,0,5841.0000000001,0.00676505095330928,0.0846463789034862,0.192277765652412,1.15038142353296,2086.96569107228,0.0625,626,2,"SNETWORK (2 41 2086.96569107228 0.192277765652412 67000010 626)",67
3,67000011,-0.0632322536451421,79,-0.262529712993581,-0.273941878615531,-0.467885001197052,-0.45962963966976,-0.447550990366083,-0.406279346222524,-0.47104293901945,0.524054202381563,0.663825213600276,-0.200160201151814,-1.29047963395414,-0.326980823420669,-0.200160201151814,-0.200160201151814,-4.45803098590289,0.141662487305376,0.214800686083854,1.04610522902668,-0.0410904929091908,0.0739219712525668,-0.0898203592814364,1.0005994005994,0.837837837837838,-0.0632322536451421,7,-0.393205094937708,-0.318297619863187,-0.315003369044465,0.366743758227435,-0.0633966753892846,1.27437236153022,0.655014446213369,-0.67008914961506,1.31612582214801,5617.0000000001,11.8194391253596,0.367805232003156,3655.0000000001,2.14931623080427,13.9687553560639,0.346939974323384,0.18671082388612,0.108414883048454,0.838545446544317,1.45869335435613,0.729692252983846,1.08843402658494,0.795681192267401,0.9969904116016,0.921856055412699,1.7554141731224,0.171802928538596,0.210869065301653,0.273228581214868,0.754904245896707,-0.229434239619869,-0.482240661174359,-0.58137137616504,-0.545253895480781,-0.521295068533326,0.896308730524024,1.07228148384802,-0.158409585689389,0.0796943878036512,-6.55647238355515,0.168746681225517,0.387767543958599,0.575431807994838,0.015419660367946,0.250928500906859,0.196834250858672,0,5617.0000000001,0.293557715126114,0.0533822590972697,0.738230422172572,0.538071037476726,2254.95158570222,0.0624998605480869,96,2,"SNETWORK (2 3 2254.95158570222 0.738230422172572 67000011 96)",67
