"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_ch_area","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min.mean","hs_storm.accum.30.min.mean","hs_storm.accum.60.min.mean","hs_slope.median","hs_aspect.northness.median","hs_aspect.eastness.median","hs_slope.northness.median","hs_slope.eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max.mean","hs_ndvi.mean.mean","hs_ndvi.min.mean","hs_ndvi.range.mean","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
137,1,-1.36796832461577,5,0,0,0,0,0,-0.808801181325072,0.369578598016871,0.360304058620914,0.576124213505977,0.774145784660651,-2.13790424076444,-0.356214934611004,0.774145784660651,0.774145784660651,0.228695243964049,-0.776470814893084,-0.989063546980072,-1.19245299667346,-0.690850023692817,0,0,0,0,-1.36796832461577,1,1.7605701489181,1.15645198196877,1.21210918639848,-0.364947039984473,-1.41670037892547,-0.631646289801803,0.571535286059908,2.7340030401771,0.102381133811536,1355.0000000001,0.256505436550133,0.395733687305483,12743.0000000001,9.32421006563221,9.58071550208234,0.0476595579652382,2.00818208792575,1.27456510049413,-0.336759791817668,-0.565928724316378,-0.675200169112651,-0.386461581258614,-1.08946591149706,-0.227285067396252,-1.24651586076194,-0.123671230668921,-0.148772362781185,3.95711340662443,0.823855125374624,1e-10,0.528708853472713,164.0000000001,86.708251953225,0.528708853472713,164.0000000001,86.708251953225,-1.03983891474907,-0.698160535024263,-0.337412737576945,-0.684239003238819,0,-0.442115946105116,0.266883370696577,0.30610265491057,-0.942112573079637,0.00752332237609117,-0.365602622158852,-0.50986357831934,0.00763193433114824,0.00763193433114824,-1.94134433024038,-0.791134748545745,0.612760099361543,0.504237934223093,-0.0354104405968082,1.01099898135457,-0.953997502090813,-0.428862054940389,0,12743.0000000001,0.0012759940203541,0.0463835638448841,0.136449263361843,0.824982669612256,4446.03426590208,0.001953125,1,1,"SNETWORK (1 137 4446.03426590208 0.136449263361843 1 1)",412413.616650424,4449848.31405437
137,2,-1.24854817993652,9,0,0,0,0,0,-0.753586342039721,0.41325834089843,0.360861518929198,0.570182592732725,0.765115740371485,-2.10845211440584,-0.347486763957675,0.765115740371485,0.765115740371485,0.227240011145719,-0.771321596952337,-0.983431303664877,-1.17794178280854,-0.687675411636085,0,0,0,0,-1.24854817993652,1,-0.438567091129871,0.322005168627042,0.329338776166642,1.41605445577996,-1.28326880710492,0.591269398462054,0.565958912999429,0.520764745095975,0.19996168917846,8284.0000000001,3.06283944353662,0.251067357088407,10174.0000000001,4.7230150401885,7.78585448362511,0.0765436159962285,0.385567947547495,0.198675134778457,-0.769519684176383,0.470557051056873,0.361641973992545,-0.437077694540835,0.240403108422869,-0.421325373655616,0.266234083616723,-0.700843629071732,-0.76669690939849,0.641697283299775,0.312863438895736,1e-10,0.143516448706928,83.0000000001,11.911865234475,0.143516448706928,83.0000000001,11.911865234475,-0.219569983614189,-0.127642943553812,0.935768807964889,-0.0168358217969786,-4.44089209850063e-16,-0.442115946105088,0.266883370696577,0.30610265491057,-0.942112573079606,0.360207305789209,-0.519452678315088,-0.0999210715174498,0.389233185774981,0.389233185774981,0.270334996183184,0.0956719668284091,-0.0331085827497509,-0.121858888749064,-0.498302724464391,0.303165192582523,-1.06067069581876,-0.557265101642379,0,10174.0000000001,0.0301111209317241,0.0464324949645045,0.163478279561373,0.235030197601426,4492.98262802298,0.001953125,2,1,"SNETWORK (1 137 4492.98262802298 0.163478279561373 2 2)",412452.672019591,4449859.3694256
137,3,-1.1666543349706,12,0,0,0,0,0,-0.556192776224839,0.43098472147696,0.370647018169482,0.561419636309282,0.745758402396638,-2.00472866837599,-0.35354421020788,0.745758402396638,0.745758402396638,0.223591364308248,-0.765038891205122,-0.974550239934277,-1.15430297267311,-0.685064814418611,0,0,0,0,-1.1666543349706,1,-0.869546201244739,-0.595388884539382,-0.584620908447571,0.232802133716215,-1.2074506642392,0.392150049892541,0.559149985947017,-0.635122307020936,0.172873016100582,3310.0000000001,1.05801675964262,0.0920963488742418,1386.0000000001,0.236016837962926,1.29403359750555,0.0270547368108054,-0.494930641957104,0.579159741770239,0.316507974105106,0.417394306179352,0.498788824600367,0.207435345228574,0.955639559456408,0.404527771803083,0.856397520655333,0.623196206956747,0.65306373889393,0.377581663727559,0.27489975421747,1e-10,0.299547350184459,37.0000000001,11.083251953225,0.299547350184459,37.0000000001,11.083251953225,-0.193845396310551,-0.325939775698097,0.849794763984617,-0.141630616868873,0,-0.442115946105116,0.266883370696577,0.30610265491057,-0.942112573079637,0.649368986658082,-0.0668966085988846,-0.0472553762932733,0.738915234423681,0.738915234423681,0.643000925069308,-0.876186910826038,-0.15751575204151,-0.176946467421224,-0.467100757129936,0.0973635718618138,-0.747753419765498,-0.0387453165870232,0,3310.0000000001,0.0221202640506669,0.00493447266013847,0.182351766694436,0.844324532633505,4525.7651496607,0.001953125,3,1,"SNETWORK (1 137 4525.7651496607 0.182351766694436 3 3)",412476.903015399,4449878.60042177
137,4,-1.02411100074559,16,0,0,0,0,0,-0.294296921801623,0.506290549394912,0.370321339960023,0.550743403259483,0.718882903791246,-1.87902329275192,-0.366284539164496,0.718882903791246,0.718882903791246,0.221111184755928,-0.751482614488103,-0.956319965518474,-1.11674517287269,-0.676555565583624,0,0,0,0,-1.02411100074559,1,-0.34600856190457,-0.579288808846106,-0.569310021407882,-0.486571770502788,-1.05765785219323,0.464047429619824,0.547183007188965,-0.280032992448907,0.0899822526208509,316.0000000001,0.0525752429942977,0.153589554504949,2040.0000000001,0.579334233824147,0.631909476718445,0.0130366822604619,-0.484449760200782,1.10232414616725,1.38048588191746,0.352455523341725,0.384474569884975,0.0429030054855962,0.986665330252765,0.091735526349987,0.879426595401669,0.158527545616014,0.15453400809405,0.868142392680609,1.42407357941816,1e-10,1.16581003299474,19.0000000001,22.1503906251,1.16581003299474,19.0000000001,22.1503906251,0.696139938785774,0.190462643556103,0.935472632733557,0.612906121209528,0,-0.442115946105102,-0.216150568013182,-0.176934430910174,-0.459082224365698,0.685394390166328,-1.01605689346534,0.382798136166038,0.784992016174059,0.784992016174059,-1.35687553186542,-0.140098723875688,-0.506851940019242,-0.56457098221086,-0.946453553309937,-0.153346747883985,-0.935092826239836,-0.956545363327908,1.00074883907328,2040.0000000001,0.00108465968067116,0.0119520224797907,0.207309016218739,0.594533716783794,4569.11493270715,0.001953125,4,1,"SNETWORK (1 137 4569.11493270715 0.207309016218739 4 4)",412508.484873075,4449904.18227989
137,5,-0.855022889525078,20,0,0,0,0,0,0.258626971749015,0.638798693597915,0.402243777281754,0.519798395949235,0.637833615177794,-1.34784767868234,-0.426847744841075,0.637833615177794,0.637833615177794,0.209009175216221,-0.70553734804928,-0.893008081905597,-0.997069490417079,-0.645990606015446,0,0,0,0,-0.855022889525078,1,-0.499417871856762,0.267990577141292,0.273561473063162,1.40807884639176,-0.879926562351549,-0.0148463111693024,0.515312148967222,-0.128364644920936,0.264011812496726,4924.0000000001,2.40369160831525,0.122615778510881,1635.0000000001,0.370681968937015,2.77437357715226,0.0285084728574309,0.31366799473984,-0.174075963060275,0.306160230595755,0.503661891261584,0.22798577130094,-0.989658389968265,-0.0850532802286466,-0.949635822049939,-0.0363691555295575,-1.11007389047835,-1.19775306062198,0.599395064300029,0.258619455325908,1e-10,0.287275041952679,56.0000000001,16.08740234385,0.287275041952679,56.0000000001,16.08740234385,-0.417787972166267,-0.26914062788247,-0.2374388242978,-0.0509201820986645,-4.44089209850063e-16,-0.44211594610513,0.266883370696577,0.30610265491057,-0.942112573079667,0.601463472901502,-0.324133755392286,0.159668751460308,0.678529790040987,0.678529790040987,0.329689320465412,-0.938238609780939,-0.573443786561729,-0.542057805563327,-0.574494317344961,-0.468517834311172,0.0786072503632752,-0.124451201958992,0,4924.0000000001,0.0246994771348987,0.00380899562253213,0.232252882639228,0.431208674795926,4612.44146981673,0.001953125,5,1,"SNETWORK (1 137 4612.44146981673 0.232252882639228 5 5)",412540.058345165,4449928.31404848
137,6,-0.824876635609764,21,0,0,0,0,0,0.285056672956545,0.638798693597915,0.402243777281754,0.517130271903888,0.631651853575874,-1.31953408380015,-0.43092545506414,0.631651853575874,0.631651853575874,0.208643001918559,-0.700891334412686,-0.886779761295329,-0.987751795258353,-0.642307151264269,0,0,0,0,-0.824876635609764,1,-0.40279422141149,-0.0886821878966354,-0.0892527875724636,0.457247275647814,-0.854966738352489,0.508451959685508,0.514333575797869,-0.259090720685339,0.146949756081317,2528.0000000001,0.686883815299913,0.108538143921482,1149.0000000001,0.230589625281611,0.917473440481524,0.0126317506998292,-0.089675956623216,0.546747656480854,-0.174075963060275,0.578296089102498,-0.0148463111693024,-2.04342952622611,0.554947809678093,-2.55688034263368,0.528554631544429,-0.95825213155781,-1.03547760191584,0.0271625914761478,0.0244402901949766,1e-10,0.0739007995186046,43.0000000001,3.1777343751,0.0739007995186046,43.0000000001,3.1777343751,-0.418284716282774,-0.596082561039079,-0.272225360563097,-0.466670189858074,0,-0.442115946105102,0.266883370696591,0.306102654910622,-0.942112573079606,0.534855813319525,0.448450779127987,-0.119121329040355,0.596222007123518,0.596222007123518,1.55412344054618,-1.22452104248429,-0.444162938567438,-0.301461744281159,-0.159174317942147,-0.513034505180907,0.00693686474548995,0.717902095371026,0,2528.0000000001,0.00945699860374859,0.00317475199608064,0.238634190913989,0.85189014618055,4623.52555698724,0.001953125,6,1,"SNETWORK (1 137 4623.52555698724 0.238634190913989 6 6)",412550.109751835,4449930.80715975
137,7,-0.801184290861076,22,0,0,0,0,0,0.337943458933458,0.638999865851769,0.401131698249339,0.514450937253308,0.625698526468845,-1.31243616374241,-0.431712509574467,0.625698526468845,0.625698526468845,0.20844124318418,-0.697028596935531,-0.882552162710454,-0.983976247812836,-0.638378568133747,0,0,0,0,-0.801184290861076,1,0.101666982004998,-0.00337883158862978,-0.00341332462652747,-0.140955208959161,-0.823660306987743,0.583795964880573,0.511532316725291,-0.130468628669599,0.26751481158259,1313.0000000001,0.649456254046685,0.29446253594646,1473.0000000001,0.801992190364031,1.45144844431072,0.0186312649645384,-0.00354078426055628,-0.791203289684882,0.546747656480854,0.47937712340146,0.508451959685508,0.0371488898829227,0.521193890618363,0.0222446477864244,0.500194135989108,0.963389017975053,1.01528709036511,0.027303274220327,0.0190567500491821,1e-10,0.077958984475,25.0000000001,1.948974609475,0.077958984475,25.0000000001,1.948974609475,0.639005183377897,0.195922683322971,0.0852082705337867,0.463784528324362,4.44089209850063e-16,0.0303388915948176,-0.205571373883359,-0.166355167853793,-0.469661339869053,0.520115900243073,-0.885777644349593,0.53182398186705,0.578263569772842,0.578263569772842,-1.03959884604401,-0.00325523569512285,-0.93770066418838,-0.858218026241161,-0.887634552000898,-0.837668278665801,-0.048527384107318,-0.239789421150001,1.37009819953436,1473.0000000001,0.00833663195787266,0.0102946329066658,0.244844987934161,0.925446984359529,4634.31347266312,0.001953125,7,1,"SNETWORK (1 137 4634.31347266312 0.244844987934161 7 7)",412558.616639756,4449936.31404789
137,8,-0.703153309542646,25,0,0,0,0,0,1.09763090491653,0.755182367919766,0.412352699454153,0.474167495784345,0.533304507664803,-0.615354834520715,-0.47329999389977,0.533304507664803,0.533304507664803,0.1877586394844,-0.612274387268699,-0.770263961446244,-0.826789853386783,-0.568261191652966,0,0,0,0,-0.703153309542646,1,-0.331072457773914,0.0481526419123875,0.048739700834081,0.614200417084117,-0.726752983022049,0.425410047952542,0.470256698043881,-0.265451941000776,0.347256334959552,583.0000000001,0.374331243147392,0.180353994862052,670.0000000001,0.223428162379709,0.597759405427101,0.00735526133998627,0.0514534996834137,0.395389070903316,-0.229868273194691,0.119941536860426,0.161879627726864,0.0906830030673432,0.383896349083039,0.077706566427659,0.379874812459538,-0.303636004569712,-0.334299996985362,0.289254543882093,0.738913125897368,1e-10,0.649326869519643,14.0000000001,9.090576171975,0.649326869519643,14.0000000001,9.090576171975,0.0569042686493636,-0.12134093458789,-0.11338408126361,-0.088990781821339,0,-0.44211594610513,0.266883370696563,0.306102654910545,-0.942112573079667,-0.144969312541886,0.0123443952355714,-0.130987346359583,-0.14343177361666,-0.14343177361666,0.614739545606338,-0.421227594743282,-0.673678782676801,-0.612639778880591,-0.51545180778292,-0.653896321952969,0.0151063558113984,0.37291130318557,0,670.0000000001,0.00460604058817899,0.00274922065180729,0.2631959925805,0.926984566263855,4666.18846230605,0.001953125,8,1,"SNETWORK (1 137 4666.18846230605 0.2631959925805 8 8)",412585.521067016,4449948.31404701
137,9,-0.671845979013351,26,0,0,0,0,0,1.17071226878835,0.753639525041825,0.410369386786295,0.467833503827955,0.522475199969168,-0.575333560983231,-0.474100913095323,0.522475199969168,0.522475199969168,0.185953174934686,-0.600881012702508,-0.755462943858805,-0.809662626426712,-0.557986579663249,0,0,0,0,-0.671845979013351,1,0.181756176048532,0.00337883158863088,0.00341332462652685,-0.237059683558982,-0.694416292682378,0.121082238943312,0.467560019310013,-0.222211849786549,0.484918115690296,981.0000000001,0.879578815198698,0.0919969897285703,903.0000000001,0.153602651115359,1.03318146621406,0.0131888803881966,0.00354078426055628,-0.282703496561123,0.395389070903316,0.242328654194345,0.425410047952542,0.562029109057974,0.226982793334993,0.626619651949095,0.243597954699981,0.362665289488724,0.370890703826808,0.00786741202448583,0.0214858055321677,1e-10,0.1085205079125,22.0000000001,2.387451171975,0.1085205079125,22.0000000001,2.387451171975,-0.613470068767399,-0.314152155206607,-0.273668155780954,-0.145204139582133,0,-0.442115946105116,0.266883370696563,0.30610265491057,-0.942112573079606,0.325291054814777,-0.549208152229464,0.0783948586485086,0.349335860177428,0.349335860177428,-0.905387881260303,-0.354506098772871,-0.832521959644292,-0.811599502443837,-0.970540217801247,-0.631055357975802,-0.236725154573145,-0.103406687075032,0,981.0000000001,0.0112280950412344,0.00196078524696219,0.269606644109533,0.841364926658571,4677.32351758124,0.001953125,9,1,"SNETWORK (1 137 4677.32351758124 0.269606644109533 9 9)",412595.827695227,4449950.31404686
137,10,-0.545501112698422,29,0,0,0,0,0,1.28208509433646,0.792615671612633,0.411470112515799,0.455804524413428,0.488637014770356,-0.339730756616843,-0.486053288095385,0.488637014770356,0.488637014770356,0.18204556451416,-0.574351625704259,-0.718320217860144,-0.752560297640338,-0.537764567152592,0,0,0,0,-0.545501112698422,1,-0.288623288280421,0.0121900323637698,0.0123201966169759,0.471079175337944,-0.57112232252509,-0.10992971229487,0.453254922979382,-0.219692644472328,0.60297528659766,163.0000000001,0.181729094110733,0.433327645753369,1888.0000000001,1.51271018770667,1.6944392817174,0.0214741509645556,0.01283277596023,2.09797201061598,0.365893782681107,-0.645542378448243,0.540075651643201,3.66729855556522,0.0486703395255672,4.1745145582259,0.081770470240624,0.727859071824162,0.755941033600136,0.928722546674105,1.51949710639186,1e-10,1.23774157082368,19.0000000001,23.51708984385,1.23774157082368,19.0000000001,23.51708984385,-0.494260930277719,-0.57000965759923,-0.271272751849786,-0.348884867976791,4.44089209850063e-16,-0.442115946105116,0.266883370696577,0.306102654910596,-0.942112573079606,0.62297228305564,-0.149425492534803,0.143671333863812,0.705517668512188,0.705517668512188,-0.0195048267128968,-0.885856819653568,-0.507598552762422,-0.440081414480455,-0.360768240831847,-0.492457900411955,-0.294036945767714,0.689847744565602,0,1888.0000000001,0.00230310877681049,0.0191710420877451,0.287590977104067,0.59815651550889,4708.56161266015,0.001953125,10,1,"SNETWORK (1 137 4708.56161266015 0.287590977104067 10 10)",412625.408936179,4449954.31404657
