"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min.mean","hs_storm.accum.30.min.mean","hs_storm.accum.60.min.mean","hs_slope.median","hs_aspect.northness.median","hs_aspect.eastness.median","hs_slope.northness.median","hs_slope.eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max.mean","hs_ndvi.mean.mean","hs_ndvi.min.mean","hs_ndvi.range.mean","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","X","Y"
43,1,-1.02038361043541,4,0,0,-1,-1,-1,-0.599082283865022,-0.669462282778526,-0.858681895616943,0.901792130731309,0.265283084197941,-0.773435989754544,-0.454292896858534,0.265283084197941,0.265283084197941,0.518238942929079,-0.279509174694678,-0.323585519830025,0.521406201095338,-0.533067766763353,0,0,0,0.901960784313725,-1.02038361043541,11,0.408007965202101,-1.57465949608257,-1.56042521679546,-0.353807915636189,-1.01463955975966,-0.351299401889759,0.911347057107089,0.0827464582128921,0.487931875878096,7.0000000001,3.36608978175753,0.0362317972885204,1.0000000001,0.0357074093692258,3.40179719102676,0.184538399821048,0.267652674880937,0.285678786033886,0.0586896976651793,-0.609120961153761,-1.40342330971321,-0.2880245165808,-1.58783608381798,0.625612375047868,-1.43115945358098,-2.76381531380159,-0.639435839924569,-0.617967231789044,-1.67614178405701,-0.206184555330617,0,0,-0.999999999999998,-0.999999999999996,-0.999999999999998,0.220051386733051,-0.80400870914902,1.67849440852539,0.237258238780862,0.237258238780862,-1.31665907612906,0,0.179733453722377,1.49798708720778,4.27112349314909,-0.877128966827036,-1.82483692795982,-0.389039608301948,0,7.0000000001,0.182601368265351,0.00193703145569718,0.0129083260566488,0.258931716386349,2816.40292531933,0.0312500660060792,1,2,"SNETWORK (2 43 2816.40292531933 0.0129083260566488 1 1)",453471.671186704,4501059.6711867
43,2,-0.932672222451782,11,0,0,-1,-1,-1,-0.565484871690423,-0.624168203555691,-0.850431217572048,0.896229413612439,0.243337950853034,-0.777884127114771,-0.465853737879186,0.243337950853034,0.243337950853034,0.514079745634058,-0.325417505659391,-0.409958439586341,0.466184758047605,-0.548688375927387,0,0,0,0.901960784313725,-0.932672222451782,11,0.0163290425737054,0.592774403012996,0.594425122182774,0.00123016248161776,-0.926463686040578,-0.20543845418216,0.906079688250078,0.480375280807959,0.19472753415571,5.0000000001,0.959546074827612,1.04855660359131,3.0000000001,3.10014208700781,4.05968816173542,0.188239574061767,-0.383729003626666,-0.117355289866397,-0.0714713917278998,-0.0971649282506459,-0.154814182328936,-0.268736861694242,-0.150406377291249,0.646793177480019,-0.20992546619804,-0.415764194897261,0.298494692279901,0.238707057216704,-1.16753083489128,0.93089260986345,-1.77635683940025e-15,0,-1,-0.999999999999998,-1,1.35863926457557,0.911891244036526,-0.327251214313547,1.91687983547555,1.91687983547555,-1.10413012348775,0,-0.464671285763889,-0.0338724498859512,-0.0390119892632333,-0.551751441707706,-1.05413066092361,-0.602861312958122,0,5.0000000001,0.0444922213509738,0.143747352610793,0.0405631093886943,0.689305672411483,2856.74209659468,0.0312500660060792,2,2,"SNETWORK (2 43 2856.74209659468 0.0405631093886943 2 2)",453437.23896824,4501052.23896824
43,3,-0.905368000684884,13,0,0,-1,-1,-1,-0.553265980310218,-0.60617925869216,-0.850431217572048,0.894406244261817,0.229205453333722,-0.779642915325456,-0.465881514013179,0.229205453333722,0.229205453333722,0.512710406916509,-0.334239450736978,-0.427232605938789,0.457100776767998,-0.552735642351555,0,0,0,0.901960784313725,-0.905368000684884,11,-0.251460789823861,0.69875716897867,0.701092770394066,0.294961448472881,-0.899615747012402,-0.160739898798116,0.903771684597935,-0.333202090633191,0.272023558716638,1.0000000001,0.268086523323117,14.9301385880517,2.0000000001,29.4281051659769,29.6961916892,1.3664660844767,1.64806660362947,0.49401654269702,-0.41840643752843,-0.0226127041214644,0.649282883393931,-0.223549183456925,0.622579400121816,0.702503116821565,0.715065428873856,1.35659367351105,0.41105136575437,0.296746866112897,0.11475462014918,0.712644973231517,0,0,-0.999999999999998,-0.999999999999998,-0.999999999999998,0.802303243314737,-1.89181956791847,1.13764510391345,0.98993642180945,0.98993642180945,0.000267649943523695,0,-1.0185038905366,-0.63148452054609,-0.275682648528013,-1.15952495663422,-1.04534178021768,-0.968544199603008,0,2.0000000001,0.0123359636649071,1.35413012071179,0.0480213556741814,0.603002158013949,2867.62120820122,0.0312500660060792,3,2,"SNETWORK (2 43 2867.62120820122 0.0480213556741814 3 3)",453427.788915337,4501048.78891534
43,4,-0.897322843702731,14,0,0,-1,-1,-1,-0.541013335086424,-0.588684434314178,-0.850930975792158,0.892199053555134,0.216696620587359,-0.762714791451764,-0.47772504064537,0.216696620587359,0.216696620587359,0.511082760959277,-0.331580774226116,-0.430438699459533,0.452036820550253,-0.546196694215402,0,0,0,0.901960784313725,-0.897322843702731,11,-0.169309716526942,1.30059928264005,1.30901943777497,0.230698174733546,-0.891319139048168,-0.365269492044856,0.902340948239347,0.370388781911775,0.438709855179651,1.0000000001,0.432360345469099,17.5986404419945,1.0000000001,17.3439328326612,17.7762931780303,0.783260281615476,1.87565617702135,1.68170418653821,-0.591365494167191,-0.16253544702129,0.693116232346744,-0.52942779036146,0.636157760749416,0.297351381822633,0.630840598403113,1.19418230825977,0.224390540252387,0.220739622364184,-1.22984408255051,0.919283847683154,0,5.6843418860808e-14,-1,-0.999999999999996,-1,1.26603374135095,0.568471538647306,-0.256187204602143,1.74619201803425,1.74619201803425,-1.07513576132691,0,-0.6195792423238,-0.387777508823924,-0.735692375886805,-0.560398388866119,-0.0089350485459745,-0.416978756989199,0,1.0000000001,0.0190506919772437,0.764209589538232,0.0520297903065911,0.444325069664046,2873.46818697669,0.0312500660060792,4,2,"SNETWORK (2 43 2873.46818697669 0.0520297903065911 4 4)",453424.5,4501044.89003634
43,5,-0.885355558543694,15,0,0,-1,-1,-1,-0.538051171565762,-0.57849285404172,-0.8611799079839,0.890946323694584,0.207878845915458,-0.763030683573059,-0.47762266513826,0.207878845915458,0.207878845915458,0.510052746221881,-0.335352666995262,-0.43608179573981,0.45114366734007,-0.549959439612791,0,0,0,0.901960784313725,-0.885355558543694,11,-0.0826401015945986,0.773306999858514,0.776194306653713,0.106888708378365,-0.884198485850673,-0.536220226427693,0.900812319393067,-0.142570383397474,6.65091401348577,2.0000000001,13.1093087906471,0.121608465389076,1e-10,1e-10,13.1093087906471,0.59998876033864,0.26748842519747,1.91239317590193,-0.311124992916542,-0.36934974214035,-0.209152377759734,-0.744298061656136,-0.200432092709391,-0.0166689347583918,-0.308791840183147,-0.602230381811289,0.024297013103311,-0.072220375875615,-1.38763128473705,0.472662709850002,0,0,-0.999999999999998,-0.999999999999998,-0.999999999999998,1.40916171157183,2.14953810880112,-1.50522496376103,2.01301820145075,2.01301820145075,-1.41620062326598,0,-0.553349632714778,-0.364875586147239,-0.950277028237818,-0.425560353716844,-0.191286227039326,-0.714947124076179,0,2.0000000001,0.59998876023864,0,0.0569176099397645,0.72515032440424,2880.5978972687,0.0312500660060792,5,2,"SNETWORK (2 43 2880.5978972687 0.0569176099397645 5 5)",453420.002966732,4501040.5
43,6,-0.875630141760501,17,0,0,-1,-1,-1,-0.525743512354167,-0.565710037715966,-0.849380069137619,0.887669092898681,0.182760872303373,-0.765631994833699,-0.469030575937167,0.182760872303373,0.182760872303373,0.507712309684779,-0.334755533776769,-0.438196095594305,0.453495710752397,-0.550872321683696,0,0,0,0.901960784313725,-0.875630141760501,11,-0.169309716526942,0.538367382571088,0.539712037805179,0.229310614409747,-0.87371420947252,-0.101532300045734,0.898308530765538,-0.695756826415412,0.0871736110256744,1.0000000001,0.0859119350394445,0.227295398812158,2.0000000001,0.448011440691657,0.533923375631102,0.0248543297437734,-0.688453656220428,-0.409963853678904,0.0193802368091109,-0.262129526744468,-0.671623611570049,-0.141578101487028,-0.652855572559901,0.800843381229307,-0.62622347599392,-1.20606953407933,0.461443517856654,0.527102811164066,-1.1122519596546,1.44776965657109,0,0,-0.999999999999998,-0.999999999999998,-0.999999999999998,1.07438598045764,-0.539819529397553,-0.411733981656626,1.41458171880464,1.41458171880464,-0.217201897472404,-1.18413188691219,-1.06438056377699,-0.8109088620624,-0.899824781488817,-1.05516114166111,-0.422880299558057,-0.413219400538586,0,2.0000000001,0.00399923219168924,0.0208550974520842,0.0642843315544431,0.512038776192693,2891.34350468801,0.0312500660060792,6,2,"SNETWORK (2 43 2891.34350468801 0.0642843315544431 6 6)",453410.5,4501037.5
43,7,-0.858982785144764,19,0,0,-1,-1,-1,-0.525743512354167,-0.565710037715966,-0.84987571613727,0.882904245393375,0.153346940791335,-0.763727962931686,-0.457740978314212,0.153346940791335,0.153346940791335,0.506966305802552,-0.326672904846078,-0.434152853280323,0.460184888605261,-0.546049911388426,0,0,0,0.901960784313725,-0.858982785144764,11,-0.525945592264169,0.0172522854478818,0.0172472760036929,0.643373826265059,-0.855110244702689,-0.222808361230901,0.893101403439415,0.0352537125902471,0.238191595773561,1e-10,1e-10,0.0617100969956947,1.0000000001,0.060816958045335,0.060816958045335,0.00293962825754091,0.145255215788089,0.221855447744776,-0.249022277178082,0.0681870722615388,0.518377728114715,-0.24370993058809,0.52232726098587,0.669961087302541,0.481927277087133,0.912463727288517,0.448233102513065,0.488256905978767,0.234230802444121,1.35904294951242,-1.77635683940025e-15,-5.6843418860808e-14,-0.999999999999998,-0.999999999999998,-0.999999999999998,1.05983312629436,0.150479035458876,-0.85201207820067,1.3905402495275,1.3905402495275,-0.663518717707214,-13.4878291109024,-1.10240552712429,-0.841390190421925,-1.05727500882521,-1.06075448155093,0.211525602345721,0.0951413038255401,26264207.1378576,1.0000000001,0,0.00293962815754091,0.0725597312309747,0.826709059144003,2903.41457249988,0.0312500660060792,7,2,"SNETWORK (2 43 2903.41457249988 0.0725597312309747 7 7)",453400.5,4501034.5
43,8,-0.851503802660787,20,0,0,-1,-1,-1,-0.519752084442584,-0.555677359467468,-0.857186853106665,0.881371888331809,0.137039123494234,-0.761722802361783,-0.452141831573592,0.137039123494234,0.137039123494234,0.51290175615748,-0.318596473659545,-0.428494307784763,0.46384189912175,-0.539168769219197,0,0,0,0.901960784313725,-0.851503802660787,11,-0.566944358694889,0.0869083822138113,0.0869165750536918,0.717500123400205,-0.846414137573102,-0.197852143873316,0.890770809213189,-0.393405227842037,0.675968220557435,2.0000000001,1.332369673913,0.0542067308978868,2.0000000001,0.106844378350172,1.43921405216317,0.0692160382807868,0.172334206404654,0.158426845231926,0.0643824834607053,-0.225297246443021,-0.669112077379396,-0.218331386182451,-0.671741443526854,0.700411429747645,-0.610179132724626,-1.17042224509743,0.505775016107015,0.663783869423699,0.234024264148998,1.82054394719721,-1.77635683940025e-15,-1.13686837721616e-13,-0.86452379962477,-0.856949959335193,-0.860682522844878,0.861469147187505,-0.421479033540523,-0.529548303723056,1.0779423873631,1.0779423873631,-0.21909984103862,-1.00022518509644,-1.14501014248953,-0.876030799096894,-0.935746760356719,-1.14326840839389,0.140988613151356,-0.608521334447598,0.0163914666502201,2.0000000001,0.0640775776760657,0.00513846050472116,0.0760710165984839,0.679228849709034,2908.53637512389,0.0312500660060792,8,2,"SNETWORK (2 43 2908.53637512389 0.0760710165984839 8 8)",453395.792410938,4501035.5
43,9,-0.816720598409913,24,0,0,-1,-1,-1,-0.48289178508035,-0.465420530276656,-0.736725185733969,0.842738594239493,0.0224831865794829,-0.494192915223466,-0.490052754902317,0.0224831865794829,0.0224831865794829,0.486535284771271,-0.132114390809281,-0.28939392086939,0.468440177652159,-0.325879262635493,0,0,0,0.901960784313725,-0.816720598409913,11,-0.363595050468162,0.346915431713835,0.347430039609459,0.420668120331666,-0.807826037452917,0.0510329328799312,0.874784212953812,-0.0963490569571742,0.064251372690661,2.0000000001,0.126642906896307,0.0700216182576252,6.0000000001,0.414049112415074,0.540692019211381,0.0255196474048582,-0.359302387446404,-0.3433382223555,0.599742331842319,0.762928402076013,0.222726542564731,0.0405422341772215,0.218764001063873,1.00399416854249,0.236673911805989,0.575509754182436,1.21748636335515,0.935923836569587,0.110482186898734,2.64082620658072,-1.77635683940025e-15,0,-0.999999999999998,-1,-0.999999999999998,0.50903324414867,1.13044339695434,-0.293103268411712,0.58642475163612,0.58642475163612,-0.26616793957915,-0.260670929999426,-1.38485096514305,-1.19239764910167,-1.12084162822834,-1.38532956469532,1.01149251360557,0.493854870778623,0.0167057510740057,6.0000000001,0.00597730723012214,0.0195423400747361,0.0913214258837718,0.651778868126828,2930.78167224996,0.0312500660060792,9,2,"SNETWORK (2 43 2930.78167224996 0.0913214258837718 9 9)",453376.755139903,4501029.7551399
43,10,-0.801945270376855,25,0,0,-1,-1,-1,-0.524986434766182,-0.508979059952778,-0.904261081151433,0.820897845658834,-0.0135432889510019,-0.521787090539087,-0.478339523717407,-0.0135432889510019,-0.0135432889510019,0.470855396747842,-0.000591915244115092,-0.165876137889633,0.505561354707633,-0.198550866870683,0,0,0,0.901960784313725,-0.801945270376855,11,-0.211116750545781,0.408058710403846,0.40879648172172,0.229310614409747,-0.798015229063356,0.641056994797849,0.830495392464161,-1.37114783087796,0.49242186307973,3.0000000001,1.45588491547231,0.0756061711417271,6.0000000001,0.447071473582646,1.90295638895495,0.0894203645143499,-0.345995734671106,-0.35300204771444,0.886122583769662,0.0516029972674359,-1.77012759190728,0.556175359824351,-1.73582043451209,1.54959935716284,-1.58694317901137,-2.85804715928667,0.82421577453434,0.760042995927656,-0.891991135938967,1.85598083863675,1.77635683940025e-15,0,-0.999999999999998,-0.999999999999998,-0.999999999999998,0.593367619465883,1.37187667234849,-0.335014620225392,0.697103438657143,0.697103438657143,-0.0809537971237503,0,-1.47638096617539,-1.26495030036724,-1.01643267166396,-1.52250323206776,1.95401998392058,0.801507199995798,0,6.0000000001,0.0684123716341613,0.0210079927801886,0.0951203645592665,0.3830145515729,2936.32306579679,0.0312500660060792,10,2,"SNETWORK (2 43 2936.32306579679 0.0951203645592665 10 10)",453371.958103292,4501027.95810329
