"","rid","pid","WS_ID","ws_mi60.max","ws_accum_precip.mean","ws_sbs.mean","ws_dnbr.mean","ws_flow.accum.max","ws_slope.mean","ws_northness.mean","ws_eastness.mean","ws_bare.earth.mean","ws_drainage_density","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_watershed","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_valley_width","ch_area","ch_channel_width","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_channel.width.over.valley.width","ch_slope.over.width.central.diff","ch_stream.power.central.diff","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.median","hs_drainage_density","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","bootstrap_rep"
"1",328,2000001,122,0,0.184902615043947,-0.0100114601348786,0.111999682203793,0.0206300678478254,-0.170398801157922,-0.0790170126195964,-0.882459615951502,-0.483487247588849,0.256604112929028,0,-9.01969750935225e-16,-0.0593156670149506,-0.0137101651139131,0,0.831254695793677,-0.720718674176567,0.0141774652414022,1.28464011895119,0.765317044499752,505.0000000001,386.485107421975,0.0569425935436275,1275.0000000001,72.601806640725,459.0869140626,0.257913996764326,0.480651504473482,1.13379599419447,1.15463175168919,0.260379115876645,0.2547833484685,-0.478679290147158,-0.468289078303026,0.0985945249084352,-0.808358380801301,0.0493575455097094,-1.3956045906099,0.655134314562032,-0.1394214705975,-0.130566983174609,0.430096375371454,0.550142690348223,0.0433500611460147,0.263623654600486,-0.174208799886924,-0.222279924101456,0.45566500029494,-0.0132280255178604,-0.316185659861514,0.153636145630546,0.00657795501468494,0.170401133912535,0.167866258374439,0.473521782380597,0,1.23905862825946,0.232759020251448,0.0430753159690237,4.12611013275231,18727.2819704018,2.91038304567337e-11,231,1,"SNETWORK (1 328 18727.2819704018 0.0430753159690237 2000001 231)",2
"2",328,2000002,140,0,0.184902615043947,0.00983537367713252,0.133298865851379,0.00153462638698355,-0.25269831818269,0.000795673737768156,-1.00004678036866,1.07328844934033,0.237021949905068,0,0,-0.0593156670149518,-0.0137101651139131,0,1.01521676193591,-0.159213633454174,-0.00728123402470715,-0.529235440816152,0.208017467878955,177.0000000001,36.819091796975,0.05556640635,5.0000000001,0.27783203135,37.096923828225,0.203829251902885,0.200753140596161,-0.937046108348922,-0.915436324587707,-0.118469931565623,0.688023079231458,-0.263378381586832,0.0360644989380671,0.668483245146486,0.387552056323304,1.14656377962651,0.347285881825737,-1.23467105668359,0.631442536501088,0.564198833800598,0.643280551368072,0.626613605234844,0.661018456486716,1.10917077242559,0.292568456045632,-0.585348425105245,0.0173049849746388,-0.147167013164353,1.1556128112564,0.535517250316111,0.457680346625981,-0.176968860432262,0.828174455384886,-0.210879251413669,0,0.49444027325418,0.00373098136716325,0.32844002704951,0.459901696544104,18941.1122798659,2.91038304567337e-11,249,1,"SNETWORK (1 328 18941.1122798659 0.32844002704951 2000002 249)",2
"3",56,2000003,21,-0.878048784742747,-1,-1.28784184365255,-0.971252563303128,-0.125344595879283,5.2790993946142,-2.01001995185776,3.28749958893729,0.66969305567195,-1.82821655571029,1.42713085069909,-1.21415175865896,0.972776564356801,0.986289834886087,-1,-1.00901674826327,0.877894106595542,-0.132102100773757,-0.37913449461482,0.594555462393388,1210.0000000001,719.4121093751,0.0872136897306818,462.0000000001,40.292724609475,759.704833984475,0.454368919947114,-0.531050010361376,0.496377568179398,0.500877741331719,-0.340367323737644,-0.476732280775562,0.44101707444213,0.381805652263085,-0.0660133742046426,0,-0.0410790487497926,-0.130954627781086,1.24171863329155,-0.194707719281573,-0.152963620343911,0.701389551101254,0.602077843489137,1.05880191145366,0.351702363016952,-1.30513663790394,0.251854867160367,-0.695083199811507,0.529166563127289,0.639160462100983,-0.065256272463586,-0.109507277408933,-0.482533808430546,0.132559853114074,0.0790797192801261,0,3.57954357702728,0.20048253524912,0.538924489526214,2.66012403865251,5986.32469994975,0.00048828125,27,1,"SNETWORK (1 56 5986.32469994975 0.538924489526214 2000003 27)",2
"4",318,2000004,75,0.121951215257253,0,0.0817231115873552,0.0728939924839727,0.794793936462044,-0.0150538984582327,0.266026021840564,-0.214779645875568,-0.153937216761142,-1.67556334964948e-05,-0.0636738260184515,0.033263111934809,0,0,0,0.385372645268443,-0.49479024957311,0.772882274584943,0.403427094893237,0.224219150330533,244.0000000001,54.70947265635,0.0932270202464469,781.0000000001,72.810302734475,127.519775390725,0.124409537066463,0.451116808541909,1.27264852739194,1.29823946872562,-0.535383898796849,-0.338757638344513,-0.398367858672961,-0.522614794456285,-0.183177003895957,-0.762034941890092,-0.0607625592677704,-0.795564616974139,-0.48747577366398,0.0963076520166168,0.12276093708657,0.483490082541017,0.540033860629862,0.521344169373234,0.365461745185065,-0.74159497516028,0.633997417793705,0.389737835197772,-0.300670750125342,0.722613897299616,-0.0863448840334423,-0.162676531030447,0.806955698806912,-0.414307523696933,1.8284189639617,0,0.159396538573282,0.212133469120658,0.523825506369517,12.1934799519454,18130.691908001,5.82076609134674e-11,128,1,"SNETWORK (1 318 18130.691908001 0.523825506369517 2000004 128)",2
"5",140,2000005,66,-0.878048784742747,-0.943059940955578,-1.04409092955092,-0.923805968040671,-0.200805378025542,5.06866384951208,-2.14873853227266,3.51970144128606,1.75615044348416,-1.81956592402346,1.50951551035016,-1.19891189022853,0.601634041668717,0.898706081500268,-1,-0.329910535221748,-0.439360388406272,-0.20595791285476,0.456368328539756,0.389212323150214,117.0000000001,45.537841796975,0.0873363269236396,1801.0000000001,157.292724609475,202.83056640635,0.105751077475521,0.308057182030698,0.95907468611077,0.974474867330141,-0.382106368995282,-0.490459156756725,-0.610383293461193,-0.450223279395921,0.421967383540953,-0.668804320355538,0.206156138095137,-1.20533575166806,0.646721691709955,0.192542097716971,0.143344080251375,0.417745139329873,0.443138425245953,0.450740168082434,0.508096149408906,-0.221473949291677,-0.0618878621652722,0.0433879301765812,-0.479396059861022,0.102724999928859,0.363655606100259,0.305710361788254,0.0425680509404056,0.412599985656277,0.228505176942173,0,0.164673578769147,0.568800690891617,0.15554209748121,6.58648199831141,6511.09630600276,0.000244140625,100,1,"SNETWORK (1 140 6511.09630600276 0.15554209748121 2000005 100)",2
"6",137,2000006,36,-0.951219502266924,-1.21908929216318,-0.8670159931526,-0.89516392192597,-0.62518487522081,0.451045752341498,-0.619050443589601,0.114680477833102,0.1858573286475,-1.04016328940391,0.936326173981548,-0.966736888065191,1.49500339689717,1.39987373666001,-1.16666666666667,-0.291185386348659,0.557789992043229,-0.623920455149916,0.047022978608976,0.206531001172304,102.0000000001,21.066162109475,0.0982592983104701,117.0000000001,11.496337890725,32.5625000001,0.148687214711872,-0.0462476458338173,0.516047090593169,0.520893059022236,0.762967279786773,-0.133582806079089,1.9173661212139,-0.193153721016207,-4.15760645884449,-0.125872724542582,-2.66685341667856,-0.889036221325159,0.507163697784617,-2.44292914662832,-0.956445971452865,-0.720765967307014,-0.564463592398066,-0.666440549194559,-0.17254876012867,1.0885640325583,-1.05429454739487,1.38856729674088,0.0557585477304765,-1.56901117280735,-0.786936064002151,-1.01286713517163,-1.48429947458841,-0.448014681463811,-0.874669622340788,0,0.103404497661718,0.0564304517527858,0.313164887243682,3.79651967320563,4752.98251149045,0.001953125,91,1,"SNETWORK (1 137 4752.98251149045 0.313164887243682 2000006 91)",2
"7",318,2000007,66,0.121951215257253,0,0.0834906781453497,0.0743367432828886,0.802640398803146,0.00670664530396983,0.286296812643392,-0.175355435353126,-0.167835919531944,0.0204110665388376,-0.0636738260184515,0.033263111934809,0,0,0,0.306832988715793,-0.601971583281253,0.780597560641022,0.836605665316973,0.146475364637566,569.0000000001,83.344482421975,0.0965445657446541,318.0000000001,30.7011718751,114.045654296975,0.128574582170885,0.712250292502076,0.925812574778047,0.940252504462526,-0.338351327131721,-0.244828640925242,-0.7114632963103,-0.592713191087061,0.333340630132836,-0.721230600252079,0.167607121006559,-0.680230463916508,0.0516200999096717,0.274017512875376,0.395597773204206,0.200146718976501,-0.0098039639299744,0.134931262457249,-0.250520854540766,-0.636552749126453,0.583394529983008,0.942756076356953,0.151063414603333,0.370972428950129,0.356749499232663,0.353922920274611,0.940273042979257,0.135723940469186,1.90510232811213,0,0.308379748915795,0.113596238156592,0.426741587843318,6.82714203888343,18015.6380925969,5.82076609134674e-11,145,1,"SNETWORK (1 318 18015.6380925969 0.426741587843318 2000007 145)",2
"8",318,2000008,27,0.121951215257253,0,0.0492355370294434,0.0558237939582636,0.829285402051065,0.111315995056994,0.273033018732495,-0.190003469079256,-0.561067432791761,0.139787225151114,-0.0657220840893336,0.0399775397984254,-0.0272234356431992,-0.0300644515947233,0,-0.0523801792208053,0.0367000718579028,0.80685636472465,-0.470969879719086,0.4529615645444,1567.0000000001,709.790771484475,0.053955078225,1.0000000001,0.053955078225,709.8447265626,0.452707096122003,-0.308821935775189,0.0562866163021423,0.0563477858463066,-0.0188757521158608,-3.61197379447088,0.366786076372364,-0.0244120909020591,-0.866633644348038,-0.107056178476069,-0.768553840982113,0.346341219592745,0.227226943303598,0.554238458571992,1.11730809168068,-0.336270684079576,-0.693290881606615,-0.25883759775572,-0.739190995833164,-0.785790223063769,0.61139328800295,0.454202258681089,1.01013763386568,-0.678546504116825,1.03660069075991,1.20931009406388,1.97436055455514,0.646328742361149,0.726095604299339,0,4.78642480300759,0.000363842324472089,0.0131477265801181,0.971346334861737,17525.4894409103,5.82076609134674e-11,126,1,"SNETWORK (1 318 17525.4894409103 0.0131477265801181 2000008 126)",2
"9",56,2000009,15,-0.878048784742747,-1,-1.29413418304059,-0.974218672532148,-0.123140382487019,5.29676569970332,-2.0209025055338,3.28895534747734,0.654731674253505,-1.77196013738406,1.42713085069909,-1.21415175865896,0.972776564356801,0.986289834886087,-1,-1.10446549497471,0.148638187448591,-0.12995826896556,0.225779906562623,0.57603326254889,428.0000000001,246.542236328225,0.0629972554163289,1061.0000000001,66.840087890725,313.38232421885,0.210464959279819,0.417462410521292,0.447671798926181,0.451365644728054,-0.350327873862039,-0.396800586648316,0.126777883418375,0.766071883398785,1.40750775388119,-0.251851461573359,0.948498749693218,-0.42592588675446,-0.181051467378382,0.182635257912351,0.144469220230983,-0.373560466845206,-0.436551048315843,-0.200235077889923,-0.375186625405486,0.225112677901864,-0.89524182610522,0.472853897861014,-0.663266714702015,0.327663136135255,-0.830064889082847,-1.06829117532079,-1.79914833054423,-0.380254304349785,0.0486751887198581,0,1.26865174848203,0.34394428976574,0.447737679340223,3.41489812345119,5913.3835798194,0.00048828125,24,1,"SNETWORK (1 56 5913.3835798194 0.447737679340223 2000009 24)",2
"10",140,2000010,71,-0.878048784742747,-0.943059940955578,-1.04763704306091,-0.924189265414831,-0.20282516699391,5.0597478006135,-2.16840322825448,3.55303441202086,2.77900425543915,-1.86790050866619,1.50951551035016,-1.19891189022853,0.601634041668717,0.898706081500268,-1,-0.283753393869401,-0.638110840272916,-0.208064565799589,1.30360024175293,0.748781331480208,240.0000000001,179.70751953135,0.0918145771392749,993.0000000001,91.1718750001,270.87939453135,0.219691317643593,0.223703002205783,-0.0373122521091222,-0.0372823537413181,0.431137834889805,-0.200412552510943,-0.596013234880864,-0.72441401927788,-0.177369098962051,-0.446438728537997,-0.1727074203831,-0.78112509627833,-0.505483516193579,-0.410004372205582,-0.298308388512286,-0.0721630095624122,0.607683394253034,0.0441275359843398,0.653441711796083,-0.396212439880812,0.510612161097741,-0.852735497100626,0.257463463454334,1.72149107544239,-0.106126493452116,-0.231042701116809,-0.431647164350615,0.0564365021080936,0.472081960551056,0,1.29288455365489,0.655925301415986,0.218146137892147,3.49624932269324,6573.86585400622,0.000244140625,101,1,"SNETWORK (1 140 6573.86585400622 0.218146137892147 2000010 101)",2
