"","rid","pid","WS_ID","ws_mi60.max","ws_accum_precip.mean","ws_sbs.mean","ws_dnbr.mean","ws_flow.accum.max","ws_slope.mean","ws_northness.mean","ws_eastness.mean","ws_bare.earth.mean","ws_drainage_density","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_watershed","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_valley_width","ch_area","ch_channel_width","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_channel.width.over.valley.width","ch_slope.over.width.central.diff","ch_stream.power.central.diff","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.median","hs_drainage_density","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","geometry","ID"
"26",56,26,48,-0.878048784742747,-1,-1.16425599038353,-0.943419561515282,-0.14672917704117,5.08527204011475,-1.98565533212866,3.28405212404339,0.91461900475163,-1.97815407086345,1.49434841254669,-1.22832178782169,0.812410175169805,0.942388650464588,-1,-0.551643908491621,0.166715091985602,-0.153226414238609,0.335148402790279,0.572180587354214,178.0000000001,101.84814453135,0.156629400243678,435.0000000001,68.1337890626,169.98193359385,0.277295160938091,-0.168994055847769,-0.605211493077587,-0.596790753383202,-0.410392858440485,-0.115857034173473,0.394358484969721,0.0786747226418491,-0.597154953539487,0.375094960840791,-0.850598034345232,0.210782136928816,-0.684533211292631,0.201727260183445,0.157448543762666,1.07971556013266,0.534144059845549,1.47808602272985,1.15531814541852,0.651941317316877,-0.869773847042141,0.619984162689762,0.452014581492462,0.341896850194419,-1.94698250543272,-2.26417074941991,-3.05005919372548,-1.39912451337363,-1.45938027398778,0.005704654358732,1.08599861404698,0.726505139904055,0.938047495484113,1.25335135682608,6305.58665313115,0.00048828125,26,1,"SNETWORK (1 56 6305.58665313115 0.938047495484113 26 26)",c(412346.616655354, 4450784.3139855),"boot_1_1"
"7",56,7,25,-0.878048784742747,-1,-1.28271415590856,-0.969602291658546,-0.128618243245668,5.27205397600952,-2.01986737457944,3.31672181057612,0.681930400767014,-1.85189707287236,1.42713085069909,-1.21415175865896,0.972776564356801,0.986289834886087,-1,-0.941121555086291,0.489841282256737,-0.135398253377313,-0.54697559823168,0.244397509329052,364.0000000001,88.960693359475,0.14084002303578,218.0000000001,30.7031250001,119.663818359475,0.205607935425387,-0.803685784063518,-0.603696097107895,-0.595320043426571,0.920184016436326,-0.119819833414915,1.34436707835788,1.10821865889276,-0.428441171458111,0.562225021679795,-0.614658074957184,0.384336440811125,0.0118801414931694,-0.0433234802666411,-0.0338972106277339,0.25395225431259,0.593385584021219,0.491371091086118,0.922375707479946,0.329807457605669,-0.348460931765448,-0.0207370890820574,-0.0474374817318842,0.411123631617249,-0.919142226714659,-1.01081695164119,-1.76528346397221,-0.515206193959924,-0.645290323797299,0,0.947583496475492,0.327040779939673,0.601355965014756,0.443577599595301,6036.26417852386,0.00048828125,7,1,"SNETWORK (1 56 6036.26417852386 0.601355965014756 7 7)",c(412147.616669995, 4450673.79763176),"boot_1_2"
"137",318,137,49,0.121951215257253,0,0.0571689922190347,0.0636890000296789,0.815839040073279,0.0736253283111671,0.262001049704621,-0.196763931090058,-0.409744350977876,0.0542345981144799,-0.0636738260184515,0.033263111934809,0,0,0,0.153450268633146,-0.819654084409214,0.793793593477125,1.09629770255106,0.122998188096749,3806.0000000001,468.131103515725,0.110750192210656,305.0000000001,33.77880859385,501.909912109475,0.122089494653485,0.803231993756947,1.43203010255864,1.46350835041444,-0.632923813021461,-0.745523189743769,-0.671354959377194,-0.71215514063057,-0.00105937926597262,-0.888080620508332,0.0097231781877368,-1.23316586808431,0.629995414549989,0.0229041824187234,0.0103440825444183,-0.0413886426474124,-0.0669365415697782,0.0406976956044464,0.128143789785143,0.620222233214218,-0.536501734638788,0.272269758132316,0.671387063574268,-0.0976637817354196,-0.914210269315964,-1.06211533319902,-1.51724647280841,-0.674525960593493,-0.715312006215686,0,1.22211841889182,0.0881840660460735,0.260644313960339,8.67853291507345,17818.796788923,5.82076609134674e-11,136,1,"SNETWORK (1 318 17818.796788923 0.260644313960339 137 136)",c(408743.616920442, 4456459.5741503),"boot_1_3"
"254",328,254,121,0,0.184902615043947,-0.0156167294380169,0.107586001955437,0.0235207499290345,-0.151502074457391,-0.0941666484448937,-0.829250013592482,-0.561003545554653,0.241273373860766,0,-9.01969750935225e-16,-0.0593156670149506,-0.0137101651139131,0,0.82194197153689,-0.457704547532733,0.0142708603379357,0.603422590111037,0.449437403516896,364.0000000001,163.59521484385,0.066350596538172,1395.0000000001,92.55908203135,256.1542968751,0.14562495568556,0.661737120089347,1.36999141381286,1.39912629383426,8.98960321267126,0.211185077240715,-0.498750574516724,-0.484857554319085,0.0804221077425084,-0.771354752998334,0.0371784331712114,-1.27988527206891,0.745522552626263,0.0320913933081783,0.0243697863904708,0.975093218502093,0.643771001052127,0.486198718482567,0.637320669951274,0.0656978607026757,-0.559042481074952,1.44116799618814,-0.0657422906532918,-0.291583499581125,0.21756772813103,0.21774532585392,0.375552160251836,0.173038749958824,-0.611070558073701,0,0.445728368394468,0.252184690446372,0.0277150398362368,0.0769125279039145,18715.7721639282,2.91038304567337e-11,230,1,"SNETWORK (1 328 18715.7721639282 0.0277150398362368 254 230)",c(409370.899108137, 4456340.31357672),"boot_1_4"
"211",319,211,7,0.121951215257253,-0.147922092035158,0.260960479573094,0.0133353238054709,-0.414249554232377,-0.48442709233601,0.591977947589676,0.451653515771374,0.4121135451886,-0.532688220211586,-0.00158735680330838,-0.00885098203428815,-0.00787626301831172,0.00607591112160911,0,-0.225426147853147,-0.252525223551118,0.938461030224064,-0.0920398928636757,0.650447358218805,908.0000000001,590.606201171975,0.3740234376,1.0000000001,0.3740234376,590.980224609475,0.650143261496452,-0.0307116950162422,0.402027341410433,0.405031670175601,2.22344231992631,0.881121462967348,-0.130555714036139,-0.223600839682218,-0.101826874707758,-0.407969987169129,-0.0700052160641095,0.00643666865680714,0.323318727729952,0.415448516370333,0.660047732872247,0.811843767433667,0.844991661166218,1.08148432103541,0.260805610977646,-2.30293339656275,-0.0604798463368109,-0.373563520333886,-0.411253634121816,1.10869816023568,1.09169672353772,0.850631564876434,1.0762640264018,1.08225387601462,-0.433740278475843,0,3.13642440695527,0.00198625790894282,0.560451485770159,4.98521170967929,17265.6583503117,1.16415321826935e-10,202,1,"SNETWORK (1 319 17265.6583503117 0.560451485770159 211 202)",c(408409.616945016, 4456714.31354921),"boot_1_5"
"78",137,78,37,-0.951219502266924,-1.21908929216318,-0.867406496051671,-0.894600608664039,-0.625328088754922,0.445557336577858,-0.615898120808877,0.109487116716837,0.191386875508447,-1.0598322538981,0.936326173981548,-0.966736888065191,1.49500339689717,1.39987373666001,-1.16666666666667,-0.266994464787334,1.87222138306769,-0.624011834524942,0.360027404128832,0.280052274916176,255.0000000001,71.413330078225,0.150053919309123,211.0000000001,31.661376953225,103.07470703135,0.221190358536159,-0.0991832707384458,-0.0328265162371935,-0.0328032363593185,1.659599721072,0.742312668025278,3.38085251371664,0.572242298916461,-5.20237916989834,0.712568484560388,-4.88544574652193,-0.111382828139687,-0.149154501505051,-5.93226303396145,-2.33848638235873,-0.709141190187433,-0.519888599392287,-0.65397931447355,-0.135023480869199,1.02642010205254,-0.993305789083654,1.43760372813885,-0.447613326470383,-1.51864154149638,-0.731297256855774,-1.01322541359551,-1.77155105964932,-0.256798613174083,-0.361849624584819,0,0.512183038941836,0.227078337436359,0.319574052281374,1.4451535714382,4764.11498478733,0.001953125,78,1,"SNETWORK (1 137 4764.11498478733 0.319574052281374 78 78)",c(412670.367159129, 4449977.06457249),"boot_1_6"
"81",137,81,61,-0.951219502266924,-1.21908929216318,-0.91017603858366,-0.955457775903729,-0.668975885463652,-0.264336765610134,-0.583273106693951,0.756930182242373,-0.108596633049668,-0.817325653384616,0.871839546742261,-0.879207840154383,1.27136245706164,1.41270331934,-1.16666666666667,0.388660321666931,0.590345798754356,-0.666960588725062,-0.348521660414621,0.170518600209012,430.0000000001,73.322998046975,0.0653881317489362,141.0000000001,9.2197265626,82.542724609475,0.144558186806436,-1.04022075331629,-0.31678273987827,-0.314602700546547,-0.354596839711257,1.81267287414487,0.0810631846139726,0.0714671850293805,0.0453166916782616,0.402935268710037,0.0405870618469627,-0.444300440639407,0.753778796067525,0.142043676634012,0.0777429300395415,-0.951915263296776,-0.920404560400882,-0.728069709348729,-0.719870176581565,0.613957146239137,-0.265244208462781,1.86129424716662,1.28682855485904,-0.256032244573628,-0.386713058568213,-0.481448109588421,-0.447956159825914,-0.319234992090722,1.44020943295017,0,0.640109318235182,0.0804881557143066,0.480551395972438,0.668480603024364,5043.7264426768,0.001953125,81,1,"SNETWORK (1 137 5043.7264426768 0.480551395972438 81 81)",c(412872.616616653, 4450107.25185535),"boot_1_7"
"43",56,43,42,-0.878048784742747,-1,-1.18546930991142,-0.948013122005305,-0.143721465140353,5.11536346437668,-1.99578222116673,3.27961708033425,0.880990622627818,-1.93349633008637,1.49434841254669,-1.22832178782169,0.812410175169805,0.942388650464588,-1,-0.614757565083855,0.337099267659459,-0.150233067799353,-0.307342562287827,0.72274523593528,107.0000000001,77.333740234475,0.258557958610316,618.0000000001,159.788818359475,237.12255859385,0.327065598160345,-0.207484634919213,0.306291814054487,0.308066192374834,0.9216783553749,-0.139339716141849,1.68666642805988,0.275339808135925,-2.74987428324928,-0.10212677610561,-2.04090590700949,-0.260946610562815,0.434784424075313,-1.19888213094118,-0.932628220869741,-0.150559537309776,-0.104042973269879,-0.18536167356979,-0.220080554311386,-0.337962482434689,0.46191709559563,-0.709248292005835,1.16449623580214,1.10103407202992,-0.984875793019737,-1.01409424588877,-0.862883140547796,-0.967350925442485,-1.40186775087496,0,0.438750910946491,0.906557595711325,0.850522268275728,3.94347820819892,6235.57446497344,0.00048828125,43,1,"SNETWORK (1 56 6235.57446497344 0.850522268275728 43 43)",c(412291.6166594, 4450760.31398727),"boot_1_8"
"143",318,143,93,0.121951215257253,0,0.0845612660958739,0.0684868378729494,0.765036031086346,-0.15296969362922,0.207287338694846,-0.251333086362071,-0.346046708038826,0.0324001657961966,-0.0636738260184515,0.033263111934809,0,0,0,0.570617022799584,0.563345669254815,0.744182879693342,-0.784544851603445,0.28944264600468,219.0000000001,63.387939453225,0.237939735468497,692.0000000001,164.6542968751,228.042236328225,0.250320786409687,-1.30656544392777,-0.046423957958951,-0.0463780474050666,1.57666422783315,4.4201834313025,0.0407178473509508,0.550732521154964,0.892941123306881,0.205806065588075,0.839490986716595,0.643088645162937,0.0661495442712865,1.70370101334175,2.53257378779047,-1.08951462678325,-1.6878281499968,-1.1941901388593,-1.01618720903403,0.304026000953868,0.561235185004597,1.31265954102326,2.92250986889732,-0.430784005963844,-0.556312221660172,-0.21332430406001,1.3109989025042,-1.25704714553948,0.635034109370709,0,0.458920577729732,1.1920760589392,0.720456311656839,0.0303160609870581,18363.7183939291,5.82076609134674e-11,142,1,"SNETWORK (1 318 18363.7183939291 0.720456311656839 143 142)",c(409105.145302337, 4456305.78517077),"boot_1_9"
"32",56,32,44,-0.878048784742747,-1,-1.18216821165145,-0.947420931187593,-0.144406340037981,5.11165096454152,-2.0017248914329,3.28610763737184,0.880578437571326,-1.95011919875007,1.49434841254669,-1.22832178782169,0.812410175169805,0.942388650464588,-1,-0.588587182126175,1.97616270963132,-0.1507289352903,-0.267109134405655,0.732773263213839,280.0000000001,205.176513671975,0.475829305628085,948.0000000001,451.086181640725,656.2626953126,0.534415875761645,-0.77218710299373,0.181288392414571,0.181922792617836,-0.502976564711139,-0.840592485105391,0.847659178783935,1.68573295091753,1.85292697407602,0.579375973789388,1.49653169552123,0.384146730343447,1.11886929093391,-0.074205884623418,-0.0572934131645748,-1.02273243829397,-0.602304538487768,-0.875869725759417,-0.472340418312363,-0.0947858482275981,0.250667677150726,-0.111202382345955,0.820622478771768,-0.27630115681678,-0.828421569330106,-0.753664549202766,-0.268035854543832,-0.993241900984527,-0.732086492123591,0,1.26906211637744,2.79006780111764,0.878742355711512,0.757016325369477,6258.14795760405,0.00048828125,32,1,"SNETWORK (1 56 6258.14795760405 0.878742355711512 32 32)",c(412307.219589795, 4450774.31398624),"boot_1_10"
