"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_ch_area","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min.mean","hs_storm.accum.30.min.mean","hs_storm.accum.60.min.mean","hs_slope.median","hs_aspect.northness.median","hs_aspect.eastness.median","hs_slope.northness.median","hs_slope.eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max.mean","hs_ndvi.mean.mean","hs_ndvi.min.mean","hs_ndvi.range.mean","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","bootstrap_rep"
137,100000001,0.482176721365048,37,-0.182434882136088,-0.493825587762665,-0.550040856219537,-0.551846948500872,-0.54975087933226,-0.0392756714950769,-0.0634269394568033,-0.70277662717858,-0.413076779516854,-0.597117378868553,-0.0260944396832757,0.472974267997743,-0.597117378868553,-0.597117378868553,-1.31632147332951,0.173348089310936,0.0756331987123394,-0.70680721904677,0.134841500488083,0,0,0.455557254476404,0.364580677662562,0.482176721365048,1,-0.821870187293211,-1.14013714560407,-1.09875512142174,-0.409597463385846,-0.736860593818156,0.497731664446561,-0.242017518223811,-0.413161691775483,-0.0195516001549453,0.279980779171933,3831.0000000001,1.98325114728549,0.18588499532484,5536.0000000001,1.90273260651008,3.88598375369557,0.033824955362574,-0.776384826727758,1.0250821219939,0.0233483242290743,-0.332066679677669,-0.819812031223484,0.399228457451637,-1.70029742611774,-0.426735693322087,0.606958680569478,0.25324581771473,1.17223182101346,52.0000000001,60.9560546876,1.17223182101346,52.0000000001,60.9560546876,0.549026814902439,1.74395283893119,1e-10,0.681202721350467,0.425533334101823,0.371976340429735,0.535082421301455,-0.0097628098001502,-6.2602913664822e-16,-0.0947347101050445,-0.0897347384294188,-0.0718073578617489,-0.189595090916285,-0.362327308644821,0.966966935116139,-0.190454642374872,-0.190454642374872,-0.966607507051966,0.568884286639673,0.515740385352883,0.575611065247769,0.262507207165818,0.6660038706525,-0.847010198703408,-0.687711311429299,0.869026494123339,5536.0000000001,0.0172629083345827,0.0165620469279914,0.577739665529222,2.32277491263358,5212.53873089967,0.001953125,63,1,"SNETWORK (1 137 5212.53873089967 0.577739665529222 100000001 63)",100
137,100000002,-0.418845188792191,16,-0.185712976940586,-0.500464661936247,-0.612877153222713,-0.614349237474709,-0.609405455638136,0.00964724959026601,0.00433966826003438,-0.00540128412407817,-0.36994553704076,0.461847158475645,-0.092789145497178,-0.00605671419089701,0.461847158475645,0.461847158475645,0.477008528892015,0.0255485281008263,-0.0826957347800637,-0.911461290816451,0.0167652243873074,0.100969434774191,-0.14469320018369,0.808445717563054,0.35800918471082,-0.418845188792191,1,-0.0145143058816875,-0.155554698018459,-0.154702925498242,-0.454385600889773,-0.138463838199203,-0.446262279466094,0.0398084349735294,-0.369627324021405,-0.104907600583273,0.115236299570263,380.0000000001,0.0809674096274318,0.0863136600578991,2900.0000000001,0.462822937989868,0.5437903475173,0.0023578349706882,-1.28355243457661,2.37096812464578,-0.0446141592160451,2.06136726024769,4.34928854735572,0.0170547841547557,4.71459401390175,-0.73782580224892,3.46762988207234,1.6173152159048,0.0842793783552083,48.0000000001,4.04541015635,0.0842793783552083,48.0000000001,4.04541015635,0.229875532636964,0.232195851757905,1e-10,-0.372918210425423,-0.463958676067468,-0.376442992196921,-0.125719819641574,-0.0097628098001502,-0.0440532202613972,-0.0723322258059002,-0.0772598247960066,-0.0831668547685294,0.412379822242438,0.60801840717276,-0.556001419103353,0.457262174004944,0.457262174004944,0.382238074771477,-0.416009491964454,-0.225469457351119,-0.141570904096167,-0.00167393666969594,-0.359990298009157,1.25946204561314,1.18208574166414,-0.114354319719039,2900.0000000001,0.000351068720656362,0.00200676615003183,0.29892857895497,2.98037775696732,4728.2545912484,0.001953125,34,1,"SNETWORK (1 137 4728.2545912484 0.29892857895497 100000002 34)",100
318,100000003,0.145439973125262,30,0.831613660734676,0.506174412237335,0.449959143780463,0.448153051499128,0.45024912066774,0.958357690691991,0.963510530101785,0.58233353555785,0.661022272972828,0.0131039717208619,0.818199689800506,-0.229775403532166,0.0131039717208619,0.0131039717208619,0.0979706778952422,-0.840549279759411,-0.928270854934903,0.00263257248970528,-0.941057635214539,-0.899030565225809,0.85530679981631,-0.544442745523596,-0.64199081528918,0.145439973125262,8,0.364174866246541,0.2954428467119,0.296944005117345,-0.475671504561258,0.308586182737187,0.13079784764125,-0.512713530103261,0.661262715292177,0.20593519104767,0.277090655274862,27729.0000000001,14.875288891598,0.0827748283762643,22157.0000000001,3.55073750732695,18.426026398825,0.0581074245615295,-0.417326606465117,-0.20174580332435,-0.42688224736113,-0.415004756240612,0.152380076330551,-0.558847433581401,0.124606951799824,-0.299303979317448,-0.0116671084037867,-0.0187470449954405,0.023223376764959,244.0000000001,5.66650390635,0.023223376764959,244.0000000001,5.66650390635,0.362796758933848,0.427463052813485,1e-10,-0.317571826040024,-0.634425075749691,-0.220755470400504,-0.664316731055597,0.99023719019985,0.867841683603146,0.905265289894956,0.910265261570581,0.928192642138252,-0.645677030729502,0.911525120882683,0.914533774558528,-0.603119578559782,-0.603119578559782,0.987056544059277,0.556297227559697,0.319756908251475,0.388088397078762,0.960158777493074,-0.0181086902794555,1.80620929108477,1.82747177004564,0.360494573612877,27729.0000000001,0.046909990624238,0.0111974338372915,0.358587184952374,6.26107043810738,17934.8685459177,5.82076609134674e-11,115,1,"SNETWORK (1 318 17934.8685459177 0.358587184952374 100000003 115)",100
137,100000004,0.680638775194246,44,-0.182434882136088,-0.493825587762665,-0.550040856219537,-0.551846948500872,-0.54975087933226,-0.0313911071775503,-0.0561197606812133,-0.745132263427216,-0.430463504541256,-1.05676659247231,-0.071691039579678,0.699343999700506,-1.05676659247231,-1.05676659247231,-3.89556033150297,0.201364796571367,0.0620717569880286,-0.721446187314154,0.163946464560052,0,0,0.455557254476404,0.364580677662562,0.680638775194246,1,-1.43925950268753,-1.49171833641423,-1.41651768593978,0.159680631488572,-0.868122637475658,0.709111931518461,0.698204954981429,-0.430570915553481,-0.869992576137709,0.105505905113549,213.0000000001,0.0415521706758115,0.146182533640794,4646.0000000001,1.25577558316606,1.29732775374187,0.0144960139509404,-0.524266310532744,0.494390594284133,0.478469484323386,1.79835213752159,2.65688136964912,1.43490357016213,7.49793001716657,0.468562822765764,-0.570171724798658,-0.193674846675223,0.238364955457143,35.0000000001,8.3427734376,0.238364955457143,35.0000000001,8.3427734376,0.399425277854574,0.81824460937079,1e-10,0.268461480672468,0.523707890899998,0.141177654138478,0.584772104841145,0.000777296118831239,0.00598951719793975,0,-0.000271290224167266,-0.00671758123582111,-0.573705154039294,0.434748612872508,-0.799793566310623,-0.542009084019653,-0.542009084019653,-0.275484439404732,0.500142635532003,0.17056774698166,0.387968235709747,0.233260460895979,0.137768295239136,0.450427876372366,-0.61187709106921,1.06368872648615,4646.0000000001,0.000464293497547328,0.0140317203533931,0.66734096586022,0.136422420947335,5368.1727452267,0.001953125,50,1,"SNETWORK (1 137 5368.1727452267 0.66734096586022 100000004 50)",100
137,100000005,0.834945135125735,48,-0.182434882136088,-0.493825587762665,-0.550040856219537,-0.551846948500872,-0.54975087933226,-0.00459725603847201,-0.0433257677342549,-0.738051618933857,-0.436641729942437,-1.29052672803067,-0.0307511030741567,0.52741173086551,-1.29052672803067,-1.29052672803067,-5.41285365414092,0.200774024721734,0.0395546094260003,-0.762572615468352,0.168547376975241,0,0,0.455557254476404,0.364580677662562,0.834945135125735,1,-0.958885262256156,-2.55986524564397,-2.29077567467748,-1.40505375965772,-1.11527050855458,0.86662837098067,-0.453555853796041,-0.436712966271083,-0.137428950475724,0.077571408124856,7.0000000001,0.00100400783591862,0.0691073335642819,14.0000000001,0.00178891431913121,0.00279292205504984,6.69920672218988e-05,0.423668377076996,0.84316791827399,0.154370282856308,0.394005501583333,0.00402864099096655,1.21729533522221,0.0389034586492845,0.264936614142117,0,0,0.01513671885,2.0000000001,0.0302734376,0.01513671885,2.0000000001,0.0302734376,0.284828335243263,0.357786062028769,1e-10,2.17870886216801,1.10369709606842,1.83897379980651,0.638408430610949,0.00186508621630224,0.00660766374721629,0.00977708311741716,0.00896177345435411,0,-0.796725188100497,0.630356125296072,-0.758050664784768,-0.72680062927644,-0.72680062927644,-0.402269494998073,-2.5960961920915,-0.304920216878251,-0.17985887121635,-0.212196342079784,-0.371962613608394,0.401174963513337,-0.489952243769336,2.29422053789166,14.0000000001,2.40824679019694e-05,4.29094993199294e-05,0.724972189229569,1.2731063893329,5468.27596482749,0.001953125,71,1,"SNETWORK (1 137 5468.27596482749 0.724972189229569 100000005 71)",100
56,100000006,-1.34691739194687,1,-0.016376969797183,-0.0406255841243769,-0.0539298651555209,-0.0526282971591558,-0.0497659234028937,-0.354955638474506,-0.0638317232953195,-0.473824460774114,0.000792554931987252,5.38939306031812,-1.4903788530465,3.04507108023939,5.38939306031812,5.38939306031812,0.0535096433441455,0.168503948633887,0.425419032363179,0.111584965680728,0.0271605969081377,0.591774111491733,-0.392108070777454,0.335861736600535,0.0625654665075635,-1.34691739194687,2,-0.132685954396094,-0.226676770214903,-0.225016755607278,-0.371561446404101,-0.196897591955341,-1.43378275921599,0.0461408160688791,0.00069603461850354,0.0925930983234145,2.296485595941,1111.0000000001,4.08223279526353,0.0618066862677696,68.0000000001,0.00672456755504766,4.08895736271858,0.0186430687431409,-1.12819863270593,-0.449904153310987,0.499202092178299,0.0445442664199156,0.0576964012938822,0.0617682047030044,0.0385075492552746,0.0336363598986503,0,0,1.28308686765952,21.0000000001,26.94482421885,1.28308686765952,21.0000000001,26.94482421885,0.0835352101910534,1.94530911763806,1e-10,-3.2473081549605,-2.60030884110971,2.30843379053553,-1.26177744686612,-0.0330186018330552,-0.145374652181791,-0.115651216794681,-0.0915916800038279,-0.0616360242687216,-3.4989798138017,0.369438879540569,-0.151311366981198,-2.16133150801698,-2.16133150801698,1.51035398310413,-1.58313491568914,-0.194419555666316,-0.37190239418883,-1.08973355820472,0.274194008756782,-0.0848283768305765,1.0356969563404,-0.114354319578022,1111.0000000001,0.0186124088534826,3.06597896583593e-05,0.251345955377265,4.33627999338451,5756.28813694811,0.00048828125,1,1,"SNETWORK (1 56 5756.28813694811 0.251345955377265 100000006 1)",100
137,100000007,-0.143685297210323,22,-0.185712976940586,-0.500464661936247,-0.612877153222713,-0.614349237474709,-0.609405455638136,-0.0262005401335685,-0.0346608960131959,-0.254215068495031,-0.387720592681,0.0380932547708374,-0.0267458031333713,0.204855016582164,0.0380932547708374,0.0380932547708374,0.223721949854403,0.0998351604026459,0.0104264181871115,-0.781345856554814,0.0726831364172425,0.100969434774191,-0.14469320018369,0.808445717563054,0.35800918471082,-0.143685297210323,1,-0.523946294706724,0.035107251263951,0.0350799922536551,0.613928353553634,0.033401510754168,-0.113590620072732,1.99803932353746,-0.386736959552964,-0.22500025153454,0.328331855642942,4710.0000000001,2.859376033573,0.252358262273083,7093.0000000001,3.30967105966248,6.16904709313547,0.0233787047409486,-0.308141796729259,0.411484188689029,1.99300529048829,1.72562418219609,-1.38841273271432,0.790342497977763,-1.29667343286582,0.0429103065398516,1.66027557476422,0.743998532428815,0.431105259586607,140.0000000001,60.354736328225,0.431105259586607,140.0000000001,60.354736328225,0.540796926004269,0.397776088528492,1e-10,-0.247514248852705,-0.441481974829105,2.08793148316195,-0.0984187397819454,-0.00976280980015009,-0.0233041246988846,-0.0816567081711058,-0.0824522377785463,-0.0784387828022463,0.687394525702361,-0.860875842379861,0.405255801673051,0.798249642481273,0.798249642481273,0.673312614540035,0.741979888158939,-0.870233998311176,-0.865496045764774,-1.17536414566443,-0.744781548503352,-0.446369453172801,0.264859553076332,-0.0656389876098865,7093.0000000001,0.0108361156489534,0.0125425889919952,0.374164113421514,3.51109080195328,4858.93582250077,0.001953125,48,1,"SNETWORK (1 137 4858.93582250077 0.374164113421514 100000007 48)",100
137,100000008,0.156175598339776,27,-0.185712976940586,-0.500464661936247,-0.612877153222713,-0.614349237474709,-0.609405455638136,-0.00147640912833224,-0.0310046138701788,-0.287914103393266,-0.390405808770603,-0.0901503459879618,0.0181612337201252,0.18286201739794,-0.0901503459879618,-0.0901503459879618,0.116768568647368,0.116635827599891,0.0326744748691606,-0.746187620656676,0.084610168024996,0.100969434774191,-0.14469320018369,0.808445717563054,0.35800918471082,0.156175598339776,1,-1.25312168905011,-1.73179181739858,-1.62594636662226,-0.434574222741445,-0.940816608798491,0.164259236488817,1.38315140853127,-0.390434121069052,-0.870330710426969,0.768817405274786,2753.0000000001,3.91351283632257,0.738452900526857,198.0000000001,0.270349353621197,4.18386218984376,0.0554635087905949,1.22706020503411,2.3367642340392,0.654143272693655,1.57829809315923,1.46863159795964,2.04852043092228,4.98090127266349,1.08281690078895,2.56520320929017,1.13434749966823,0.747482299904688,16.0000000001,11.959716796975,0.747482299904688,16.0000000001,11.959716796975,0.121557096416097,0.972440981414603,1e-10,-0.820844473056961,-0.534971242699076,-0.61699523060756,-0.33535524986723,-0.00976280980015009,-0.0288187032063227,-0.0947347101050445,-0.0897347384294191,-0.0718073578617481,0.430672096186752,-0.16782706312698,0.475763499784028,0.479005122691443,0.479005122691443,0.909683850591859,0.794557124243647,-0.723083800050858,-0.67230837201443,-0.82666630945598,-0.700442983019563,1.01647443128599,0.472349347025184,-0.114354319719039,2753.0000000001,0.0518796134668763,0.00358389522371863,0.437258908982103,1.16074188519269,4968.52905697351,0.001953125,59,1,"SNETWORK (1 137 4968.52905697351 0.437258908982103 100000008 59)",100
56,100000009,-0.961481558273197,13,-0.016376969797183,-0.0406255841243769,-0.0539298651555209,-0.0526282971591558,-0.0497659234028937,-0.341238753383445,-0.0577441877052353,-0.486807804644678,-0.00419610073460027,5.36196764338164,-1.48637748397399,3.07069464438312,5.36196764338164,5.36196764338164,-0.0358308131401877,0.180509019529002,0.442694379967214,0.151022981995236,0.0338852681864095,0.591774111491733,-0.392108070777454,0.335861736600535,0.0625654665075635,-0.961481558273197,2,-0.47769370335499,-0.341187910978452,-0.337635805448157,0.00868866929004337,-0.285048276325249,-1.03238650184951,0.537544877022758,-0.00421455762878197,-0.36859494243093,0.245747873292087,20476.0000000001,8.05109352246308,0.14134998641979,22821.0000000001,5.16119686058192,13.212290382945,0.0653175401542817,0.63637061235346,-0.109825469434111,0.45948320971972,0.173604282135684,-0.825474287893855,0.433823532306514,-0.987962873082537,0.448493732555766,-0.70949782758537,-0.662408393491578,0.358433024188542,120.0000000001,43.011962890725,0.358433024188542,120.0000000001,43.011962890725,0.303436638643146,0.265774782969667,1e-10,-0.121042940265041,0.172212471345861,-0.140263067020261,0.301449531921984,-0.0330186018330551,-0.145374652181791,-0.111144914527927,-0.0911916609476247,-0.0638273860904481,0.257871123497384,-0.172066473916924,0.072670868367213,0.2786926121195,0.2786926121195,-0.193223247177735,-0.125222823283372,-0.768676142754226,-0.694435109944266,-1.23200320273099,-0.554268505439497,-0.624462311988658,-0.307799974567612,0.0875571628883684,22821.0000000001,0.0398021545386653,0.0255153855156164,0.587946586650499,2.37275404193474,6025.53790050025,0.00048828125,18,1,"SNETWORK (1 56 6025.53790050025 0.587946586650499 100000009 18)",100
140,100000010,-0.364075368248473,35,0,0,0,0,0,-0.112957150323187,-0.0103813151594406,-0.55846004796584,-0.0566290903543754,5.13046620241055,-1.61849646955024,3.28084170823967,5.13046620241055,5.13046620241055,-3.35331504613943,0.34640790130542,0.68116498098445,0.605155090802831,0.138181418518699,0.674158771142803,-0.376868202347026,0,0,-0.364075368248473,2,0.253466064401414,0.719669325189546,0.729306741741278,0.193330464305886,0.8803960426775,-0.413678321385117,-0.639025564166684,-0.0562978431612919,1.01402661660463,0.43670691038566,18021.0000000001,12.591832368502,0.0585166791633947,80806.0000000001,7.5655980295283,20.1574303979303,0.0471291430319457,-0.182314558166299,-0.919581714382842,-0.66501726510987,-0.553239754101731,0.48364529438091,-0.757156473612021,0.276031079065045,-1.54660464708383,-0.0138610225758765,-0.0115618261145381,0.0171894095797486,358.0000000001,6.15380859385,0.0171894095797486,358.0000000001,6.15380859385,0.201019129663111,0.354057569919628,1e-10,-0.134603294311001,0.0431295440309472,-0.471562104055709,-0.0296414699419979,-0.00976280980015009,-6.2602913664822e-16,-0.0947347101050445,-0.0897347384294191,-0.0718073578617481,-0.277163929933228,0.819167048406704,-0.969983679788032,-0.274521485605361,-0.274521485605361,-0.180246283748592,-0.351636655376976,0.028009564543279,0.0431019749646332,-0.286362742859283,0.192604827269017,0.570908155913996,-0.0889537556463982,-0.114354319719039,80806.0000000001,0.0294403728924395,0.0176887700395063,0.182139772990006,5.40482225682197,6537.76429833474,0.000244140625,82,1,"SNETWORK (1 140 6537.76429833474 0.182139772990006 100000010 82)",100
