"rid","pid","elevation.min","WS_ID","ws_mi60_mean","ws_accum_precip_mean","ws_10.min.storm.accum_mean","ws_30.min.storm.accum_mean","ws_60.min.storm.accum_mean","ws_sbs_mean","ws_dnbr.BAER_mean","ws_dnbr.extended_mean","ws_flow.accum_max","ws_slope_mean","ws_aspect.northness_mean","ws_aspect.eastness_mean","ws_slope.northness_mean","ws_slope.eastness_mean","ws_bare.earth_mean","ws_ndvi.max_mean","ws_ndvi.mean_mean","ws_ndvi.min_mean","ws_ndvi.range_mean","ws_RV.Sand","ws_RV.Silt","ws_RV.Clay","ws_Kw","ch_elevation.min","ch_watershed","ch_valley_width","ch_area","ch_channel_width","ch_channel.width.over.valley.width","ch_elevation.mean","ch_slope.median","ch_flow.accumulation.max","ch_curvature.median","ch_sfm.erosion.mean","ch_sfm.erosion.count","ch_sfm.erosion.sum","ch_sfm.deposition.mean","ch_sfm.deposition.count","ch_sfm.deposition.sum","ch_sfm.net.change","ch_sfm.net.change.norm","ch_ch_area","ch_distance.upstream","ch_distance.downstream","ch_slope.upstream","ch_slope.downstream","ch_central.slope.difference","ch_slope.over.width","ch_change.in.slope.over.width","ch_stream.power","ch_slope.over.width.central.diff","ch_stream.power.central.diff","ch_lidar.erosion.mean","ch_lidar.erosion.count","ch_lidar.erosion.sum","ch_lidar.deposition.mean","ch_lidar.deposition.count","ch_lidar.deposition.sum","ch_lidar.net.change","ch_lidar.net.change.norm","ch_lidar.resolution","hs_area","hs_hillslope.length","hs_flow.accumulation.max","hs_elevation.range","hs_mi60.mean","hs_accum.precip.mean","hs_storm.accum.10.min","hs_storm.accum.30.min","hs_storm.accum.60.min","hs_slope.median","hs_northness.median","hs_eastness.median","hs_curvature.median","hs_bare.earth.mean","hs_ndvi.max","hs_ndvi.mean","hs_ndvi.min","hs_ndvi.range","hs_dnbr.BAER.median","hs_extended.dnbr.median","hs_drainage_density","ch_sfm.net.change.count","ch_lidar.net.change.count","ch_sfm.erosion.norm","ch_sfm.deposition.norm","ch_lidar.erosion.norm","ch_lidar.deposition.norm","ratio","snapdist","upDist","afv_flow_accum","locID","netID","netgeom","bootstrap_rep"
41,3000001,-0.552689170835324,23,-0.407894617963011,-0.249085695198869,0,0,0,0.531992958406295,0.798533505155112,0.370157348520448,0.0155202684376274,0.537659533112125,-0.0616865564858223,-0.0139146679219561,0.537659533112125,0.537659533112125,0.521324542893721,0.0215019198183074,-0.0994681569695172,0.239727953105249,-0.189017585810353,-0.606217616580312,0,0,-0.665399239543727,-0.552689170835324,10,-0.45301537166897,1.13933246207339,1.15103714154352,0.845818930598332,-0.550473846387625,0.317678023018575,0.00578130322643438,-1.01111354762895,0.114076237183072,2773.0000000001,2.02302195514851,0.12454250353474,4627.0000000001,3.68529815800198,5.70832011305049,0.0546460569140195,1.21062055787633,-0.31435533573011,-0.182543677460508,-0.0247584684695832,0.359425710756313,0.406473088614933,0.0219276906392729,0.332986456525643,0.17475493557812,0.150552917412911,0.106145281880927,0.0241863837391338,964.0000000001,0.932626953225,0.0241863837391338,964.0000000001,0.932626953225,0.352449889445226,0.395743942636954,1e-10,-0.573863958247033,-0.218998895058498,0.174248417436628,-0.535073843420596,-0.369518280300005,-0.335033423986383,1.46379014636051e-15,0,0,-0.654061209849773,-0.00890404118586925,0.01399781507877,1.58129803239148,-0.603907205951223,0.925413221862441,0.822129445422569,0.388423577752398,0.983453044084206,1.53855373437254,1.60457945503994,29.1081228755135,4627.0000000001,0.224860335295531,0.0193664984626185,0.035279558351401,0.00892808820429176,0.00892808820429176,0.260608211695429,0.948202366413081,2203.12018749927,0.0625,68,2,"SNETWORK (2 41 2203.12018749927 0.260608211695429 3000001 68)",3
29,3000002,-0.825163286974599,24,-0.361841926944517,-0.692776163396021,-0.562675121066356,-0.564925299345405,-0.567713055283144,-0.00902597451711361,0.0318943408431604,0.960039331966441,0.360523037593936,0.880806858574275,-1.23457590259744,0.852258051118956,0.880806858574275,0.880806858574275,-0.0119793774629621,-0.106711441266439,-0.166521631632178,0.499012240961039,-0.419700305655837,0.888230940044412,-1.65509580672036,-1.9192718638702,0.488864747419881,-0.825163286974599,8,-0.106362545155778,-0.177370255038742,-0.175728610666053,0.0534139386370588,-0.821056415960909,0.171979829650156,0.352526481418398,-0.256294336274512,3.85936441692471,11073.0000000001,68.3244042989974,3.11986889274971,191.0000000001,0.952718233085403,69.2771225319828,0.83388932660805,-0.168017711798789,-0.197118006987428,2.12966883740984,-0.344849702708478,0.186648239479135,0.589439487228709,0.247378399942836,0.59300066506113,0.686245059754776,0.200190203832116,0.192820220076882,0.00380644827326897,751.0000000001,0.114345703225028,0.00380644827326897,751.0000000001,0.114345703225028,0.140639712738677,0.609612099547699,1e-10,0.338752553743521,0.0816036435531079,0.0559381234209149,0.0803560825222195,-0.183077717399452,-0.892855882414002,-0.323585971028254,-0.331945636842457,-0.32094223474169,-0.220256157382692,-0.0912255819763126,-0.224650050256101,0.631446573666712,-2.53426168578876,0.354600025778669,0.603720736192162,-0.930707067658431,0.636710707357546,-0.628832024832816,-0.352903291976196,0,11073.0000000001,0.522346368815084,0.822421448850595,0.0114678776574548,0.00137638022312685,0.00137638022312685,0.593005243173152,0.28507962875301,1238.58046967578,0.25,18,2,"SNETWORK (2 29 1238.58046967578 0.593005243173152 3000002 18)",3
43,3000003,-0.239218426527926,15,0.0756580730554828,0.312271530040108,0.118081199488201,0.12698938418892,0.129762766215853,-1.16156416092661,-1.05899660560763,-0.248362524346835,-0.0543599188580357,-0.710904145101076,-0.255069504046362,-0.305661589850022,-0.710904145101076,-0.710904145101076,0.280807560132993,3.53654831146007,3.34779199820909,0.761751049581874,3.95965555368292,-0.963730569948188,1.15856706470425,3.24099722991689,-0.247148288973384,-0.239218426527926,11,0.607909930697124,0.136028663647353,0.13542585420657,-0.484048682284701,-0.244140356291227,-0.983506915848542,0.186438918357747,0.644841684515386,0.44913041849997,3.0000000001,1.32789027131301,0.193661642106852,11.0000000001,2.09944624683157,3.42733651804458,0.0390640909184519,0.132376035099755,1.54879073541574,0.328714792498235,-0.894616452872749,-0.911162826121281,0.117377034240016,-1.06687469887452,0.108738926331739,-0.836410579116274,0.259849485569461,0.338285327936457,0.0217495020251433,349.0000000001,0.303623046975128,0.0217495020251433,349.0000000001,0.303623046975128,0.0324494849956461,0.550584979199734,1e-10,0.902864245202488,0.68759887613401,-0.41704841538487,0.328825298200111,-0.0644336934373367,0.0646276650958086,0.262720670126587,0.263536206727731,0.26584205294296,-1.02528018165143,-0.600640682925525,0.026094067656533,0.130956549989768,-0.0200579138627201,0.615696545425751,0.62935491910133,0.809373002151068,0.525426492820578,-1.03972323560515,-1.19024934585102,0,11.0000000001,1.08379888278156,0.0151350256620591,0.0239290651563928,0.00346063429009829,0.00346063429009829,0.234280161987981,0.914472143165767,3139.31112886416,0.0312500660060792,112,2,"SNETWORK (2 43 3139.31112886416 0.234280161987981 3000003 112)",3
41,3000004,-0.697922274934062,15,-0.407894617963011,-0.249085695198869,0,0,0,0.53779910558378,0.843138891062787,0.506286411370705,0.183628358109568,0.366731549535867,-0.145770158685784,0.0109026457274262,0.366731549535867,0.366731549535867,0.542711019478817,0.463455745353877,0.331645821864408,0.390789858515771,0.308243002786785,-0.606217616580312,0,0,-0.665399239543727,-0.697922274934062,10,0.0810589333852726,0.989756684007441,0.997824781611644,-0.00329806150803965,-0.699445013388114,-0.353693775564224,0.171904553344039,-0.619670239505384,0.090430153142078,2000.0000000001,1.15664158054299,0.0898117047391168,4466.0000000001,2.5651171098685,3.72175869031149,0.0365667473074349,1.03782911135545,0.778724913773375,0.928631820084308,-0.517151586844508,-0.640425831498974,-0.0540991140202357,-0.49741106485718,-0.0423638541237125,-0.185872311985171,0.16798657668949,0.127964178968163,0.0357726714570442,1629.0000000001,2.330947265725,0.0357726714570442,1629.0000000001,2.330947265725,0.714401813044835,1e-10,1e-10,-0.0726335225138581,-0.298426215534881,0.203280680264801,-0.633333808363379,-0.369518280300005,-0.335033423986382,0,0,0,-1.83084861168279,0.00395856149128887,-0.251076391069851,0.832005376334315,0.0560977353983641,0.693542502709735,0.530294234134453,-0.0751749753401946,0.825448795067441,0.372778366673545,0.909270255744241,2.82548954720716,4466.0000000001,0.70391061462514,0.0113641489957167,0.0252025982117182,0.0229018500420637,0.0229018500420637,0.154471351998931,0.480311575973235,2022.69880575346,0.0625,61,2,"SNETWORK (2 41 2022.69880575346 0.154471351998931 3000004 61)",3
43,3000005,0.333424690463378,38,0.0756580730554828,0.312271530040108,0.354270929498081,0.350983481983268,0.358474665810763,-0.566099224163561,-0.539104004938475,-0.136622984834025,-0.672224468947282,-0.168591452082845,0.423847352244758,-0.215772135636969,-0.168591452082845,-0.168591452082845,0.00955859807252462,3.2248895527221,3.16827624967924,-0.47628596388044,3.93164447683789,0.124352331606218,-0.497639544570952,-0.193905817174515,-0.190114068441064,0.333424690463378,11,-0.683190041538582,0.115326741622804,0.114779317585413,1.12278913428418,0.333463859173572,-0.357826967977733,-0.669706555063507,-0.0829929253141928,0.113402469649328,12.0000000001,1.34113415514161,0.0459615607814623,15.0000000001,0.67944528790868,2.02057944295029,0.0231132926719286,0.112029538591537,-0.409588517611079,-0.0319323703660606,0.194573632327889,0.538320859687741,0.324261487600931,-0.302586610252114,0.309201360883705,-1.05814818346038,0.458008100474189,0.226012798053288,0.0458890423389152,1793.0000000001,3.29116210947639,0.0458890423389152,1793.0000000001,3.29116210947639,0.740867973897356,0.417601792770361,1e-10,-0.929512180766289,-0.968473886232484,-0.179630181720595,-0.805527449611188,-0.0644336934373364,0.0646276650958076,0.676414028971749,0.668054363157542,0.67905776525831,-0.406711599856391,-0.116257732013143,0.0346226273882526,2.361871995897,-0.142564893009002,0.918817033707921,0.837375135256494,0.730000416945891,0.894725225234912,-0.0174407295777776,0.507901881218021,0,15.0000000001,0.932960893954749,0.0153411568218057,0.00777213575012296,0.0376474149555616,0.0376474149555616,0.592320689464565,0.448552068360128,3661.5736968973,0.0312500660060792,120,2,"SNETWORK (2 43 3661.5736968973 0.592320689464565 3000005 120)",3
37,3000006,0.0219158002537603,5,0.638158073055483,0.516970839987524,0.649161038498292,0.645874990233288,0.652741863980251,-0.601977263775699,-0.595514667875559,-0.149055097330201,1.97878874991676,-0.316918078802791,0.0858500290253247,-0.504511264879046,-0.316918078802791,-0.316918078802791,-0.60432408012129,0.149813577377727,0.307396274344305,-0.463892278359708,0.168492976302174,0.143005181347151,-0.441655095806721,0.349030470914128,0.167300380228137,0.0219158002537603,12,1.50189851072605,-0.0957260733405314,-0.0949614070072856,-0.884224607354284,0.028668097730602,0.834444656178502,1.9654484403134,0.250916749048742,0.21330421044732,5105.0000000001,6.9638953522736,0.349333281707129,172.0000000001,0.384260260239166,7.34815561241276,0.0872010995982268,-0.0913153072415247,-0.438669191457971,-0.049026703862482,-0.639646618629098,0.530051064857384,1.36621620669829,0.698007322975891,1.3652525505372,1.97202360995571,1.18315127522181,2.70509722948424,0.0977285258099828,581.0000000001,2.27121093759919,0.0977285258099828,581.0000000001,2.27121093759919,0.698939205028181,0.114720010132565,1e-10,-0.46326637096211,-0.684468679839794,-1.75738867949444,-0.51366898956359,0.816922282600548,0.459181735140858,0.759869106100604,0.755550048397726,0.765650935743888,0.301982842184868,-0.850455317119868,0.951832410337064,-0.110999029084877,-0.916448408915123,1.03258356569671,1.1953705817632,1.57103987999646,0.826566499463683,0.0402513998938499,1.18144800000986,0,5105.0000000001,0.759776536412849,0.0826410549175891,0.00456004458063779,0.0269526261270879,0.0269526261270879,0.103052008026082,0.336588914913591,4336.32000362248,0.0312499339939208,53,2,"SNETWORK (2 37 4336.32000362248 0.103052008026082 3000006 53)",3
41,3000007,-0.795724827724467,10,-0.407894617963011,-0.249085695198869,-0.192309249631537,-0.194095720002018,-0.196546296696359,0.504004441031824,0.800934210660937,0.517940424808861,0.237374352577752,0.274574550916195,-0.222322328642482,0.00250539220603268,0.274574550916195,0.274574550916195,0.535850973660667,0.682410137168806,0.53834177545317,0.364745399669005,0.58337036466332,-0.606217616580312,0,0,-0.665399239543727,-0.795724827724467,10,0.251014957269074,2.23267525825461,2.28860528010844,-0.0778557330748163,-0.794495698207544,-0.569975831177732,0.22600613168524,-0.144222483996068,0.0907805811949062,1614.0000000001,0.937026834025916,0.107581261546665,5847.0000000001,4.02277058158475,4.95979741551067,0.0392722960812552,2.61826575658194,-2.17863175771497,1.3683997226378,-0.452128791427787,-0.0605096826325615,0.492015067771125,-0.961661105442606,0.34081875245435,-0.668795782629045,0.632291637428094,0.667297774950225,0.0132609169804985,1705.0000000001,0.90439453135,0.0132609169804985,1705.0000000001,0.90439453135,0.123058800730512,0.445785680884124,1e-10,0.35853985361611,0.191223823723343,-1.1436151041182,-0.336810553267494,-0.369518280300005,-0.335033423986383,-0.292929688825596,-0.302338663604636,-0.303495198236374,-1.08070984559146,-0.759309139914591,-0.0130059927950701,1.11721712627928,0.263846373119711,0.545248122631028,0.428623182105403,-0.579512183290454,0.773744237392303,-0.185879613215906,-0.0600779819204795,0,5847.0000000001,0.810055866021788,0.00741949561286065,0.0318528003683946,0.00716110896076543,0.00716110896076543,0.0873842576235991,0.665038069710135,1908.65787502383,0.0625,58,2,"SNETWORK (2 41 1908.65787502383 0.0873842576235991 3000007 58)",3
43,3000008,-0.457066751703103,6,0.0756580730554828,0.312271530040108,0.118081199488201,0.12698938418892,0.129762766215853,-1.08332456407457,-0.915233459775452,-0.234106654135812,0.4772758648132,-0.340345876014818,-0.10993029889796,-0.543692144335219,-0.340345876014818,-0.340345876014818,0.378267457405268,3.08239555065622,2.89555028610934,0.230160037597109,3.55598861898055,0,0.0217717300749793,1.64542936288088,0.334600760456273,-0.457066751703103,11,-0.236735494223677,-0.0755365639554256,-0.0749567588325913,0.245086453186144,-0.452408934943628,0.705885823615009,0.46996285301799,-0.696950781900021,0.230024409114732,8.0000000001,1.81356186607405,0.0791379964358243,15.0000000001,1.16988931412156,2.98345118009562,0.0352805809642434,-0.0721810486629204,-0.294483544168638,-0.0487624044275129,-0.178360167391851,-0.200200692877112,-0.00806150195769509,0.609200083846549,-0.0144473868633047,1.09219404670045,0.0391092580230475,0.0326745209667368,0.0253314217311525,833.0000000001,0.844042968850357,0.0253314217311525,833.0000000001,0.844042968850357,0.329520133467359,0.365920206471917,1e-10,1.04149020929932,0.701843720814005,-0.916754048429853,1.45073225881537,-0.0644336934373361,0.0646276650958066,0.0604755004348354,0.0630672140994669,0.0624332837867315,0.368849463496866,0.0519891806995767,-0.202765664626794,-0.241554057671447,0.281837777682467,-0.739296347059243,-0.703623122621303,-0.567534783474072,-0.714227939562035,0.165759733985171,0.150563070277212,0,15.0000000001,0.407821229150279,0.0214461414665748,0.0138344393976685,0.00998116758590188,0.00998116758590188,0.0897642092158787,0.334645788997405,2928.51020878829,0.0312500660060792,109,2,"SNETWORK (2 43 2928.51020878829 0.0897642092158787 3000008 109)",3
43,3000009,-0.476041101783123,5,0.0756580730554828,0.312271530040108,0.118081199488201,0.12698938418892,0.129762766215853,-1.08663071072368,-0.922856921860187,-0.238162587865065,0.492139981257441,-0.316200900619486,-0.158049081686744,-0.542408724204353,-0.316200900619486,-0.316200900619486,0.38050618538005,3.05872776334219,2.87837535196414,0.213635517340852,3.53176554207125,0,0.0217717300749793,1.64542936288088,0.334600760456273,-0.476041101783123,11,-0.420440363177743,-0.165922676919275,-0.164416546166008,0.522437180112407,-0.474688692880146,-0.22227955353037,0.481778513147436,-0.35385855810401,0.675968220557435,2.0000000001,1.332369673913,0.104744644935591,8.0000000001,0.825829286446123,2.15819896025913,0.0259265173420493,-0.1573278859475,-0.0482835049376794,-0.0508597317279716,0.620073417455819,-0.604527738304216,-1.43864565042225,-0.101917512306767,-1.46953951595777,0.459966017756989,-1.2496160378825,-1.72232029514538,0.037420419646274,208.0000000001,0.311337890725132,0.037420419646274,208.0000000001,0.311337890725132,0.191630677085236,0.542670012460409,1e-10,0.18427238689276,-0.029306605296748,0.249561656661082,0.390503199327357,-0.0644336934373361,0.0646276650958076,0.134006318731023,0.139749239499014,0.138344527393603,0.718476109132572,-1.72952911382004,-0.148888596559112,-0.341658590781939,0.0615613517015913,-0.518534062211298,-0.408913194136774,-0.661456468795751,-0.436693195753575,-0.985515558472042,-0.563616138970916,1.29865595920623,8.0000000001,1.28072625708324,0.0160058020407671,0.00992071520128219,0.00374011263020931,0.00374011263020931,0.0740419082785507,0.533115740865469,2905.57657800412,0.0312500660060792,107,2,"SNETWORK (2 43 2905.57657800412 0.0740419082785507 3000009 107)",3
41,3000010,0.301912575389406,55,-0.184210513107001,-0.194952391556184,0,0,0,0.559820124798803,0.501807206942904,-0.131587787499264,-0.613242251640786,0.549499440540595,0.327704530354242,-0.0264088309279675,0.549499440540595,0.549499440540595,0.384908865033328,-0.411115518247395,-0.542310926170736,-0.36033091388174,-0.546831538825238,-0.606217616580312,0,0,-0.665399239543727,0.301912575389406,10,-0.286662940530229,-0.128648258825322,-0.127554977019057,0.310340675925021,0.308322727200658,0.0861262503303906,-0.619780362385842,0.420360005535106,0.252810023648417,4498.0000000001,7.27225802429873,0.10793705701844,1816.0000000001,1.25355084994022,8.52580887413895,0.101758119736214,-0.122374497418014,-0.00424631465005684,-0.0602480368439973,0.154459776736923,1.02427224683515,0.89421930712907,0.164346017962591,0.896175113413671,-0.518121624378322,0.795608382740898,0.421421204068079,0.041674711958365,1052.0000000001,1.7536718751,0.041674711958365,1052.0000000001,1.7536718751,0.564975436115598,0.0558265996593899,1e-10,0.27991330832817,0.307560596602673,0.0171053487851164,0.411518528546931,0.646576174571166,-0.250657379010998,0,0,0,0.23199498023599,0.414472636204267,-1.66415908288082,-0.27840270869674,0.144531170500951,-0.789704873447477,-0.814658251351595,-1.27311460362611,-0.604980760580124,0.457475705270781,-0.0692289594255182,0.502228455161487,4498.0000000001,0.10195530736257,0.0867966093287833,0.0149615103074309,0.0209306067137271,0.0209306067137271,0.684735071923122,0.169885528739542,2924.09077563055,0.0625,64,2,"SNETWORK (2 41 2924.09077563055 0.684735071923122 3000010 64)",3
